miliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
0,-2.3926758950930393e-05,1.8262138384199034e-05,-9.401856350516813e-06,-0.0001686672023294841,2.9160932348982837e-06,-3.527812398197608e-07,6.71704992196636e-05,0.0,0.0,2.073979479067948e-20,1.3293952458784556e-21,1.8332144610458154e-21,1.4912842330330293e-06,0.0,-1.5779054972615663e-20,-3.621931142491933e-21,-1.3571262942517058e-06,0.0,2.557347853068171e-06,-2.4630441790336843e-07,0.0,0.0,-0.00017146892731723074,1.5339087864116025e-07,0.0,2.6205164175432826e-06,-1.530673570320314e-05,-6.804081350625105e-22,3.128992890799883e-22,1.6024872041184956e-21,0.0,0.0,0.0,0.0,-6.088164576658991e-23,-3.8059403349303516e-06,2.157180926455322e-23,0.0,0.0,0.0,-8.760173200812283e-22,1.2252949423055234e-05,2e-06,1.994845785552839e-06,-2.150732072880889e-22,-0.00033264213984538415,3.381651225483334e-07,0.0,0.0,0.0,-3.6499913286336124e-08,3.553842623783684e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.804744388349819e-09,0.0,0.0,7.30610375403765e-10,8.229814303060511e-10,0.0,0.0,0.0,0.0,0.0,0.0
100,-1.054095953798942e-05,1.0485471221923525e-05,-7.082822677886378e-06,-0.00017333393042089884,1.2103529144019226e-06,8.87564554885598e-08,-3.6214564218745e-05,0.0,0.0,-1.2925644177685035e-20,-7.588829538925771e-22,3.846556899016065e-22,-4.096654739089544e-06,0.0,1.3167634142855273e-21,1.3054015819507766e-20,-1.0038976611278214e-05,0.0,-4.44615716727354e-06,2.138644255436632e-06,0.0,0.0,-9.680030348636239e-05,3.2866120539646477e-06,0.0,2.3936906826899963e-06,-7.91469954811683e-06,-6.901673583935884e-22,-1.820649396549563e-22,8.825887430320653e-24,0.0,0.0,0.0,0.0,-3.128396079452131e-22,5.190580967592248e-07,-9.207021178397113e-26,0.0,0.0,0.0,1.1391913534193171e-22,9.298080611546086e-06,2e-06,-1.1370782114572129e-07,6.431363303186134e-22,0.00031447816346476964,3.008645195830642e-07,0.0,0.0,0.0,-1.4581919721762917e-07,2.632160040910951e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.132404296156455e-09,0.0,0.0,-2.1000951246411297e-09,1.1355371021258952e-11,0.0,0.0,0.0,0.0,0.0,0.0
200,-5.893808114782902e-06,7.402816690091548e-07,-4.898506969760198e-06,8.498315428017019e-05,-3.5793987151765666e-06,-5.50794985272966e-07,1.4327693046507185e-05,0.0,0.0,1.2807707252864353e-20,3.046823073518815e-21,-4.079025097304694e-22,-8.078337871572706e-07,0.0,1.545520992980598e-20,2.433980853478803e-21,-1.8008871717401518e-05,0.0,-5.574148569763682e-06,-2.1120583439418386e-06,0.0,0.0,-1.3193322161334465e-05,-9.215642139473382e-06,0.0,-1.542384618744152e-06,-1.5739474662151492e-06,4.9248950034219735e-22,-2.5261030809024544e-22,1.582093568278642e-21,0.0,0.0,0.0,0.0,-7.875503191273255e-23,4.163210021869502e-06,-5.859321886111676e-23,0.0,0.0,0.0,-5.568275251670585e-22,3.5786112885092313e-06,2e-06,5.333559498982363e-07,1.2694152197736824e-22,0.00021562624406187264,-2.443898777829025e-07,0.0,0.0,0.0,-1.71198802330801e-07,-3.651758643294714e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.791955355923828e-09,0.0,0.0,-1.3919946304169048e-09,6.628471413837665e-10,0.0,0.0,0.0,0.0,0.0,0.0
300,-1.7238662383903325e-05,1.0066975719851607e-06,-1.5580924036682206e-05,0.00017038189062372027,3.521687852789648e-07,7.17069800642025e-07,6.517228397336253e-05,0.0,0.0,-5.363925818381665e-20,-6.617628890139672e-22,1.2339155324211655e-21,-4.228384633092171e-06,0.0,-9.480414337893556e-21,-6.175680751081505e-21,1.2500429207979929e-05,0.0,2.4488956319831307e-06,-2.58707519978445e-06,0.0,0.0,0.0001075383804457016,-1.3267155523598745e-05,0.0,-6.077692445980196e-07,1.296073260241543e-05,3.795494415817241e-22,9.118036481066778e-22,-2.422780466199229e-21,0.0,0.0,0.0,0.0,7.270358103737982e-24,-1.484473000319846e-06,3.157798922881473e-23,0.0,0.0,0.0,-1.9147974062809618e-22,-6.00913921397031e-06,2e-06,3.380720827714083e-07,4.0259601303314457e-22,-0.0005226237953450396,3.270268165751582e-07,0.0,0.0,0.0,1.4308761161683616e-07,3.376325042814628e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.095410365077977e-09,0.0,0.0,1.4860735093534414e-09,-1.638605522762924e-10,0.0,0.0,0.0,0.0,0.0,0.0
400,1.7670075118614228e-06,-5.253662769640973e-06,-1.4019365224761655e-05,4.0836148622868054e-05,8.873567925886265e-06,3.0293615507054023e-07,3.8442297637412155e-05,0.0,0.0,5.090648145635735e-20,-4.505746100645993e-21,-1.3883977823243879e-21,-2.9322405005175837e-06,0.0,1.6575574201340564e-20,-1.272937216527591e-20,1.3067731018259211e-05,0.0,-5.7943274568533664e-06,6.864686876400986e-07,0.0,0.0,9.184201426861612e-05,1.3069081105252463e-05,0.0,1.9131549800780866e-06,-4.705742866897797e-06,-4.30723530879432e-22,-6.075957826929512e-22,2.853002381718874e-21,0.0,0.0,0.0,0.0,3.149840344057375e-22,3.6408663877240504e-06,5.157762644722848e-23,0.0,0.0,0.0,-4.644102920905188e-22,2.52739139243172e-06,2e-06,6.660537842643556e-07,-1.918065371186849e-22,-0.00035025165344051913,3.750817083905637e-07,0.0,0.0,0.0,1.192475679405438e-07,1.4033102483041673e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8561193556772103e-09,0.0,0.0,1.6924079250845498e-09,1.4386775699381023e-09,0.0,0.0,0.0,0.0,0.0,0.0
500,3.047902711394646e-05,2.3354485326239416e-05,-4.47176012016474e-06,-0.00010761621359590468,-8.631384194110335e-06,1.191380590104101e-07,-2.2662593620955747e-05,0.0,0.0,5.143712676265e-20,1.228896772728042e-21,9.870496224961383e-22,1.187100238743106e-06,0.0,-4.765750000444001e-21,-1.2371799342075974e-21,9.367186300492303e-06,0.0,6.65030066349134e-06,1.3673548266367761e-06,0.0,0.0,-0.00015048455851226537,-1.3480085773101895e-05,0.0,-5.656189865201413e-07,1.9741272116422958e-06,4.958763994031791e-22,-2.0219906814015465e-22,-1.0628701309499544e-21,0.0,0.0,0.0,0.0,3.244808277048191e-22,3.4919432486453067e-06,3.412346021473363e-23,0.0,0.0,0.0,4.807132419193555e-22,3.175987136539163e-07,2e-06,-1.3096190688763446e-06,-6.5948084356984805e-22,0.00020528921736627666,-3.44245837885569e-07,0.0,0.0,0.0,-4.9362072257696856e-08,3.709903542219594e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.623096193349585e-09,0.0,0.0,-9.000580299512632e-10,-9.078636548192355e-11,0.0,0.0,0.0,0.0,0.0,0.0
600,2.6197395140233972e-06,6.273031735543925e-06,6.179132733054179e-06,0.00010898240686361936,2.036619864129869e-06,3.0337534314162333e-07,3.6423913291450184e-05,0.0,0.0,5.049634201970031e-21,-5.648591960955018e-21,9.087403428662927e-22,4.625352276530519e-06,0.0,-1.4612104964552167e-20,-5.052021055736969e-21,1.0775675867125093e-05,0.0,-4.115813308912818e-06,5.121815517020837e-07,0.0,0.0,-5.507675216390378e-05,-1.2939377999831928e-05,0.0,2.819746296142191e-07,-1.4182723863681956e-05,-6.031330928192313e-22,-4.700129781752198e-23,-1.9348594828966554e-21,0.0,0.0,0.0,0.0,2.6287808368167344e-22,-2.191224005273367e-06,-3.5174510386469443e-23,0.0,0.0,0.0,-8.50204423369269e-22,9.860708533002073e-06,2e-06,1.677532908666592e-06,2.3197148646130062e-22,4.944183443411402e-05,-1.2472381189753398e-07,0.0,0.0,0.0,-1.719102678170203e-07,-2.595419982198097e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0577535886829946e-09,0.0,0.0,1.10844957762044e-09,2.947169978165799e-10,0.0,0.0,0.0,0.0,0.0,0.0
700,1.774598768827522e-05,-3.7119180448190637e-06,-1.424630621386145e-05,-4.93564851775102e-05,-1.063512484398778e-05,-7.289640792503914e-08,4.2890552336578954e-07,0.0,0.0,-4.480909134653983e-20,-5.824471975546106e-21,-9.440590880367326e-22,-3.845194532631726e-06,0.0,-5.4700245955590785e-21,-8.783835433722297e-21,-1.317377353880726e-05,0.0,-3.9449882672131e-06,-2.0822757969939278e-06,0.0,0.0,-0.00016027319285748983,3.7832246288568285e-06,0.0,1.3568657311926646e-06,-1.3160648961092905e-06,-2.8904701962911743e-22,-4.848870124440498e-22,-3.410882891094256e-21,0.0,0.0,0.0,0.0,-1.989018150438898e-22,1.7521358030196536e-06,-5.201262562242713e-23,0.0,0.0,0.0,2.4563275078270076e-22,6.969948552497146e-06,2e-06,-4.0194467907862397e-07,9.47833206587177e-23,-0.0003440762553337718,1.448695435958688e-07,0.0,0.0,0.0,1.5286690831423506e-07,-3.064334625449687e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.74200359089177e-09,0.0,0.0,-5.887081276196882e-10,6.832865622659015e-10,0.0,0.0,0.0,0.0,0.0,0.0
800,9.665408958851636e-06,1.5508575057158482e-05,9.960629475441749e-07,8.456130268181476e-05,-1.6309272014157237e-05,-7.344161572066923e-07,5.42126987333467e-05,0.0,0.0,2.53371800576925e-20,9.593602730745194e-22,5.493442291425886e-22,-5.726979061471604e-06,0.0,6.881469770224785e-21,1.2149340323401485e-20,-1.7868235117198486e-05,0.0,2.86935555225465e-06,-2.9394700015206105e-06,0.0,0.0,0.00023546252512676957,8.127881215293102e-06,0.0,-1.3397251762061794e-07,1.1902192520461946e-06,-7.60837715998068e-23,-5.289890880185946e-22,-5.44855898432162e-22,0.0,0.0,0.0,0.0,-3.375402643541512e-23,-2.3482141961216048e-06,-3.6627171971593405e-23,0.0,0.0,0.0,2.3898070656117827e-23,4.842775701132425e-06,2e-06,7.530495624130552e-07,6.990885799372761e-22,9.17634789937532e-05,7.11587739983518e-08,0.0,0.0,0.0,-2.0616762957405323e-08,1.6235586699926435e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0029221541833153e-08,0.0,0.0,-1.6121780885261861e-09,1.2202844398480835e-09,0.0,0.0,0.0,0.0,0.0,0.0
900,1.2351133428233818e-05,-1.1131225797201394e-06,-3.422814018534534e-06,9.064223595698566e-05,9.58084673161006e-06,-2.9491002238495536e-08,4.730648056859235e-05,0.0,0.0,1.1079238366794889e-21,2.0894442536439624e-21,4.148935528683896e-22,3.7675792038846024e-06,0.0,-5.420833066558058e-21,1.8590150606489138e-21,2.038203999114008e-06,0.0,-7.324467559553704e-06,-1.402833138475938e-06,0.0,0.0,0.00018328335839021436,-1.1615675987456325e-05,0.0,-2.0484459537586276e-06,1.556369865604996e-05,4.834450399660356e-22,-6.0724105908415e-22,-3.6079805085702125e-21,0.0,0.0,0.0,0.0,-2.682649600549736e-22,-2.5508719385785303e-06,-5.834716260559692e-23,0.0,0.0,0.0,-2.7051155887888697e-22,-7.470754275815906e-06,2e-06,-3.32523106890048e-07,-8.563441133330003e-23,0.0004010247238079461,-3.0910112671395024e-07,0.0,0.0,0.0,1.2121596096771945e-07,3.874554437582071e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903061561588337e-09,0.0,0.0,2.031098602276151e-09,1.3682104694539845e-09,0.0,0.0,0.0,0.0,0.0,0.0
