milliseconds,M,P
0,1.0132211016853325,1.0019891075085863
100,1.000046448058817,1.011564333086043
200,0.9962430296984417,1.0063088283456252
300,0.9946362471500271,0.9725315621315863
400,0.9743974275896539,0.9834871740191942
500,0.9645088605573439,0.9193516728249198
600,0.9716568521861516,0.9253886124721483
700,0.9617298921499106,0.9426083680387493
800,0.9535381230764807,0.9068245068731953
900,0.9424652932525324,0.8963110064664394
1000,0.9343775199812213,0.8880452367296723
1100,0.9481235968978408,0.8984480531758436
1200,0.9542947205365383,0.8843970311141822
1300,0.9232776586379895,0.8342110244108837
1400,0.925498201987544,0.8588161888958145
1500,0.9307311607005161,0.8419350134638239
1600,0.9327693659176346,0.783288539082513
1700,0.9195036922722517,0.7921065743490217
1800,0.9339014835460753,0.7558929103678356
1900,0.9255236217021575,0.7265509726208399
2000,0.9042975464172867,0.7186240362505978
2100,0.9032354133788038,0.6906723715387353
2200,0.9340146060559077,0.6934251240075648
2300,0.9317195021713486,0.6688768817725116
2400,0.900541098095321,0.6567673829244207
2500,0.9167657375758499,0.6718326621158757
2600,0.92478351814749,0.6346090568166991
2700,0.9073695252690284,0.5950206972917492
2800,0.9161719448801122,0.601839655871982
2900,0.9229523766861594,0.5535352295064825
3000,0.9374887516621874,0.5533750571726578
3100,0.9289781576998423,0.5119458467992384
3200,0.9427450911247208,0.5173587135098857
3300,0.9362666287129622,0.4866062759256631
3400,0.9597554010703736,0.44313450666575843
3500,0.9601458120258408,0.44326312404118245
3600,0.9629491407736362,0.41814901295107704
3700,0.9854121603757018,0.37160486017380717
3800,1.0043896522591693,0.3219439804080085
3900,1.0158767430308404,0.3136706672812885
4000,1.0505209807045903,0.30124996008862437
4100,1.0814646598459787,0.2869485453604644
4200,1.104947895749846,0.25205581582436765
4300,1.1429160577772903,0.21591050142895654
4400,1.181132393838029,0.15078411830299282
4500,1.2341944775065152,0.14299227618904042
4600,1.3209190432409048,0.10177247717542715
4700,1.3810243541114868,0.05443872276798571
4800,1.4831897073861045,0.0161965551755549
4900,1.5622678693072516,0.051820502461744716
5000,1.6254167520025147,0.01090205799150295
