milliseconds,M,P
0,1.0132848587277166,1.009023161376066
100,0.9817807752389707,0.9945600495383565
200,0.9751466554719042,1.0086105501043547
300,0.9754028166611112,0.956616740091179
400,0.9871104245679009,0.9296319619597185
500,0.9616898382662574,0.9357558049227859
600,0.9653753630455809,0.9165240806777384
700,0.9663692947756979,0.9388828313738871
800,0.9637740613058556,0.9315425370921205
900,0.9560971475852992,0.9148084552606439
1000,0.9529566132143462,0.9169120723883798
1100,0.9377298534504414,0.8759441875899281
1200,0.9352734122126175,0.8578281471060584
1300,0.9219932304452279,0.8766991015540386
1400,0.9405405548253369,0.8342967820707439
1500,0.9216297713125466,0.8355393289755182
1600,0.9454431682532204,0.7837261786584173
1700,0.9262584641684083,0.7710825438537511
1800,0.9387547110995094,0.7882652447401693
1900,0.9283197920933567,0.7464813436705525
2000,0.9184737059312056,0.7528657844885461
2100,0.9020548043268476,0.7069996415693992
2200,0.9008058091732214,0.6796848632068934
2300,0.9141920401783445,0.6756816274138054
2400,0.9110483354486721,0.6767756460573462
2500,0.9215752115648066,0.6595335027774225
2600,0.9131096890758322,0.605177729535369
2700,0.9030266189583828,0.5926990589032594
2800,0.9336355286783767,0.5810674898803542
2900,0.9241003478752307,0.5447535706384279
3000,0.9396711741878925,0.523194676183727
3100,0.9384740113599374,0.5183362391027411
3200,0.946534684641267,0.5053750429280494
3300,0.9295018884599732,0.4587849669642062
3400,0.9424179061851693,0.45654806529742403
3500,0.949523751832203,0.40150003036214404
3600,0.992066568137847,0.3825538639048931
3700,0.9867376199355561,0.36143128129015833
3800,1.0195156381291175,0.37191235029797676
3900,1.035543034978851,0.2926781134745103
4000,1.0651327151326155,0.321768519689103
4100,1.079832449803113,0.2669775279159872
4200,1.0985337626245795,0.2549063983538463
4300,1.1443560022052341,0.18388213463881128
4400,1.185169377083528,0.18717317387835908
4500,1.2515449555680258,0.15715091232535097
4600,1.3182707270572334,0.1055699472414104
4700,1.3784911199981262,0.05401836756436264
4800,1.4613326230037844,0.014524561871793892
4900,1.558627215727304,-0.003118095500698182
5000,1.645041251237642,0.024720651862520166
