miliseconds,U,I,M,E,V
0,438662.5186513853,-0.00010320770957303721,0.9999856251951839,-0.014178080648048779,1.0080602182051555
100,375784.0688381324,0.0004480347617605772,0.9999976328229101,0.04961460713963907,0.8340308102117308
200,847835.9256090971,0.0005313776014971911,1.000048532591498,0.061139905945604645,0.7391728210841562
300,810649.1613716332,0.0008624914811241894,1.000076918033458,0.10099613146446486,0.6086035529491675
400,1362155.433150057,0.0010641285493007135,1.000089632172503,0.1610055752264697,0.553252884104616
500,2020090.4678823014,0.0011266304031852129,1.000081502386633,0.21198985901854472,0.5771974911115647
600,2339716.8633936723,0.001007930603455772,1.0000918244578132,0.2319952355652855,0.5418248563186482
700,2530051.678484749,0.0012367805663625905,1.0001193195076967,0.25940746130325315,0.5228719708400458
800,2927231.191926532,0.001362729438555902,1.0001528872732706,0.2970281864782124,0.5590465379436513
900,2736197.7514390093,0.0013555645133084184,1.0001725124055123,0.3411608726569672,0.5537471921190681
1000,1954405.743268268,0.0015341573185829098,1.0001470492896145,0.3820815557819163,0.607012116347124
1100,2721485.6488046832,0.001461494353024477,1.0001521111583136,0.4254898530972369,0.6002301734276257
1200,2728042.942196125,0.0015881905632777506,1.0002092497407633,0.46215400839818005,0.7160205111093776
1300,2485287.709035791,0.0017446063501191148,1.0002371173238693,0.49891476563287734,0.7283754077019572
1400,3128105.4059436894,0.002029797471297539,1.0002145290682403,0.500105823144845,0.7018018377625933
1500,4190796.555595332,0.0020184813647952105,1.0002608693306934,0.5457387508452816,0.7500933770023445
1600,4658429.351545421,0.0020104529498401816,1.0002476479085263,0.5901465953408769,0.8583159730626373
1700,4690498.503724847,0.002056660856445486,1.0003054095993322,0.6307029400468043,0.8467139499171356
1800,5046456.289137392,0.002252689094586229,1.0003076809143188,0.6319612314783016,0.9402608200142684
1900,5877373.172837405,0.0024384814251541625,1.0003347183296831,0.6713167643606185,0.9177986540626686
2000,7020903.543393051,0.002534594576313241,1.000354683325635,0.6991540294083305,0.9627739804286009
2100,6716908.333105584,0.002707944591083749,1.000372883119399,0.7446468463486993,1.0446054243730265
2200,6845256.767731316,0.002894629224292417,1.0003885402507076,0.7535133369438252,1.0856845335330016
2300,7897533.336862479,0.003020224492428676,1.000439973983843,0.8102945733545172,1.2075391765719743
2400,9378124.50003735,0.0030568356051017894,1.0004514667625704,0.8439690603426127,1.2233013252274476
2500,8814069.324245652,0.0031770309027576737,1.0005306451106537,0.8674757616616111,1.2826790736754932
2600,10204271.017052222,0.003480427746796044,1.0005294995689438,0.8658533275557874,1.3022718326137914
2700,10553726.122732993,0.00352140824135935,1.0005878033172477,0.9181530877648116,1.4637937398463374
2800,12615902.5014563,0.003767901935617755,1.0005951787519989,0.9175991057365048,1.497563310013471
2900,14371941.171330571,0.0038672612244441623,1.000673159631313,0.9472168142082948,1.6092954071768901
3000,15667848.683797767,0.004022537328020587,1.000685014762143,0.9889124793354943,1.5897811579124435
3100,16222596.07940643,0.004468384734781343,1.0007352395501339,1.013375520084078,1.7430887353116657
3200,16788067.804294508,0.00460731207272798,1.0007563198502962,1.0328070600827268,1.7982201364016281
3300,18972972.530182168,0.004719137285118894,1.0008412448605035,1.052300520049673,1.9243028874536494
3400,21176402.767197438,0.005028260779483049,1.000859596205446,1.0498875227516293,2.00053694237165
3500,23348676.542487122,0.005370347601181628,1.0008952142917835,1.0623713920156443,2.104769418584406
3600,25071521.413853787,0.005465209029128631,1.0009609120541823,1.0898687284458828,2.2483321042063444
3700,26369270.751263086,0.005964364461005778,1.0010201959690594,1.1289994734077502,2.3223386308110334
3800,28343426.955198493,0.006195953749164819,1.0011000911107053,1.1207727945514772,2.4079882682881353
3900,30593524.768326603,0.006544667844241389,1.0011775127966924,1.1446837458739063,2.5419504029086983
4000,33009345.191933405,0.00669396309074774,1.001215476248411,1.1542773161613187,2.6902391309534495
4100,35205450.031906,0.007175895002496456,1.001275723458129,1.1715707699908409,2.7964522314336393
4200,38077026.95009726,0.007507438461167215,1.0013508876456123,1.1741668633922409,2.9413631888726455
4300,41454646.197655186,0.00802713786171566,1.0014372716456834,1.1649526241452306,3.153667920282623
4400,44146649.79306423,0.00822095267455457,1.001511830144707,1.175127977146753,3.288267424742032
4500,48243216.28131166,0.00875528252644075,1.0016182791250583,1.1851764120050565,3.456819575389493
4600,51913703.92094839,0.00924562058423585,1.0016715283891582,1.1841520586563143,3.5923461369526435
4700,55040170.93548275,0.009653302684689448,1.00177976487586,1.1850906991261545,3.767989177125566
4800,58486988.22825854,0.010122066711927785,1.0018693218224468,1.1532858739808578,3.9769329524607353
4900,60956933.54014729,0.01067007631421532,1.0019708204373388,1.1720681559617347,4.195558103646496
5000,65123523.08527676,0.011314139443513721,1.002093877630403,1.156711605564881,4.45939690934414
