miliseconds,U,I,M,E,V
0,1498958.4738415019,0.00010314999398590462,1.000024652306843,0.00013919905860064504,1.0377491760619044
100,623190.6226874974,0.00031002342638547406,1.0000311451251809,0.0383596043722883,0.8140605042140711
200,1245277.9343362432,0.0006475948103659156,1.000044934465071,0.06765609115274916,0.7248610590819737
300,1260959.0395944072,0.0007065981372017704,1.0000786146434044,0.12005066714821044,0.663027969891111
400,1157800.6750354988,0.0009072374183624562,1.0000712783938195,0.15843863920878887,0.6106714278401615
500,2145232.876161415,0.000933171642636655,1.000111416350556,0.18456773738775153,0.5325503179010366
600,2528084.2715416253,0.001259728423219046,1.0000948455386605,0.23605085964310082,0.6112184281495857
700,1701229.7609614981,0.001214575653410512,1.0001337579599543,0.2750282314931472,0.5561653303664016
800,1179089.5291383895,0.0014096431708986088,1.0001260100438194,0.31881836047215895,0.5361150886995902
900,2101255.3903449257,0.001349484547730531,1.0001646922784895,0.3590455805292719,0.5854551946903157
1000,2128439.9565762635,0.0016535774009513026,1.000148466029736,0.367220771851424,0.6058988661361494
1100,3169319.4592689257,0.001673205258701493,1.0001803519886607,0.3973767644307417,0.6768741565973663
1200,3468478.314493235,0.0017354470750563398,1.0002189195203537,0.44064581061154945,0.6674301905086203
1300,4152683.068626264,0.0017978348855811094,1.0002226649320582,0.4840564641738599,0.7587367172706555
1400,2882819.6971372063,0.0018801123376322182,1.0002460179848063,0.507029111885504,0.7822615103844622
1500,4290262.915202533,0.002071671912443278,1.0002728532377376,0.5478059447790286,0.7944804854152281
1600,4399196.477413417,0.002047666752791385,1.0002598893544312,0.58508424713052,0.8159697258280331
1700,4984255.423081263,0.0022208621950634,1.0002969425697315,0.6315418821901738,0.8540266225825046
1800,5673334.599101261,0.002406783418447824,1.0002870227447773,0.6631719869685831,0.8528827994973639
1900,5514674.888819771,0.0023641529907807803,1.0003583025354794,0.6755059012806188,0.913411920998722
2000,5801663.684798412,0.0024476094215688323,1.000367687312568,0.6987142818748047,0.9887513568387429
2100,6619187.984848644,0.0025292137587137565,1.000367687855659,0.7267289715655537,0.9991771572313911
2200,7557513.567054082,0.002750772921541777,1.0004321479945737,0.7668029560110493,1.053133532632936
2300,7567606.496791681,0.002803814617902326,1.0004276889503991,0.7955360229024286,1.150165321306729
2400,9405151.049599797,0.0030153725174256432,1.0005002826657379,0.8263314626422557,1.2000973406726902
2500,8999040.356018538,0.0031584741534684516,1.000484096552184,0.845836475698268,1.297477192862114
2600,9857929.169669753,0.00331744037574949,1.000537474226507,0.8730439778142273,1.330838764174205
2700,10798374.380267596,0.0035414539209385133,1.0005723970463003,0.9085111696123293,1.430623195115217
2800,13322641.483286934,0.003662456252121504,1.0005814495438778,0.9331438582675612,1.4543632417502361
2900,13099766.792652298,0.004047059129936127,1.0006623323350188,0.9638580159187238,1.5221172290190386
3000,14477365.126580263,0.004298205447690968,1.0006570552113834,0.9743304974574107,1.6580132487772927
3100,15410959.351820858,0.004459175980161722,1.0007562237711531,0.9925602118794207,1.7376500572498643
3200,18212813.632347777,0.004691443576687414,1.0007844558767127,1.0313448341371392,1.81895652334645
3300,19628545.904198017,0.004820551963599488,1.000845537626972,1.0361717680694473,1.9321593592838024
3400,20001434.754299525,0.00499825060415184,1.0008962322531767,1.0603835290164925,1.9583578576483063
3500,23198920.75412803,0.005240712821939136,1.000912405454732,1.086095621188187,2.061945928753779
3600,23736761.862465266,0.005734328404694135,1.000994090184679,1.10593327430961,2.210453762796158
3700,26158464.34116692,0.0058946057628871265,1.0010586489837958,1.121442601847717,2.3700575380364732
3800,28373180.164571557,0.006181351493321054,1.0011139677379444,1.120276089519756,2.429339349064791
3900,30692022.1665446,0.006512516162240246,1.0011521090671207,1.144355353065484,2.5638546559334
4000,32990886.518939234,0.006777671612911134,1.0012139436738703,1.1441979981678247,2.6520416271905582
4100,35467632.643113755,0.007135677047559446,1.001274404687996,1.1520757153661163,2.827880833403979
4200,37835823.69231606,0.007616704790992517,1.0013379367825423,1.1795219677327633,3.032985647535928
4300,41588876.60708421,0.00789059852427122,1.001410074922542,1.1716524125110537,3.178273743811965
4400,44728033.57783993,0.0082676550180797,1.0014983664105375,1.1550791666934705,3.2535056352047422
4500,47400926.75291143,0.008786801760028187,1.0015796719237386,1.1875144849922197,3.481202615656478
4600,51711689.64518566,0.009304000341361902,1.0016655978823055,1.180731446475878,3.6316846016806497
4700,55029893.29270626,0.009759879452025116,1.0018083201199404,1.1742267404508246,3.8680510494205933
4800,58809428.614578865,0.010097672171555392,1.001865144991804,1.1785092040173841,4.034075318685689
4900,61787995.22237922,0.010782277754006017,1.0020036507922152,1.1585333375185203,4.241831693454145
5000,65269837.295357555,0.011353521341897866,1.0021099530819162,1.1421074821342172,4.426531478187721
