miliseconds,delta1,delta2,notch1,notch2
0,0.9942055507903318,0.9963004223307651,1.0125887671697005,0.98623853364851
100,0.8935411081531177,0.904746459010046,0.9950506098754898,0.9906655552358827
200,0.8229744558741571,0.8068904964257149,1.0070166223735866,0.9859797873623112
300,0.7459020649347721,0.7305496620202995,1.0093017063209133,1.0020013641102938
400,0.6856426031210443,0.6657591702458086,0.9897349937817742,1.000407642001904
500,0.6028571944238417,0.6131381311928498,0.9809659672024929,0.9934386949342621
600,0.5419529771884953,0.5491347865268085,0.9913322614675558,0.996234373058206
700,0.4956955122192955,0.5072924435011124,0.9809382792556126,0.9813389099138431
800,0.45649165341933134,0.4510002535770431,0.9979837860001508,0.9781948152849647
900,0.4033362363845781,0.4152244862135459,0.9904635654354076,0.9733202209993452
1000,0.367145656019525,0.3696766534769478,0.9816528890215184,0.9745018783088875
1100,0.34128170145992415,0.32760820348724784,0.9618139103391411,0.9689844569318302
1200,0.30333902853781053,0.31604742094889193,0.9749954976817299,0.9559820908497364
1300,0.2708444436044992,0.2792634451164819,0.9472065822023172,0.9513934823530231
1400,0.2562599037174162,0.25892022737070697,0.9466796227631039,0.9461366385285247
1500,0.2217737143986692,0.22225265245450457,0.9500017706657388,0.9378704972521886
1600,0.2183455461472405,0.21589197394864412,0.9209412995539391,0.932440153566467
1700,0.1920215226479084,0.2011328624459362,0.9314614936411395,0.9188192775861069
1800,0.16394979451482225,0.17909090798320898,0.9170020465888372,0.9024706745137544
1900,0.15086691241779024,0.16822125158638224,0.8924073315515922,0.89300815302193
2000,0.1383915935527788,0.132319249880687,0.8699313005437633,0.8736130671259632
2100,0.13990827840353365,0.13187652608719524,0.855148160003532,0.8382724851281267
2200,0.12508140243099866,0.13239938952708732,0.814692765602593,0.8248337890331834
2300,0.11213435652387778,0.1026569748178869,0.8095840186861613,0.7986137285128562
2400,0.09130551161157931,0.11081409492438792,0.771314836049306,0.774162123111468
2500,0.08489553726364708,0.09322256772000946,0.7404361327956497,0.7484345610118013
2600,0.08179826292945498,0.07642009891897303,0.7180470421846317,0.7254838894261398
2700,0.0800214478492867,0.07152077672325272,0.6900934052848517,0.6796261971349932
2800,0.06995812534109383,0.0821440257252856,0.6494338753286653,0.661185095461068
2900,0.061502086884930834,0.06477576193611943,0.6277246579062681,0.6374975383456954
3000,0.05698155190863375,0.07670191912059236,0.6000036014293323,0.5891541523251961
3100,0.05766544550934166,0.05403568693247537,0.5644471857826373,0.5689600641412373
3200,0.060540418357432534,0.050608594319375116,0.5334276416626345,0.5337072607107325
3300,0.06779097086462539,0.05835450192586513,0.5022513210019806,0.5152485326639352
3400,0.048328949524743106,0.05564873804185974,0.4885020422569158,0.48897849126144993
3500,0.046035117914862984,0.057514463724386296,0.4727676549242329,0.4658369311473079
3600,0.06369078085586664,0.05860734426994775,0.441940237234022,0.42967714651411726
3700,0.05916286356811577,0.049566914427038346,0.4133440903728913,0.4207942774206982
3800,0.06252728067281275,0.05241747216663433,0.40110792839088255,0.41144620451780556
3900,0.04479054881717333,0.05154566702930835,0.3870617208537392,0.3861165230755147
4000,0.057874210225314617,0.05258090529920958,0.37847658643957954,0.36610396896782416
4100,0.04752269723858974,0.05781004978203735,0.36512212804355443,0.36248331442833465
4200,0.05929801648538035,0.06666084575729732,0.35534208182933247,0.3561548634089655
4300,0.061596046197315395,0.05943977172113896,0.3257227280759041,0.33375416964800825
4400,0.07230830303013815,0.06554764469182468,0.32012622968389653,0.3305433203388427
4500,0.06197911602231153,0.07434716223966029,0.33366239311203344,0.339485158027711
4600,0.07087685611147117,0.06732257958590535,0.3200815243425857,0.3162032593160315
4700,0.056702519878216354,0.07035079885678899,0.316159347652082,0.3382640443629746
4800,0.06512067453223906,0.0795933879626289,0.3308393885781843,0.32998317901085283
4900,0.06502630378836922,0.060611378681687776,0.31089609286197156,0.31495913705443906
5000,0.07307426629763257,0.07852932098126388,0.33325816978754746,0.3242386879882341
