miliseconds,Akt,AktPIP3,AktPIP,AktPIPP,ERK,ERKP,ERKPP,GS,HRG,MEK,MEKP,MEKPP,PI3K,PI3Kstar,PIP3,R,RP,RHRG,RHRG2,RPI3K,RPI3Kstar,RShGS,RShP,RShc,Raf,Rafstar,RasGDP,RasGTP,ShGS,ShP,Shc,P_I,internalization,E,MKP3,PP2A
0,10.00084362686786,0.0012889355425955743,0.00031460253972490174,-8.248659308876166e-05,1000.0000000890168,-2.9729778741300472e-08,1.192182064880586e-15,10.030201354482442,330.0358361214904,119.9989449600199,0.0005574598714180925,1.2352400575758231e-06,10.004252485306212,-0.005256051441078114,-4.087359718649722e-05,80.88241879295543,-0.008909651975227436,0.13092342330958864,0.0663890285809359,2.000330218277404e-05,-0.00012941538237735555,-0.05141711437096635,0.06111433808410215,0.017977362399533223,100.00276988662013,0.000650888385513045,120.00147165198234,0.0018070210197541018,-0.016906675986437993,0.14224714295884136,999.7948709176559,799.999996258026,-1.644573453345894e-05,7.0,2.4,11.4
100,9.998049928790376,-0.000756650126117041,-0.00013329391912928585,-9.389329279995654e-05,999.9999998526268,-6.149719988685426e-08,2.250278880694493e-16,9.995560132330654,326.4368497188561,119.9954220984676,0.0002229436709549449,7.49260349742313e-07,9.99457851185456,0.0035083349196129957,-6.340198910948678e-05,76.85267315755442,0.0018004065708972965,2.8602406655552444,-0.0066160381160893945,-0.00024151570727225897,0.0001433632134703227,0.07326697277096156,-0.10903634535605716,-0.01835242905903863,99.99607879026158,0.0017683677835791183,119.99906510224243,-0.0011104170646650477,-0.004434838032968418,-0.4916617399924808,998.9017383410555,800.0004839254891,-2.1746814664284747e-05,7.0,2.4,11.4
200,9.99977928076535,-0.0003063280582499507,8.138901301580159e-05,7.700327076728809e-05,1000.000000126962,-9.059116019090605e-08,-1.0506506619470658e-16,10.022335628138952,323.8786271415291,119.997197422679,-0.004561004580501935,2.6127832002178813e-06,9.992592337278335,-0.006093762270359218,3.7432622598330086e-05,74.06639441422604,-0.0003361695979000173,5.874049712811698,-0.06499658515917675,0.0007754077792311309,9.936538830880303e-05,0.044630362939019015,-0.03150932344033763,0.04270827582575993,99.99920328271524,-0.0028475120755227534,119.99893708434675,0.0012952868167725833,-0.015321973993224991,-1.5589485563849372,1000.181507506761,800.0011149766482,-9.715861019047155e-06,7.0,2.4,11.4
300,9.998019572048763,-0.0002692554665473151,-0.000360691183255498,7.58820915465279e-05,1000.0000001291161,3.5631059892647854e-08,2.813303850353754e-16,9.995542067941551,320.43426384661797,120.00200208841714,-0.0007503084242433565,-2.23233539677921e-06,9.996077402988279,0.005373125260595595,-5.934967382543389e-05,71.65335424910236,0.006818273104778425,8.647989162727162,0.01203472209397647,0.00012094077929640222,0.0001805430320187782,0.005103326638504818,-0.012678029034587299,-0.06298369262530788,99.99902295101192,-0.0014413945099332867,120.00070043589676,7.360273270968693e-05,0.005502713665312872,0.3944808248231425,1000.7393456265111,800.0000940205638,-1.469151430777932e-05,7.0,2.4,11.4
400,10.000522436722639,0.0014858046169427413,0.000370893546649072,-2.190495595548738e-05,999.999999922303,-1.6399953350191412e-08,-4.3612500718027395e-16,9.97967535319763,318.11291020054585,120.00279770389807,0.004055596149852773,2.0794916045189102e-07,9.999434170755924,-0.007107655645150268,3.746616453957918e-05,67.55797274961134,0.00044858238173616687,11.160351360252722,0.07321776671392105,-0.0005701485541751703,5.703770688130222e-05,0.040129483762780055,0.03406893493838417,0.027469418016750475,100.00109994810853,0.00024683231598547276,119.99934616520359,0.00047818310866968867,0.015784322233491754,1.7213927818592325,999.6520513519537,799.9996355069717,-1.3004052770843931e-05,7.0,2.4,11.4
500,10.001051048369517,0.0007865739919153755,-6.435736736066128e-05,2.4958465627581526e-05,1000.000000106138,-5.080577741603236e-09,3.225956225673116e-16,10.005319728926453,315.07034284538236,120.00170189518653,-0.002949640270392245,-1.0930731598681312e-06,9.999729047825891,-0.004709508884373939,6.561417929283545e-05,65.77320539110612,0.015540495965264044,13.712537026942298,0.36083356189055804,-0.00021573130850335566,8.069919917683122e-05,0.016056107444212424,-0.06392969679966728,-0.01512922090179944,99.99600253740924,-0.0022530059284566837,119.99969582734187,0.0004653067657612217,0.010621869277952539,0.7589869108044138,999.3078168087427,800.0000919144933,-3.8151178615477743e-07,7.0,2.4,11.4
600,9.999911686271874,-0.0001773428783265387,-0.00034438442087970954,-4.4565291681764114e-05,999.9999999191874,-5.9096734310941346e-08,-9.300238527907451e-16,10.063280619291298,314.3001086990709,119.99966627279112,0.0023896488055415613,-1.190410951761526e-06,9.994532529068413,0.0019346310226870979,3.767096183048685e-05,63.62311313843089,0.02057825671101967,15.711923411205198,0.527002143619149,0.0012234748811262301,1.3182208788829823e-05,-0.054257721366272306,0.11086803547440119,0.04283352086357873,99.99620575973736,-0.00256057680845155,119.99998124074054,-0.0010204550132514136,0.02712139883072552,-0.10935289367508809,1000.5706519987789,799.9982225084406,2.2457780937852585e-05,7.0,2.4,11.4
700,10.001032479667975,-0.00010778735469152878,-0.00018724288043976442,9.095614564663997e-05,999.9999999727117,-2.03644224797228e-08,-5.482931176768689e-16,9.941832922201787,311.3403645464177,120.00055753912815,-0.00407935209447971,-2.906388839082659e-06,9.989429816158026,-0.005264346841101113,-4.43433501112175e-05,61.05222768037944,0.0185858393927774,17.353410280961413,0.6201637798158164,0.0016150833913600568,0.0002995047652851872,0.017603162938753393,0.07040940062618421,0.022391830141968314,100.0013336007294,0.0042184227060072165,119.99771773066493,-0.000990768685320627,0.03610518743728708,-0.836240805134602,1001.6209454936566,799.999790063555,1.2597988305458134e-05,7.0,2.4,11.4
800,10.001207774660761,0.0010438949550691658,0.00026995491205138254,7.561897021168896e-05,1000.0000001205987,-6.9497711075735946e-09,-7.399865796540675e-16,9.947877830791054,307.97957861641254,120.00006929752342,0.0036271845557749095,-4.693489766409627e-07,10.002069950799358,0.007488715161334033,1.4939877905564638e-06,58.269538524020554,0.03947529071878675,19.10468319789054,0.8492610412661459,0.002079805897133704,0.00035035818656898714,0.015162846227072587,0.00393297041276636,0.17950519406955867,99.99676776227807,-0.001477724042905598,119.99932957154482,0.0019437140042879296,0.042448231682346925,0.19858791954707244,999.4967235741082,800.0000828449947,-1.2411558951962315e-05,7.0,2.4,11.4
900,9.997166186162383,0.002067184561628008,0.00041364501702025156,5.0784586151899276e-05,1000.0000000240965,8.174689293079672e-09,9.62303043184385e-16,9.840315018838936,306.4812261843562,120.00189531700866,0.0010376737691336054,4.400322501129303e-06,9.98232871525916,0.00386876972221704,0.00010338351652738557,57.57672033947502,0.036666597341593415,20.01902061893505,1.2686835538088865,0.003252534653820859,0.0004313856010642694,-0.029244494813123283,-0.08436183394362139,0.15292130893374428,99.99905972724711,0.001283289250363362,119.99754419843185,0.000692274354764856,0.0911397155777412,-0.45330810802936017,999.1651352282469,799.9978499346801,2.167128118606192e-05,7.0,2.4,11.4
