miliseconds,Akt,AktPIP3,AktPIP,AktPIPP,ERK,ERKP,ERKPP,GS,HRG,MEK,MEKP,MEKPP,PI3K,PI3Kstar,PIP3,R,RP,RHRG,RHRG2,RPI3K,RPI3Kstar,RShGS,RShP,RShc,Raf,Rafstar,RasGDP,RasGTP,ShGS,ShP,Shc,P_I,internalization,E,MKP3,PP2A
0,10.00109043117276,-0.0005598996709999338,-0.00032367775687627533,1.2100367086208095e-06,999.9999999435984,-9.094036143910053e-08,1.063370098645722e-15,10.016744397567226,330.15149156739784,119.99961136466165,-0.00026620084507276406,-2.459796600859277e-06,9.990953367961868,0.006930493775755012,5.4171686009320286e-05,80.41080855264917,-0.004248140868605864,0.027222508041189374,-0.09001243999452713,0.00010048416875150945,-0.0001426709700788713,0.0042463316282300104,0.13985048669672326,0.07340324157315717,99.99803241370022,-0.002216136165646599,120.00141044599658,-0.000639091483891881,0.01740768569719978,-0.2671302473155906,999.8317550613317,800.0000628000987,-1.3832162430032863e-05,7.0,2.4,11.4
100,9.999646420805778,0.0014248648047389288,5.500488795585471e-05,-4.690864770867445e-05,999.9999998988147,-5.370615097397721e-08,9.389353317222546e-16,10.018748729506271,327.44769462340423,120.00156709829133,0.000492302098790841,1.6203127516508076e-06,9.992632474994535,0.002408346792061548,6.671818207766945e-05,77.51675146539347,0.007058071279456104,2.915651145332378,-0.07178898912904733,0.0006572432031341837,-9.65907943775829e-05,0.0692172944474651,0.03831959698557732,0.07160625014701309,100.0031328595767,-0.0017489734233151581,120.00010244326585,0.0007585835956577769,-0.0046913683447169586,-0.11505649336156036,1000.2913529686049,800.0016261811808,-3.5011703940674204e-06,7.0,2.4,11.4
200,10.00132222649,-0.00040115218456224255,-0.0003407074450257136,3.753037052453585e-05,1000.0000000320548,-1.4099648978868649e-07,1.381255646244128e-15,10.001304725245289,323.85821966427375,120.00383785728273,-0.0014548331223442493,-4.1077755972625745e-06,9.992777769077492,-0.005621673983309024,4.720818681731399e-05,74.20981133947106,-0.004600805805853688,5.957625962424172,0.042988945339753476,-0.00023855160372267278,-4.363645961533358e-05,-0.04862823381943398,0.058498588457134564,0.03748214511339816,100.00225435206767,0.0008497124724932188,120.00010075430723,0.0004910674038038,0.0017589283827826293,1.421425823885216,999.9503447261895,800.0006219932882,8.83904825088951e-06,7.0,2.4,11.4
300,9.999230309110448,0.0012197909552180775,-0.00038066281954819014,5.60122374557085e-06,1000.0000000341824,3.91317862489105e-09,1.0794962599089822e-15,9.929440108894932,321.2980991406289,120.00325903701149,0.002284263438800635,4.712633460597852e-07,9.991103638320618,-0.00521202230879873,2.1670581329520326e-05,70.84110640073365,0.0017111093840705774,8.50906889461189,0.033150440985588205,-0.00038889965905015793,0.0001370453958821334,0.06102404126223244,-0.07649522885298678,-0.012269902558302744,100.00260085003741,0.002721005287517202,120.00039720875961,-0.0011283336328272934,-0.010960208496564339,1.5499155014345134,1000.3669686747276,799.9995182568438,1.6044605490608828e-05,7.0,2.4,11.4
400,9.998917272270827,5.154756360077485e-05,9.03775629516463e-05,1.088619575097692e-05,999.999999948471,-1.0815429511420204e-07,-5.262247178730674e-16,10.088396641321502,318.89141442200093,120.00197074626264,0.000587285427132926,-7.26693653999223e-07,10.000772379547543,0.003703836720029309,1.8009139626371334e-05,68.47672541497757,-0.0015915363327721073,10.895990649034623,0.2514728835375906,0.000586905738172224,9.444185699650269e-05,0.0738569142661672,-0.07727482479798012,0.03713073250348894,100.002869385311,6.474181994986156e-05,119.99929995030313,0.0005119281187114458,0.0035613330575895758,0.12861035269044221,999.3967441771694,800.0004449905596,-1.3601861511041878e-05,7.0,2.4,11.4
500,9.998311784120796,0.0013243582294418463,0.00022693293316553917,-4.8837345495941474e-05,999.9999998960141,-1.4302175958122836e-07,-4.77328775689363e-16,9.895403326108378,315.5685447473533,119.99809791543902,0.003078501562617949,-1.556949794840504e-06,10.000540092376816,-0.004475939701354597,-3.0498038060042763e-05,66.83526977713228,0.001646618824401526,13.309945473772473,0.2369154274738312,-0.00028792250320893207,0.00014410028072266878,-0.029315700663506295,0.13806507312917943,0.03530098840935148,100.00002751988636,-0.0030897090263904154,120.00078062140376,0.00035967687693893826,0.006266145286576575,0.13521668742553755,998.2977688234514,799.9999136370775,-1.9861690532350127e-05,7.0,2.4,11.4
600,9.998921369738582,-0.0006461505171324073,-0.00022281973938113428,8.617808677499116e-05,1000.0000000602339,-9.425889670040199e-08,9.52553815053276e-16,9.895897939363692,313.8769077888838,119.99994245244997,-0.00247803084292937,-1.8298987371873586e-06,10.006370807698282,-0.0022819850516620395,-6.0338375311907086e-05,63.147271090065956,0.01606947184167532,15.627425619591284,0.4695971456484483,0.0004465672395831907,5.707508456412822e-05,-0.03650324801439241,0.07274882448222629,0.09885963872920664,100.0040737895559,0.0035565375771248,120.00021207655173,0.0021204187346530808,0.02286969865444655,-0.11460572169978848,1000.2052101267705,799.9998090614571,-9.457106802305646e-06,7.0,2.4,11.4
700,9.999999591350717,-0.001032764915752532,4.001615122330818e-05,-8.74041511504792e-05,999.9999998916713,-1.0473254429824201e-07,1.0312381392509755e-15,9.919187985113679,310.31027468491675,119.9977184979888,0.0012053534671570415,9.86232715044218e-07,9.990101897414016,0.0077452028836259065,3.197519950099809e-05,61.31676186476579,0.03096511714867027,17.502692114733332,0.6310008198362275,0.002034948394361704,0.00032221228525571683,-0.05573186762115235,-0.057616779773356414,0.10703395495640206,100.00290660307952,0.003810688770782481,119.997869899196,0.002089576841218192,0.024958759725506978,1.2344129478145636,1000.9114467842746,800.0001584743671,-2.778519381930588e-06,7.0,2.4,11.4
800,9.999304476725777,-0.0006926585645793956,0.0002145264779706007,-4.0323781916274994e-05,1000.0000000504766,-3.3297530311529375e-08,-3.0410135062337204e-16,9.88861783283946,309.56081779174826,119.99923029518057,0.0009490907616594787,3.2900965633991134e-06,9.985967365336032,0.004356930896627547,7.960927195745406e-05,58.11997781051982,0.026967384782665572,18.75405644556216,0.8888489915615996,0.0016491222370735713,0.00025487715157045154,0.04322604431609357,0.04402308799428504,0.13613234670601074,100.00313110207895,0.004422399291684749,119.99912541325153,0.0020512736269281376,0.07035695690242844,-0.7215930838848907,997.4368029266168,799.9974378876666,2.7764041724675422e-05,7.0,2.4,11.4
900,9.999533518723783,0.0019000466792532039,-1.1236737985227357e-05,0.00010521447802920923,1000.0000000147119,-3.4533685629915836e-08,-5.4235831573283e-16,9.880661247043957,306.74672214549867,120.00385241170557,-0.004176187700371867,2.2748562740714367e-07,9.995285912780231,0.009975490590116,-1.9850409530858188e-05,55.85115504477332,0.03784669390126971,19.955709819594514,1.2245663274702137,0.002604093136667976,0.0007169286006447734,-0.03698035217326191,0.09512372135572422,0.18253300526265404,100.00011843024505,-0.0025866027285069374,119.99695680028712,0.0015062263417232496,0.06839442274563762,-0.7469220733351729,998.883053265452,799.9991952029465,1.1926773998608104e-05,7.0,2.4,11.4
1000,9.997902141789746,0.001807707525205496,0.00042771997455361333,-2.739113020309035e-05,1000.0000000114107,-2.409508052000063e-08,-6.307442532944014e-16,9.766272758477147,305.22975210283,119.9998823156589,0.0021048352750022204,-2.283516222797619e-06,9.994749600204122,0.007514781535279503,6.881282251590561e-05,54.455618090208766,0.061565358782698754,21.54385637573432,1.417187471018883,0.004770100314023983,0.0008585479070153633,0.09552854124899063,0.02598821829939402,0.3000668255504809,99.99795929386187,0.004761467954576449,119.99585375055865,0.004183594982474671,0.11347566961649815,2.537279832303824,999.5714634282991,799.9990414309207,3.4891620908410626e-05,7.0,2.4,11.4
1100,9.998389396704287,0.0023796442226621866,-0.00019351984285082403,-7.595223382174505e-05,1000.000000119969,-1.0948537612868346e-07,-1.176222345358862e-15,9.843739836072938,302.23125787654783,119.99817962703953,-0.0037354360510718763,-1.581763108780251e-06,9.986202624023608,0.004208989007447248,6.638303389651452e-05,52.04115504121664,0.07900901492573693,22.721268409308305,1.7993833606983713,0.005009083031364702,0.0010309947836414587,0.034896512615655885,0.1882208013853759,0.2791651435774912,99.99682887422507,0.001593786364670994,119.99465582137562,0.004301456424135072,0.14777765570963564,0.3598128636496509,999.4010623682209,799.9985517864014,2.8482671457748502e-05,7.0,2.4,11.4
1200,9.996838913178737,0.003826701646926534,0.00028465771251828115,6.233662912187248e-05,1000.0000000483922,1.510658830773053e-07,1.2578352673573708e-15,9.812690472756747,300.19050822093055,120.00109561374498,-0.0020767839023369604,2.322969498099362e-06,9.974724220172561,0.0130844854715846,0.00014676929864885146,50.88785518670232,0.09871698398080953,23.24875392358177,2.1345997321217345,0.007168993490805862,0.0014498282171877068,0.16904762592614386,0.19145433755375024,0.42522139911604107,99.99890775563601,-0.0017598548171350278,119.99607065240818,0.0064519947592682906,0.1642428345751647,3.696473042343575,997.4807550861212,799.9954309797431,4.950859635042178e-05,7.0,2.4,11.4
1300,9.997648947923462,0.004731120519064517,-1.8726352030511536e-05,-8.546448388837614e-05,999.9999999134247,5.3501980128056484e-08,6.250370553111924e-16,9.6906241277385,298.2097909396281,120.00094402455669,-0.0019101369308312703,-4.009351777356455e-06,9.9656399951103,0.01675012181750395,0.00021478553547528144,48.66280981019322,0.10865968967086051,23.971043057135407,2.5165775855404595,0.00762762244442896,0.00164147089410818,0.10945064223285936,0.15027449210411317,0.48297984481519174,99.99422504706074,0.002347928634055507,119.99196779057286,0.005611965828777905,0.1877370803799856,3.492026189000376,995.9464902915128,799.9977287413136,2.0967941790254992e-05,7.0,2.4,11.4
1400,9.993392124668373,0.005136817909135013,0.00043720379194546466,1.6363973117262913e-05,1000.0000000213113,4.997529688459386e-08,2.0571459175631458e-16,9.597128348771497,296.69605430040417,120.00052697618348,0.0024630818148202224,-4.247746571223646e-06,9.960060353166845,0.035096007186264294,0.00017138504619348472,47.10135729839049,0.12829016555336425,24.939487143928403,2.6959781771638833,0.00897264497512795,0.0019820487837373217,0.2692572210793234,0.2153330528307144,0.6358894108378165,99.99475910144378,0.0036109408132974138,119.9903002694005,0.006347380156842433,0.24424304320900533,3.008247045066333,996.5013394601687,799.9952379147677,4.839616744244549e-05,7.0,2.4,11.4
1500,9.991635283394492,0.007326490365972504,0.0004790957295930853,3.6910945907236975e-06,999.9999999020445,1.9277892155823706e-08,-5.4786977343715334e-17,9.384714372814209,296.3857053666873,119.9944748132778,0.0055234840797534525,-9.973298442375902e-07,9.953983507053076,0.028396180276336898,0.00034211181875589065,45.23430750297015,0.14121561218615103,25.212098742383755,3.12945925448136,0.010798017828723873,0.002355523405338792,0.3772544048704843,0.3121939151706896,0.7098223023276805,99.99808123107675,0.006757411107741489,119.98861142834521,0.01018604770260994,0.27375860618149767,5.565051129075561,993.1529457912352,799.9936230591015,8.223312431179745e-05,7.0,2.4,11.4
1600,9.992614521639457,0.007477317215727121,0.00030391659688452135,7.8118263813657e-05,999.9999999657246,1.364731508926714e-07,8.25038243163058e-16,9.335424570432625,293.9592846343103,119.99532317744222,0.0032747698192588555,2.2466972148927463e-06,9.939181629531527,0.05210286318935264,0.000428577421121561,43.5044749336926,0.16934880489141557,25.288632582940156,3.412655997919739,0.013386393701454892,0.0025972743056579526,0.38438577684422653,0.34142243243402964,0.7961381417134651,99.99435638530815,0.0063223682544988,119.98742147563274,0.011775111506851434,0.2857469781097201,7.433848063904909,990.4645044633531,799.9900697649921,6.412451250104786e-05,7.0,2.4,11.4
1700,9.990991021854864,0.010176666832669557,0.00082130356431102,5.3997074756648115e-05,1000.0000000872075,-5.1567671067135355e-08,1.0347600658325804e-15,9.140648229021503,293.04321491374566,119.99988925806458,0.0030489228736493646,2.0544605522853506e-06,9.928884485394516,0.06028285788831728,0.0003994187893652709,42.335126759355994,0.18583587240108912,25.585567259854294,3.6945322116941446,0.013821696669132716,0.003090941117243593,0.5220168901770081,0.6043569137140167,0.9054330817306382,99.98832775401364,0.005898772552272405,119.98772394886868,0.015065574938311985,0.3506390702863904,6.7663274485700775,990.6441072001235,799.9894059732178,9.814576584446506e-05,7.0,2.4,11.4
1800,9.988707993077414,0.011395097182127407,0.0013427848023671437,2.0939194810697688e-05,999.9999998667763,8.586759857180814e-08,4.176114746198106e-16,9.004083728394193,291.2921567256014,120.00024979323932,0.004256072257092395,-3.7926053711617833e-06,9.910104239455265,0.060535177483262065,0.0005204792624678632,40.3707199322602,0.21157923806063866,26.083997909686595,3.9101729496950584,0.016085701767475116,0.003425327754202469,0.6370280462124438,0.708049977556178,1.0972859694467798,99.98869156617732,0.009827740238277281,119.98419801847885,0.01367788614646117,0.3579089368845571,9.768080914957894,987.942540746841,799.987240862777,0.0001240765708311588,7.0,2.4,11.4
