milliseconds,C,B,T
0,1.1438859011798228,208.00799572818127,10.0
100,1.1421141528463967,208.05380464027115,10.0
200,1.140508286289605,208.08986034058347,10.0
300,1.1382540419033345,208.13632034828856,10.0
400,1.1360565640238343,208.16712296296146,10.0
500,1.1331734133528568,208.20296947350596,10.0
600,1.1330303021972892,208.24908052830114,10.0
700,1.13052990762755,208.27051064059654,10.0
800,1.1289834562532066,208.32498307392999,10.0
900,1.1266519324452513,208.33323950379094,10.0
1000,1.1242058778530621,208.38287874518267,10.0
1100,1.1229742691191387,208.40673581016557,10.0
1200,1.121785256592074,208.43357443988336,10.0
1300,1.1196728829123266,208.47444054596536,10.0
1400,1.118977434541718,208.50974916207986,10.0
1500,1.1168384411904426,208.53081304146426,10.0
1600,1.1148553837162039,208.57893866456888,10.0
1700,1.113480313642562,208.58544847460735,10.0
1800,1.1131060564278528,208.63130353827805,10.0
1900,1.1107498949977412,208.6525643898731,10.0
2000,1.1091775070536218,208.68416971837325,10.0
2100,1.1087665946029288,208.70940040499318,10.0
2200,1.1073470010073871,208.71654964459432,10.0
2300,1.105817115573366,208.76778587642266,10.0
2400,1.1034334201690499,208.78310607919528,10.0
2500,1.1025097340595176,208.8200258877409,10.0
2600,1.1021226413883938,208.84319796177945,10.0
2700,1.0997852665253853,208.8345988787554,10.0
2800,1.0985069796038658,208.88831759549424,10.0
2900,1.0979501524427258,208.88375854313014,10.0
3000,1.096746586046531,208.9196894878593,10.0
3100,1.096123905750601,208.9386960504642,10.0
3200,1.0933180677512695,208.94006020826623,10.0
3300,1.0927621741160485,208.9632128056253,10.0
3400,1.092239995425062,208.99249744519335,10.0
3500,1.0909239783423348,209.00255416877087,10.0
3600,1.0899064992059282,209.0201235729842,10.0
3700,1.0887853062240442,209.05966543473843,10.0
3800,1.0870018304890128,209.0569581776679,10.0
3900,1.0876116072500468,209.0767103332094,10.0
4000,1.086298530173376,209.11000151782716,10.0
4100,1.0856110979475262,209.13116484597853,10.0
4200,1.0843697372569672,209.13148669974836,10.0
4300,1.0839205057652168,209.1618557272743,10.0
4400,1.082071688093607,209.1628150442814,10.0
4500,1.080422165453333,209.1710651755074,10.0
4600,1.0799171297492889,209.1991256741148,10.0
4700,1.0802568538576571,209.21190199459383,10.0
4800,1.0793757326034885,209.2185396405718,10.0
4900,1.0778114571350277,209.2431358713945,10.0
5000,1.0763296772857849,209.24589910564333,10.0
