milliseconds,C,B,T
0,1.1448113303858678,208.01823063134992,10.0
100,1.142315037266731,208.05597861850146,10.0
200,1.1408146818676081,208.07251072058386,10.0
300,1.1377249808165995,208.1175748401108,10.0
400,1.1363113705530015,208.15091972090096,10.0
500,1.1336840668147041,208.19104937956024,10.0
600,1.1328248254779965,208.24422873157383,10.0
700,1.1313464715339985,208.2746376697337,10.0
800,1.1283705553210797,208.3239104752643,10.0
900,1.1262966924324675,208.34117700188875,10.0
1000,1.1246872448159695,208.39046460388673,10.0
1100,1.1241079233558906,208.4095664811522,10.0
1200,1.1208657760707654,208.46147764657533,10.0
1300,1.1193785375950642,208.4886306665729,10.0
1400,1.1179561190746314,208.51988455074587,10.0
1500,1.116129678609239,208.5448572908189,10.0
1600,1.115794353160321,208.56861829233256,10.0
1700,1.1129825097048882,208.6103097772388,10.0
1800,1.1127719001184768,208.64084263803133,10.0
1900,1.110557484506047,208.66120981882025,10.0
2000,1.1100896834074487,208.69574512386933,10.0
2100,1.1070584801549244,208.69368828955078,10.0
2200,1.106253815536136,208.7325786956945,10.0
2300,1.105549661666718,208.75764019975608,10.0
2400,1.1031290795808646,208.78923216492402,10.0
2500,1.1034459168130646,208.78753787320332,10.0
2600,1.1006340533182912,208.82115560319016,10.0
2700,1.1010914220265307,208.83636053169457,10.0
2800,1.0984204937214135,208.8818630740558,10.0
2900,1.098560077339771,208.90825427804316,10.0
3000,1.0971755807935613,208.91905493493906,10.0
3100,1.095994823701881,208.9428143483833,10.0
3200,1.0935222639396915,208.95794586152414,10.0
3300,1.0932091874365812,208.97394049223809,10.0
3400,1.0917278299929745,208.9875841451646,10.0
3500,1.0913563386637901,209.00604107676858,10.0
3600,1.0898516871302382,209.03914146128943,10.0
3700,1.0891036016396212,209.05338898865958,10.0
3800,1.0868621261850555,209.06834918612762,10.0
3900,1.0866855667933828,209.07714925059537,10.0
4000,1.0848408087818444,209.09013959217896,10.0
4100,1.0842671518373763,209.10973529254662,10.0
4200,1.082926152796121,209.14412250610843,10.0
4300,1.083554772057295,209.13308880813355,10.0
4400,1.0825148993185587,209.15684753367793,10.0
4500,1.080653460990855,209.1803800132017,10.0
4600,1.0800015296180303,209.17814293085823,10.0
4700,1.0793915170797252,209.21345429777622,10.0
4800,1.0784051023234116,209.21478318156528,10.0
4900,1.0777041736039938,209.21367849150843,10.0
5000,1.0775708847353902,209.22446061669433,10.0
