miliseconds,RuBP,PGA,TP,Ru5P,Pi,ATP,ADP
0,2.0029971527146366,2.4182658722624386,0.5005504025970894,0.0480051518295273,4.996442993196174,0.6778933536258117,0.8237793501524915
100,1.8965467750371212,2.541711290856749,0.44556773233658886,0.16259310638080632,4.849892736691523,0.8987523594084841,0.6026690029394692
200,1.829225303160761,2.6332525851242004,0.427809461976401,0.229201946728936,4.665598955892924,1.0220695213051398,0.4760869415009056
300,1.7917097176562555,2.6775548743519986,0.427366436326966,0.27225700926071406,4.591025859859296,1.1050847990516441,0.39765265507294795
400,1.7738682080320187,2.7611882057000576,0.43081471239444047,0.29867168826434964,4.503509958526122,1.1402795283311637,0.3533482771601316
500,1.7591964974576562,2.760094384389926,0.43501077204133287,0.32185725985410196,4.418222441643617,1.1638822111193192,0.3330851128668083
600,1.7522195829735057,2.883382942143302,0.43960251634207564,0.3343050289039373,4.3302913062821435,1.177330983271678,0.3222649304070064
700,1.7496619980441608,2.89229134712317,0.44297310261927675,0.3460162431386755,4.289346420619277,1.181193366264505,0.31686241576271285
800,1.7558610025849555,2.9584862661641624,0.44544149258397925,0.3537487765050329,4.189459321297306,1.1755253908025842,0.32157238633782836
900,1.757321501212153,3.041685305811318,0.4486064594373527,0.35847393373100817,4.157417485692825,1.1699172902611188,0.33516214367815306
1000,1.7626039635252186,3.0598728527357704,0.4486569691553512,0.3636598261121768,4.065833160236624,1.1625420778947455,0.3401526039751232
1100,1.7710169533876488,3.1012664201398863,0.44920673799114114,0.36696384004701094,3.987656910718195,1.1595386581645941,0.341434630667215
1200,1.7766749156027128,3.141070856695498,0.4496397001222034,0.36863761336701667,3.984732614930218,1.144161470217087,0.35608244515164506
1300,1.787472274540439,3.2113728895416522,0.45057037583436427,0.37093114882283834,3.8808300987500046,1.1351328096252262,0.36216783463742164
1400,1.7944335634063393,3.2840890080683014,0.45018474433843386,0.370332468496803,3.8428884552098403,1.1269791225168775,0.3658860609811621
