miliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
0,-4.1296157367836744e-05,1.4080120122036415e-05,8.305161046959232e-06,1.2496784961303777e-05,-4.324671831363164e-06,-1.0963996281493216e-07,7.054916546550777e-06,4.483540674217571e-20,4.3304242570236995e-19,-8.844669069958846e-18,-6.350660219251876e-19,6.365807424306514e-19,3.0449893576474477e-06,0.0,-3.587839674400846e-18,-5.296910988427631e-18,5.581184779477824e-06,0.0,-1.0631078373713204e-06,1.2057585935809121e-06,1.812956679505089e-20,0.0,-0.00011865908843182316,-1.6339003308324043e-06,0.0,-6.536980676867722e-08,6.915004724137237e-06,-2.463585324058132e-19,-5.094535266385627e-19,-3.103835272810419e-18,0.0,0.0,0.0,0.0,2.4968126298576784e-19,-2.0879117592165976e-07,-2.1012251801979212e-21,0.0,0.0,0.0,-5.67976061845938e-19,-5.801523961121165e-06,1.9999999999988954e-06,6.700592225110427e-07,3.122991839883354e-19,0.00016763378660711008,1.7130046195862423e-07,3.819481534993381e-20,1.6576986475555564e-18,7.333347687535148e-21,2.6060519770322035e-07,6.56888899154158e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2.5398963193958314e-05,-2.87461921828272e-06,6.797324757815239e-06,5.826700146677812e-06,-4.019774861410534e-06,8.057356477062732e-09,-3.2768816838139265e-05,-1.8184618672332626e-19,1.8564421501463517e-19,-1.3016418657171316e-17,4.485780020140321e-19,-4.1113081299501268e-19,6.596749944323967e-06,0.0,-1.268162749339504e-17,7.954372593075277e-19,7.830341386135426e-06,0.0,-7.372053709837988e-07,-6.995348172225231e-07,1.8917481162077638e-20,0.0,-0.00012463141568753948,6.283386818321124e-06,0.0,9.275357006873885e-07,-6.103720728847587e-06,-1.663503763173072e-19,3.29251466597198e-20,-5.6800377385864926e-18,0.0,0.0,0.0,0.0,5.935242480976652e-20,9.1043424319094e-07,1.8067765155921837e-19,0.0,0.0,0.0,4.2650013235282077e-19,-7.348075730344474e-07,2.000000000000218e-06,-1.080136825148497e-06,3.772936716428925e-19,-0.0002810456317603952,-2.456041894714123e-07,-4.166584387175441e-20,7.973136706795267e-19,-7.805404424893238e-21,-4.348865210361418e-08,-1.7104264606363187e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1.1482345673677905e-05,-2.7448689596139595e-06,-1.128491044097612e-06,6.538337611648193e-05,-3.0838929153048366e-06,2.927705636771791e-07,-1.385151598492038e-05,-2.4050359973275165e-19,-8.5072791423161e-20,-2.3280372125833136e-18,-5.703911784547419e-19,-1.8842924304346717e-19,3.997923162241823e-06,0.0,1.1614857709990762e-17,7.318693676750398e-18,-2.5387077417003933e-06,0.0,-3.258593371005402e-06,-9.203665553683365e-08,-1.5634285651727024e-20,0.0,0.00010309392676422637,-2.513808128643344e-06,0.0,4.7494593883816164e-07,7.89841553621326e-06,-3.2361833289025565e-19,-4.6787665227751e-19,4.314192755426933e-18,0.0,0.0,0.0,0.0,-2.0291098055446002e-19,2.5274438838923558e-06,5.955595150628084e-20,0.0,0.0,0.0,9.920857491407689e-20,7.2947410529001335e-06,2.0000000000040525e-06,-2.1710511806975405e-07,3.5334183872038173e-19,-1.566782419917002e-05,-1.454533263793194e-08,-4.763451589674241e-20,6.0069595714772e-20,1.0132225087122941e-20,-1.8579385562585518e-07,-1.181811009098773e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,5.477710308962925e-05,-1.0328355344195522e-05,2.0957800964073357e-06,-1.0799534083650043e-05,1.4605175309430961e-06,2.160419477211225e-07,3.67248380155365e-05,8.48628067957568e-20,-9.926998464854665e-20,4.398467078393632e-18,-3.479979794095087e-20,4.758849000379592e-19,7.919495433761235e-07,0.0,1.2784075431035709e-17,-6.314759427710983e-18,8.896847221636678e-06,0.0,2.721237684359294e-06,1.038213955319764e-06,-1.1620806208623601e-20,0.0,4.203632572846132e-05,-4.092688650289759e-08,0.0,8.85471925962233e-07,6.2342174785837044e-06,4.475065952082172e-19,-6.031361456904706e-19,8.300415982620062e-18,0.0,0.0,0.0,0.0,-5.550107533066014e-21,-1.88302883399254e-06,-2.711354741491859e-20,0.0,0.0,0.0,-5.510245523339736e-19,-3.2097870713892684e-06,1.9999999999997094e-06,1.461125429318432e-06,-5.211398321806077e-19,0.00020934714057994208,2.4143270889914966e-07,2.2992731562747903e-20,-4.0472309023843854e-18,-7.566349512031748e-21,1.1086496061392185e-07,3.7826785854985237e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,7.866064681285804e-05,-1.8209953223134925e-07,5.6213067957993e-06,-4.9152749812339184e-05,-2.3456392425782748e-06,1.5725663890107958e-07,1.7179529249322366e-05,-1.4435578428895146e-19,-1.684861727614097e-20,1.3838214378289866e-17,-1.944952513499749e-19,-4.649042619067794e-19,-6.990642861615579e-06,0.0,-1.1226682005722936e-17,7.259640151812346e-18,6.130591153809728e-06,0.0,2.891127792685593e-07,-1.4245421150637662e-06,1.6536034498621525e-20,0.0,0.00010207979990451376,5.47025786087611e-06,0.0,5.445732398240847e-07,-1.1811132365287935e-06,-5.958520532323884e-19,8.226725324053566e-20,-4.660840391621373e-18,0.0,0.0,0.0,0.0,-1.90088548156974e-19,1.536431282880387e-06,6.481078384850213e-20,0.0,0.0,0.0,-5.822621962914094e-19,-4.70500784330438e-06,2.0000000000031746e-06,-1.2884511295959712e-06,-1.276399427702214e-19,-0.00022920854882654457,2.3817588400405262e-08,-2.3915393326600703e-20,2.6490598540637022e-18,1.800665303677736e-20,-2.8340523569579317e-08,2.946629569486169e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,-5.6715006529714074e-05,-1.3745924771460795e-05,5.3365872677215635e-08,2.1009034470289153e-05,-4.401393562774371e-06,-5.385125306880224e-08,-9.344303497225506e-06,-1.0282106452588305e-19,4.320054839553443e-19,1.5225053769765008e-17,1.0219045721747397e-18,-6.68387938987108e-20,-3.850282556928862e-06,0.0,8.512024359661653e-18,8.61718260425664e-18,-1.072560134756412e-05,0.0,9.7511858975595e-07,-7.02983277539342e-07,1.4369531764626166e-20,0.0,-2.8587463571235854e-05,-7.940237219803763e-06,0.0,-1.1154907808772087e-06,6.72888290874084e-07,6.244932897581158e-19,3.188024554200028e-19,3.6506191578828346e-18,0.0,0.0,0.0,0.0,-2.1620013663284963e-19,1.9855349461081757e-06,1.4272167287245114e-19,0.0,0.0,0.0,1.8328870865994564e-19,6.189739735799658e-06,1.9999999999964356e-06,-1.4531225700749256e-06,-1.8109701909021326e-19,0.00029771474679775577,8.930999069288e-08,3.9789305031391205e-20,1.3674924090353896e-18,-8.074869931310383e-21,2.3573678135493027e-07,3.7224343392736275e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,2.4450673086286503e-05,-1.1875485043437668e-05,-1.8111613198832272e-07,1.6346031038833303e-05,-1.938402212151825e-06,-6.668498597907174e-09,-1.5658544850422007e-05,1.3924198615896757e-19,-4.692874955536354e-19,3.753639850587463e-18,1.1457044894718786e-18,-1.7386527443754299e-19,4.912355952838038e-06,0.0,1.0667402702823454e-17,7.031406775666527e-18,-1.7153881926016723e-06,0.0,2.6356618846256095e-06,1.373252963663198e-06,1.4174771526123734e-20,0.0,-8.55811297883003e-05,-4.478887370560963e-06,0.0,-2.1704457228079913e-07,6.11393144430835e-06,3.4201094181596336e-19,-1.1412932732505844e-19,-3.7457711902447335e-18,0.0,0.0,0.0,0.0,-1.7010706304218225e-19,-1.8588862688200698e-06,-1.0566621466487243e-19,0.0,0.0,0.0,-5.13135587846162e-19,-5.95028675851522e-06,1.9999999999985638e-06,1.4086471058891591e-06,3.7719289090403685e-19,3.853644741876928e-05,-2.4697782222983227e-07,-1.5539483414255262e-20,2.1208593883141575e-18,6.171922983119931e-22,1.4248398198355722e-07,2.671551077431243e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,-6.345057805009237e-05,8.663031771899825e-06,5.567881838872466e-06,-5.391370942972221e-06,-2.3932318751987083e-06,-2.4622829797506025e-07,2.305328692261347e-05,-1.7156204038367205e-19,-3.906013105310305e-19,-9.781021603062778e-18,4.381643585081028e-19,3.1447349973294315e-21,-2.7998388053945767e-06,0.0,5.537251980126797e-18,7.324631844305759e-18,1.0023123883000428e-05,0.0,4.747396004967669e-06,5.175856335977694e-07,1.0217096797773726e-20,0.0,6.34393042496891e-05,-3.4038032631961614e-06,0.0,1.1999063307534194e-07,7.383879986541327e-06,2.9067699568868664e-19,4.237660011996145e-19,4.9003129940014846e-18,0.0,0.0,0.0,0.0,1.7567964598208017e-19,-5.32373812679061e-07,1.779952475199746e-19,0.0,0.0,0.0,3.163178978756001e-19,-3.850404373080973e-06,2.0000000000012023e-06,-6.394089853895334e-07,2.4202016381130176e-19,0.00024610120015891877,-8.504924539781139e-08,3.455847066158216e-20,4.6800558010349515e-19,-1.1771936964044473e-20,-2.841650226585834e-07,-8.407007519782052e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,-6.459889819013615e-05,8.247877269984545e-06,-3.997463663381374e-06,7.792743753483932e-06,-1.5466617910442856e-06,-2.859878203853019e-07,6.150431219052586e-06,-8.771219362382371e-20,2.79911568998649e-19,-6.5251765346971614e-18,1.0996240564067194e-18,-4.90405067184251e-19,4.14052037523694e-06,0.0,-6.735864560505561e-18,5.12072651489876e-18,5.272933025435807e-06,0.0,3.0650713717425486e-06,-1.5669476057947073e-06,-1.1554356056530975e-20,0.0,2.5182468842073797e-05,-4.022231909349662e-06,0.0,-9.888358474443576e-07,1.3782187429835626e-06,-3.038564536443586e-19,-5.950610847396911e-19,3.218521473951929e-18,0.0,0.0,0.0,0.0,9.675373078534357e-22,-1.4877728324505213e-06,-5.796024582591557e-20,0.0,0.0,0.0,-4.528207919356479e-19,2.3166318467870034e-06,2.000000000000236e-06,-1.05139804997099e-07,-5.29448847601538e-19,0.00025451630333883846,8.803786815545933e-08,-6.703257709383445e-20,4.139633368608764e-18,-1.1112959886094112e-20,-7.813131592215663e-08,-6.210820166269982e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,-6.8963828202405e-06,-5.772046206707319e-07,-2.7342584648876426e-06,-1.4666543895363761e-05,1.4049386443367203e-06,-5.213414122853699e-07,2.420784804858025e-05,1.4493486328610534e-19,-7.948361099653429e-20,1.1395582741619328e-17,1.7653608315369524e-19,7.198860387282211e-20,6.29449659021016e-06,0.0,-9.451956838695459e-19,7.004430656242377e-18,-3.6494692219813093e-06,0.0,-6.058070336030239e-07,-3.6430217382424913e-07,1.4521336400795694e-20,0.0,6.398771756807017e-05,4.147922123445197e-07,0.0,8.459034129876191e-07,-3.5234163377220696e-06,5.846100607688437e-19,-8.099185275878576e-20,4.144005013696197e-18,0.0,0.0,0.0,0.0,-2.2610656429449685e-19,2.5887023718110545e-06,5.759949230495272e-20,0.0,0.0,0.0,-5.997309489261684e-19,-4.5002884736335835e-07,1.999999999997331e-06,2.155268601401323e-06,1.1693513130877218e-19,0.00021833111335517352,2.338270025527612e-07,3.853278746277876e-20,-7.482825119933454e-19,1.8808115282920363e-20,-2.417803147732376e-07,1.6487842853946007e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
