milliseconds,PC3,XIAP,C9,PC9,C3,C9P,XIAP_C3,XIAP_C9,XIAP_C9_C3,XIAP_p2frag,XIAP_p2frag_C3,BIR12,BIR12_C3,BIR3R,BIR3R_C9,BIR3R_p2frag,XIAP_2SMAC,BIR12_SMAC,BIR3R_SMAC,SMAC,APAF1,XIAP_p2frag_2SMAC,Substrate,ClvgPrds,SMAC_mito,CytC_mit,CytC_cell
0,0.1199911921371865,0.06307733472930441,-8.844721171183647e-06,0.029745133499570888,-2.714645667561341e-06,-1.7175951468172179e-06,-3.5648853743670054e-05,-0.0002571200373825404,2.1593699764222206e-05,-9.550921287779364e-08,3.8304344329173356e-08,5.4557461492212574e-06,5.403970072637961e-07,8.54604077954091e-07,-8.639635227110956e-07,1.1523135982048932e-08,5.8094117135018105e-05,-4.09753070986443e-09,4.240814514483018e-08,-0.00025906838372644124,3.3722622201926193,9.117742176624087e-10,0.9999106317134003,9.157212284316364e-05,0.12645268374539326,10.013833415307136,-0.10110025374282398
100,0.11996130902699254,0.06261031890745637,0.0005613580109956292,0.029250948333685342,2.0664569805814288e-05,-2.6377793257964086e-07,-1.5409454537889923e-05,4.945324273392598e-05,-1.428976619406815e-05,2.9078216098511336e-07,9.422218532747252e-09,6.446093448622085e-06,6.451439797837791e-08,3.0602405374599384e-06,-1.6812041338237437e-06,7.976823933847188e-09,0.00019456418702595125,-3.457775060691188e-08,-1.2159836518260826e-08,0.001313594921819673,3.3709744636672,9.32303276792078e-10,1.0000362271478296,7.175940643555554e-05,0.1243975811388131,9.551215629643847,0.43607747347130976
200,0.11988456341029513,0.06233170607097465,0.0007687477070728083,0.02853868378459801,4.250850720855508e-05,-3.6681513438067686e-07,-3.98079759246e-06,0.0012341774074017885,1.670136810855583e-05,5.916368857404765e-07,-5.168152483164056e-08,4.638704583154636e-06,5.036324412904981e-07,7.0137458379646e-06,-2.808741996419946e-06,6.966276155690104e-09,-0.00018202287023267542,1.12330326280735e-08,1.8799753722580584e-08,0.0023094092177306774,3.3699397579461774,-1.3158906361545069e-09,0.9999427694821891,0.0001484272229163067,0.12329732486630093,9.239463140522483,1.0040210159596463
300,0.11985088599446687,0.06153766667235218,0.0008422874117892888,0.027529852961469956,5.155371580033064e-05,2.124999467802118e-06,9.854771104790608e-05,0.0015275948282322351,-2.068655180914321e-05,1.2014804541750968e-06,5.773508674347225e-08,4.055733461064254e-06,-4.2584184946815886e-07,7.646035713105976e-06,-9.420717615298491e-07,1.0211825505438348e-08,-0.00014464202802831014,-4.110721638591244e-09,-2.7392743059750826e-08,0.0034785228785244662,3.369384589092171,-7.114203933171781e-10,0.999790400845206,0.00019868875788500012,0.12278953735478815,8.774017669430007,1.3013984607731812
400,0.11982994264736428,0.05971524344480593,0.0008829343464702899,0.026855971352395258,6.118156097322338e-05,3.1409896442615915e-07,9.97257365986442e-05,0.0023154919657346934,-8.43306476495104e-06,4.7404236773773487e-07,-4.7924373451741725e-08,1.1458184382135054e-05,3.9424431907596034e-07,1.2015039784440515e-05,2.5173222479545807e-06,-1.1945089298343312e-08,-4.8106954749212364e-05,2.508195775536852e-08,-4.596688396617392e-08,0.004810660507610636,3.3688774211798984,-4.3723237828507137e-10,0.9999210181831727,0.00026626190953841426,0.12126076763434465,8.440910929128021,1.5742451054274926
500,0.11977310444783729,0.059634394885983724,0.0008881798274521169,0.02607568314150847,6.425427579172808e-05,-1.2715919473676902e-06,0.0001719426169467543,0.0032879767057806086,-8.971180680960657e-06,1.5626489618842415e-06,4.721529541821191e-08,2.232359454949495e-05,4.955795512490046e-07,1.094041858337036e-05,-1.951671051734977e-06,-3.6699093776162333e-09,0.0002923373337119741,-3.2326551316731865e-08,-4.4922848455364796e-08,0.0059634777385997075,3.3677405159866836,-1.7901993243915291e-09,0.9998205818860251,0.0003405204060412463,0.12000391875418541,7.989195742132308,1.99040912123079
600,0.11971995322550903,0.058906200306003596,0.0008837331745320414,0.024747040335441263,6.804020212854965e-05,1.0783777161071469e-06,0.00021344754374457973,0.0037776231070747227,4.3988718959176346e-06,1.979772760681711e-07,-8.261424163490255e-08,2.3468338308047496e-05,-3.840187829279326e-07,1.9578203026525267e-05,4.3487875021637113e-07,-1.1470755492045466e-08,0.0002344916294451875,5.892109768728645e-08,4.3239656618399126e-08,0.006526648838247684,3.367315050329702,1.6546996821464332e-10,0.9996268608685969,0.0003524771743155913,0.1180690251313715,7.5492353865071715,2.3104611483105297
700,0.11960240783861428,0.056956191942589746,0.0008958726711975406,0.024177541588668864,6.824771621000952e-05,2.602703299688613e-06,0.0002642078002762882,0.004698015822371664,2.507606046325489e-05,1.5599269792835005e-06,1.3520549018243875e-07,1.8787669388500807e-05,1.0840464461557094e-07,1.9388581009333467e-05,3.0229214399938355e-06,-6.93011658199094e-09,0.0005179330196863141,-8.007494180411862e-09,-2.8323896320377718e-08,0.007551309117506148,3.3665130964109506,-1.4889523123356107e-09,0.9995450408757504,0.0004377975937711667,0.11701293955107532,7.322600803914906,2.7470982875906746
800,0.11954330911130631,0.05665933194580416,0.0008940873440098024,0.023398886997813652,7.618910159998657e-05,2.989045408139061e-06,0.0003291266126292825,0.005230302521120264,4.4179566990272514e-05,2.7251046524155327e-06,-7.251853628821187e-09,2.6643368426678074e-05,3.486899779123759e-07,2.3822202086007342e-05,2.868897113355983e-06,-1.210559334752664e-09,0.0003866368488588519,1.4459634265548383e-08,4.741506091715236e-08,0.008687822401543286,3.365520503676858,6.17916626303611e-10,0.9996197575649383,0.00041416713660866417,0.11668939254080249,6.786217690245127,3.085169194361096
900,0.11943247814870214,0.05586573313626226,0.0008885056490895459,0.023213970986520033,7.387141222028473e-05,3.670308782529651e-06,0.00044012412988309946,0.005894019694078442,5.159250075925486e-05,2.1696999241456193e-06,-3.398751356485058e-08,4.072154945473457e-05,-3.696576023308787e-08,2.8426260627832774e-05,3.8180065222926375e-06,-6.7501080316644165e-09,0.0005375020969027243,3.467949473773189e-08,2.894469123378778e-08,0.009088223619626893,3.36488815761713,2.000574090197119e-09,0.999408362829746,0.0006599788109428973,0.11457647776319894,6.523673078934067,3.2990823199271477
1000,0.11934137147962283,0.05519452482807778,0.0008950910719484989,0.02204113841411214,8.181896723554747e-05,4.108500497591806e-06,0.0004252038951668613,0.006587521653010642,7.836239159248812e-05,9.281474267633975e-07,-1.0914063374821504e-08,4.963751075375474e-05,4.51576552123726e-07,3.394175016101036e-05,5.602847465947766e-06,9.316696081076511e-10,0.0009409730880525375,1.1666832167436493e-07,3.221462470366949e-08,0.009831578353452483,3.3640846506462796,-8.126658927209786e-10,0.9993764077017023,0.0006129442090272199,0.11470394435660435,6.175569856364564,3.769221488503472
1100,0.11932782527563869,0.05423434608947014,0.0009160202337536929,0.021291918491884415,7.820935440218635e-05,2.6591948599505382e-06,0.000508205911915618,0.007217772362506082,5.076952603350562e-05,2.382838623308291e-06,9.32026462692505e-08,4.405636369471321e-05,9.744195286611283e-07,4.359651655568352e-05,2.900967778242532e-06,6.070366870746219e-10,0.0013879088762728013,1.203185437828356e-07,7.360157393320779e-08,0.010444455365146295,3.36338934517229,4.5258951423559505e-10,0.9992305979889053,0.0008871658871988713,0.11275384599867787,5.94944726601911,3.9585413415561894
1200,0.11926751584889508,0.052728675708780544,0.000909044742865607,0.02104565242406459,8.530335860858737e-05,3.3183090279256985e-06,0.0005640991490066568,0.007819607673283312,8.780948460430983e-05,4.363035423378624e-06,1.0388418874031114e-07,4.824091358670104e-05,1.3896036854788037e-07,4.426193288768768e-05,6.206373521939612e-06,1.7190156114098005e-08,0.0012877356303942853,1.6739157172931178e-07,8.784966332158799e-08,0.010941659553975283,3.3630875755154883,1.8645349696689317e-09,0.9991462691776878,0.0009392911985085392,0.11176643091724614,5.633525142521592,4.371511217861025
1300,0.11919419953779738,0.05193879943680114,0.0009169958938765096,0.02055430249103845,8.85095056690147e-05,5.818717424659525e-06,0.0006283644261172791,0.008641968713437647,9.395552138976524e-05,3.0773250317585566e-06,-9.111336591894404e-08,6.292987892245215e-05,2.873888110260527e-07,4.802320852822717e-05,9.380344903991476e-06,1.5888940371957967e-08,0.0015976867469777772,1.6339336075015545e-07,1.3954550411937357e-07,0.011761318988285219,3.3625612173951014,3.49720135087391e-09,0.998953032357479,0.0008696860031177378,0.11019899903639088,5.509226595265414,4.492232368908568
1400,0.11918795440454652,0.0505791367491588,0.0009268619953902494,0.01961245006839373,9.008096825316562e-05,7.556717618102256e-06,0.0006649939812249911,0.00883753141454128,0.00013541749081078013,6.4300697088055515e-06,8.922894530189744e-09,6.523158891668363e-05,7.401725979768865e-07,5.201225473741288e-05,1.3016115022953261e-05,1.368488854926013e-08,0.002241694317210611,1.369117546479198e-07,1.3465018809155552e-07,0.012322104756988415,3.3615113964149064,3.5578835062565307e-09,0.998821026521581,0.000992536326425949,0.11008401422570181,5.337410777709485,4.868039799572242
