milliseconds,O,I1,I2,c,T
0,-1.6850583089635372e-06,5.04510891351443e-07,0.9987891192160537,-0.00295151941683022,-0.11324118330584565
100,8.292000030943333e-07,-2.7100427321620375e-07,0.9993885346140605,0.005153715812754978,0.16139447539326587
200,9.397555209522664e-07,3.10867202209299e-07,0.9973890844767204,0.0065044513613244015,0.227014774039998
300,-3.3017569532609026e-06,1.691403508394754e-07,0.9954494212826331,0.010601322336394412,0.38137011898176576
400,-2.381526922407588e-07,9.549068761791281e-07,0.9917339812767905,0.00989966304880745,0.43595846640091945
500,1.6830022606913175e-06,-6.610499174735108e-07,0.9927610971584673,0.015602966958956535,0.5118570698247944
600,2.6344703455324176e-06,3.2796411880390064e-07,0.9905790825638432,0.017979938628152524,0.5200983426766934
700,3.137746417215583e-06,1.3352309338101862e-07,0.984184324145106,0.014373777661090721,0.7695543694766608
800,-6.683520156421531e-07,-1.8954731783334924e-07,0.9862446889710925,0.02237138022445355,0.7799840841890349
900,-7.37044495244339e-07,4.82563882506974e-07,0.9806373861411684,0.02160375426015645,0.7795706851662926
1000,-9.388796630439203e-07,-2.6050376336370835e-07,0.9791444106136675,0.02760254135329801,1.0516902760458418
1100,-3.1170979809768798e-06,1.0857361494327318e-07,0.9762709765228323,0.02589136297367057,1.2093879089691175
1200,-1.0426148602077466e-06,-6.486987099352884e-07,0.9783435063205138,0.03172562958587385,1.1564035386587723
1300,-3.0250257712549313e-06,7.75810272568107e-07,0.9755677195754501,0.03414412917341779,1.192661877120822
1400,-2.4251545785914046e-06,-2.716973003464872e-07,0.9749955232358546,0.036510814623791764,1.453455447078788
1500,-2.0917746659183687e-06,8.19723880671373e-08,0.9701889369140594,0.03667427175708462,1.626088997499814
1600,1.7905845620293835e-06,3.0167132559626886e-07,0.9677813637019853,0.039934190574429825,1.7164710310385385
1700,9.434336684329236e-07,7.06017565836557e-08,0.9647354980467605,0.04046121129472835,1.606957219449443
1800,-8.792645034928945e-07,-7.17069574032194e-07,0.9620142200710381,0.044137604862668614,1.6530202396665252
1900,7.254531064354677e-07,-2.927815291743296e-07,0.9599559431935105,0.04352890489262275,1.8808749371157962
2000,1.6696713536186003e-06,-5.808489664708923e-08,0.9626602777736794,0.051318020181967114,2.0252000110660724
2100,1.4810915641962486e-06,7.255720944147054e-07,0.9580258412381378,0.04814932507705904,1.9727315956832454
2200,1.576367629106329e-06,8.863278697501581e-07,0.9580885340633184,0.05309783021299739,2.123183334038793
2300,-7.537618990809847e-07,-8.323776261210463e-08,0.9566475927484313,0.058953249435926246,2.248980619353918
2400,-9.553911307593659e-08,6.024507908903288e-07,0.9519879342650958,0.05651633795683083,2.278208215611303
2500,2.34887812682052e-07,3.131973135789885e-07,0.9527736247373524,0.06288847579550302,2.525596951392289
2600,4.164329342463377e-06,8.638724466073115e-08,0.9517478942324616,0.06391257500872763,2.5752599936848455
2700,7.419663802556222e-06,1.0175626782434838e-06,0.9468895493154429,0.06499014809971718,2.58991401621647
2800,4.642346373817031e-06,1.4916118961356835e-06,0.9444114100075813,0.07006697163230348,2.8233480258604398
2900,6.089436895916206e-06,2.268081075115445e-06,0.9437812041448737,0.06821689351785654,3.0212682145891576
3000,8.662956644557973e-06,1.6041099854719464e-06,0.9397164920043062,0.06896059728125886,2.8846856377879337
3100,9.125354714091468e-06,2.405683491294362e-06,0.9405696948340515,0.07531116460757918,3.051241983060701
3200,1.0957037732924614e-05,3.4540706275131935e-06,0.9395525175081554,0.07246884379008478,3.2625524783356448
3300,1.3171087090748868e-05,4.104211595556247e-06,0.9387540127498675,0.0776008702392214,3.2027121647563357
3400,1.5783093400382434e-05,3.848958595722102e-06,0.9344384041629711,0.08179885380075884,3.3814598212089404
3500,2.0933096958712287e-05,3.976888754194984e-06,0.9311160628068365,0.08267302009999522,3.5620713218071116
3600,2.4897828829287137e-05,4.9168756710925306e-06,0.9300179311666869,0.08293269736052518,3.697681340202922
3700,2.9670187591635817e-05,5.987536864708031e-06,0.9275582071780858,0.08558964176568583,3.678182303605271
3800,3.376723456344312e-05,6.869360778421907e-06,0.9279916531045818,0.0877553567971407,3.734611973483343
3900,3.934801470427487e-05,8.040001914242218e-06,0.9223225744679417,0.08858904186870792,3.974316500143124
4000,3.891151184681514e-05,9.674024788985767e-06,0.9204845327787583,0.09089284459111176,4.0585858662349406
4100,4.4293464639556964e-05,1.2423430176011057e-05,0.9189104875246354,0.0914690151055366,4.038420902188207
4200,5.208036935295147e-05,1.3708657506235003e-05,0.9185131229913094,0.09844537808507794,4.346838228827711
4300,5.921455179072761e-05,1.4792639601282175e-05,0.915450404405702,0.09994247347859395,4.184611079792104
4400,6.854174639153647e-05,1.7006594083313667e-05,0.9151750088506396,0.09804798493830973,4.4577472113559065
4500,7.409947059593772e-05,1.9701141371253195e-05,0.9142300736246411,0.10215373241912491,4.544505021917735
4600,8.334098632567247e-05,2.2232925913601114e-05,0.9096625397629304,0.10171629832863932,4.493511274051584
4700,9.252955501720496e-05,2.6188381041750135e-05,0.9078180128695466,0.1070141976546598,4.821023285491735
4800,0.00010300518032348667,2.9764646507165774e-05,0.9089801939946114,0.10761103620539637,4.832711651706149
4900,0.0001144943066392202,3.3580483255987677e-05,0.9083460259541877,0.10528948241557337,5.008951328650244
5000,0.00012481517381557507,3.760741372698418e-05,0.9032725520517961,0.11183167294854975,5.125236318386512
