milliseconds,O,I1,I2,c,T
0,-1.083535422612166e-06,-2.403720174982408e-07,0.9978782186347819,-0.002111428144535066,-0.09992566951630162
100,2.939689683051597e-06,-9.067001911974053e-07,0.9962110144598275,0.0006634447210135952,0.12834359476406634
200,-3.009716318843472e-06,6.324018642847e-07,0.9972327671922607,0.007997175243199532,0.19861124631452326
300,-8.651463700316527e-07,2.5192679543535114e-07,0.9966339004957842,0.007935537004709824,0.224032295530125
400,8.788092250723844e-08,-5.16401526472494e-07,0.9922238652611418,0.009620779783934205,0.3200019571301787
500,1.3610795034770268e-06,4.0165842443326245e-07,0.992686818129772,0.00984120605813686,0.60386314329522
600,-6.381793532284492e-07,8.269555334499583e-07,0.9858209091770611,0.0166294474009123,0.587959832584377
700,-1.6915580949087309e-06,-2.8218769874096137e-07,0.9879241111134237,0.01816737346667825,0.8140777075888322
800,4.098832234244502e-07,-6.104394724575474e-07,0.9825037253185911,0.02321388596112047,0.844073562132711
900,2.5506568746388043e-06,2.7089465156735855e-07,0.9820964815266362,0.023996757126148387,0.8092802834416106
1000,1.9582340295966503e-06,4.6329476045840764e-07,0.9821514962545305,0.025554685101993574,0.9804742977202036
1100,7.223892809077109e-07,-3.7083658960577813e-07,0.9788541509938034,0.024277838140084364,1.151520233037874
1200,3.3576755875943123e-06,-8.261361522839503e-07,0.9745610817943159,0.029701759816410624,1.324371177103876
1300,1.3580719401106763e-06,-7.677973826648182e-07,0.9724852200890404,0.03180920496847836,1.247099974859377
1400,-9.598902586639895e-07,1.1062386187656796e-07,0.9695651172116589,0.03404973396940049,1.2594975840427072
1500,-1.749767883972265e-06,-8.015930056401685e-08,0.9712744360439146,0.03983077045784489,1.480910882096171
1600,2.587658038888973e-06,-4.4006131855985183e-07,0.9663208305114455,0.041528728571661865,1.6392462445570763
1700,3.075659089963375e-06,5.517997469231071e-07,0.9689209199819669,0.04043442590203344,1.7556872213518293
1800,2.533993642617624e-06,9.619514208082793e-07,0.9667578756813766,0.04279778610333733,1.7738076878037012
1900,1.0548431936005228e-06,3.9956904048930275e-07,0.9648420296556687,0.0467281742525039,1.8898196864468417
2000,-4.834639570321275e-07,6.99602122563376e-08,0.9607540883842637,0.04808726303046478,2.138382116655389
2100,-1.7043165160252796e-06,1.0644724999962778e-07,0.9585119112322569,0.054255153330074746,1.956334428954862
2200,9.296804736230294e-07,-5.476386842566175e-07,0.9547748406130357,0.05308138285207485,2.231865766745623
2300,3.041344572862943e-06,1.01471012885885e-06,0.9536029207330401,0.05398207144644142,2.292632288669976
2400,4.17353593478756e-06,2.4004700177955334e-07,0.9539789096533686,0.058484800370915066,2.2690404279081013
2500,1.4950624986036308e-06,8.623340252634215e-07,0.9501907758948523,0.05915502339978088,2.39187818663889
2600,4.52909234302688e-06,2.0544897310784197e-07,0.94850210305564,0.06239143534969742,2.5934406172142173
2700,3.8164129394570285e-06,7.602822522338121e-07,0.9496139955512795,0.06279638972376975,2.7883688799970767
2800,6.668546747422718e-06,1.1112693795363206e-06,0.9436997807020556,0.06818691647089711,2.7761704861034198
2900,5.066684329965029e-06,5.560997747943474e-07,0.9458686379556235,0.06914962762827787,2.8025924128719693
3000,1.0345508035534267e-05,2.304273701757271e-06,0.9435556858248126,0.07464804443057182,2.9488842352977747
3100,8.150878713767595e-06,2.166056775472625e-06,0.9412780837852444,0.07265313066583033,3.1939651080605778
3200,1.2641262190512785e-05,3.274496175731189e-06,0.93709647889691,0.07243542623045089,3.268994550745392
3300,1.5891137605157677e-05,3.278512165056184e-06,0.9372222531835975,0.07547995699569934,3.214220769336071
3400,1.618069980963968e-05,4.652906504748747e-06,0.9341480298176378,0.076592330386739,3.2941016220448103
3500,2.1957248779341593e-05,5.452331457345426e-06,0.9306067985958192,0.08117556591923357,3.6165409888226256
3600,2.402707687618698e-05,5.070472992960892e-06,0.9315590269286744,0.0813421290345548,3.4895701997523614
3700,3.0736873507033895e-05,5.641264529875634e-06,0.9298339204644858,0.08335771208964608,3.7144502304314932
3800,3.087431304597921e-05,7.909914111229306e-06,0.9295585286487474,0.0881450708912824,3.905372145911789
3900,3.652886363787548e-05,9.596297877566015e-06,0.9262160017826898,0.09306854953090288,4.024719387291369
4000,4.0379796916591345e-05,1.0081413719961067e-05,0.9252494780991513,0.08886832265843693,4.129488244225686
4100,4.9944194545428454e-05,1.1014474587435028e-05,0.9209914062821826,0.0906300376458679,3.981885212746532
4200,5.047041447868135e-05,1.3224812078208187e-05,0.9174645844324114,0.0971897626224414,4.268128627315491
4300,5.892482456906449e-05,1.539686239404618e-05,0.9203200255153805,0.09963358533441184,4.204446608660822
4400,6.52559882316751e-05,1.8534714506646807e-05,0.9147331697125013,0.09861355216373023,4.414168453091958
4500,7.373351126471567e-05,2.1054232826655947e-05,0.9152046993763365,0.09861289047226328,4.598916093135564
4600,8.140023365643037e-05,2.3313197945557737e-05,0.9109858637045587,0.10169531389306041,4.545011116440405
4700,9.465001748423239e-05,2.628004317211607e-05,0.9088367251377563,0.10577272222736879,4.591871453735928
4800,0.00010019528821182235,2.9915635905974566e-05,0.9084907199961892,0.10563536248805466,4.676319737435601
4900,0.00011493413566267363,3.224705538388861e-05,0.9069929941720287,0.10930988495732831,5.045649860504677
5000,0.00012260225591143031,3.799560824680284e-05,0.9075342464002548,0.1083848052838496,5.084987380749288
