milliseconds,O,I1,I2,c,T
0,-1.222990538456369e-06,5.662516298898588e-07,1.0005012761290806,-0.0009164410997773528,-0.022280873030161467
100,-1.1079071348587987e-06,-8.058383574205354e-07,0.995872009156921,0.004973315949892908,0.07022489444909738
200,-8.400022588603247e-08,7.05972599767299e-07,0.9983219196168059,0.0020429631643354216,0.14062423747485944
300,-1.0567308096969741e-06,6.885417761176825e-07,0.9923492478351731,0.008242479309502199,0.33410330631844765
400,9.434308660603173e-07,8.552238675762251e-07,0.9925983857159373,0.012596688304488336,0.5321694982811913
500,1.5797133619570799e-06,8.241449467250896e-07,0.9895916207275999,0.013466783200500128,0.3604707835822767
600,1.7188192256281564e-06,1.7819845543064566e-07,0.9900433124531335,0.014017660924253049,0.6538532323127859
700,4.764126772967751e-07,-6.253932966899352e-07,0.9884182398758528,0.015887061553039344,0.7275256384728066
800,-2.1050501519372638e-07,7.149542200863725e-08,0.9852968566671281,0.02045974864050209,0.9379871886047029
900,-3.00235132365587e-06,5.4570315658866454e-08,0.9820163070554115,0.02354538188544744,0.81000025352911
1000,-1.2214092434119346e-06,6.832096196691997e-07,0.9809830117568078,0.0233827068803408,1.06366556043484
1100,2.3789192758986625e-06,-3.652233445814113e-07,0.9792370715448826,0.028379591543322393,0.9530994253100591
1200,-1.2296100054532363e-07,-3.9141768002391375e-07,0.9734951195122932,0.03201317098498244,1.1977180338221765
1300,1.5518639075153803e-06,-2.769115661744383e-07,0.9723736995271896,0.029221306843691626,1.3602784231422584
1400,1.0256087290256492e-06,7.865019270254619e-07,0.9739661018026872,0.03135368309228821,1.371334752335741
1500,1.1490528538517159e-06,-2.8490335753759574e-07,0.971943170286005,0.03481263980006686,1.5762887148286153
1600,1.478005424020933e-06,4.218418786690399e-10,0.9701620845138336,0.037015545286905274,1.4863004277145089
1700,2.971772457003851e-06,1.580820749572037e-08,0.9677751431656495,0.04054153610980356,1.5824881855721955
1800,1.303576472875175e-06,-5.569013071951519e-07,0.9626227786130646,0.04303777841181858,1.7954807436389126
1900,8.206491261488427e-07,4.2808856303136096e-07,0.9644942695205168,0.04570663530120155,1.859090941237417
2000,-1.1056072243908994e-06,-3.134507427522613e-07,0.9600744866666991,0.0508301189432291,2.1026422580966018
2100,2.0668359043494655e-06,4.801309343563798e-07,0.9589728243141731,0.05435661668000868,2.1811814768422244
2200,9.183814929650428e-07,3.3532598627351416e-08,0.9547296258684718,0.05646753431149324,2.085725406676541
2300,4.392110770538981e-06,2.417651590654105e-07,0.9563481761947802,0.0539589014573111,2.229971856171622
2400,3.660608406864331e-06,1.7835349031136477e-08,0.9532228270542658,0.05596478635882276,2.364268167749608
2500,5.360193248591975e-06,1.263165054191389e-06,0.9532358641450823,0.06325675944299085,2.634142753179351
2600,4.228833034857537e-06,5.796452621247297e-07,0.9505459960817527,0.059782758071711024,2.59226904347926
2700,4.5411297257377265e-06,1.3021861498240066e-06,0.9488357162538249,0.06790585511150106,2.7918779855166345
2800,6.411746543761102e-06,1.6001775118159394e-06,0.946226456727576,0.06476844207398136,2.9428037186734697
2900,5.559089901754786e-06,2.1521937138874414e-06,0.9427012895341675,0.07088292569012931,2.8104180541980837
3000,1.0540261647077291e-05,2.363401698996234e-06,0.9437064261987368,0.07353251109971903,2.8547487865440697
3100,1.1847561704289545e-05,2.3562619654778776e-06,0.9401666501152082,0.0744382794783854,3.16940867146047
3200,1.2525084389004182e-05,2.949410771379274e-06,0.9390348045324405,0.07548185161356316,3.1477215204887266
3300,1.3687952680215779e-05,4.132057971768715e-06,0.9369076250813334,0.07627270030972216,3.2047588549992914
3400,1.6840403786184957e-05,4.078193552123967e-06,0.9329370120380519,0.07875616712128831,3.537471759134428
3500,2.2645534873028844e-05,4.895414998461663e-06,0.9312079999491147,0.08176321392386067,3.556628706072293
3600,2.259546046516961e-05,4.870075602493944e-06,0.9297126130519932,0.08207396129558263,3.5842558047358954
3700,2.8798050085982804e-05,6.496299458000367e-06,0.9294860517968141,0.08747394020219877,3.7416352831051856
3800,3.279566794852576e-05,8.028732073822424e-06,0.9274179901576295,0.08585323955696027,3.9193018123868115
3900,3.5709698779017824e-05,9.555633020812505e-06,0.925102953369622,0.08846726688033671,3.7838325806230966
4000,4.145948507088691e-05,1.086356638711346e-05,0.9226303882384838,0.08999561981649296,3.9462575704541223
4100,4.586728804051802e-05,1.1627277306991366e-05,0.9186978916824375,0.09252769652694336,4.006795034084755
4200,5.073630978342017e-05,1.3082894265177786e-05,0.918408157074792,0.0948988946636842,4.264125179969818
4300,5.885402525999221e-05,1.608419442955205e-05,0.9162306837338604,0.09448364578381008,4.163538026333071
4400,6.749827466466448e-05,1.7435707254298585e-05,0.9131375424092962,0.10024440524967963,4.345693766890992
4500,7.404791700176184e-05,2.0987625157150586e-05,0.9145374151893823,0.10234774846025592,4.627972371263966
4600,7.957461958631854e-05,2.4026188969247985e-05,0.9117029890446177,0.10129492526682794,4.745973805890688
4700,9.388724506830359e-05,2.646410323930358e-05,0.9090513493006095,0.10407958521290468,4.718793834637909
4800,0.00010191149877038626,2.9187741976673112e-05,0.9090085461864146,0.10979051488763754,4.688358805493627
4900,0.00011076487400294036,3.229531577386664e-05,0.904617548051011,0.10762895457108276,5.028311244234318
5000,0.00012455904491633877,3.760278344957877e-05,0.9037633942971379,0.10682155969239221,4.976963250177245
