milliseconds,O,I1,I2,c,T
0,2.172384265801238e-07,-2.0721169282440302e-07,0.9985489068052112,0.001411261209764707,-0.01645285562869201
100,2.9199440945644736e-06,6.92169540832065e-07,0.9994322150552831,0.0020827638866627012,0.04247750713084721
200,1.7895758835429194e-06,8.93024769997416e-07,0.993996936820105,0.003395918288213347,0.2375002175180155
300,-1.846115292926596e-06,7.777313526309601e-07,0.9954932294855279,0.008348073505437294,0.23514644691837094
400,6.65503934027815e-07,1.0724080431063095e-08,0.9910985805038018,0.008816512352177189,0.3755147720344299
500,3.128215401055398e-06,3.8259568456377937e-07,0.9921692720634546,0.01145752051894712,0.5015077416798358
600,2.502286584507544e-06,8.777566891031998e-07,0.9858787210754686,0.01513315039215341,0.5351338520587515
700,-2.7978781292405905e-07,-7.492113413308172e-07,0.9878674797162461,0.016896785734347917,0.8273648550732748
800,-5.843586073134081e-07,7.178387956450245e-07,0.9836406841746445,0.02320061550285368,0.8468368349043461
900,1.4673379014870745e-06,7.454121368964359e-07,0.9831463598447661,0.022756929881384814,0.8317952778304064
1000,2.0110209353821293e-06,-3.5454816949648803e-07,0.9791489210054927,0.022215095850465535,0.900490218828702
1100,7.927145496342906e-07,3.514689248621901e-07,0.9768705714075788,0.029516165042875485,1.054154481579496
1200,2.1316357843754387e-06,8.230534189003663e-08,0.9778782790457035,0.031072530902774214,1.28696863234092
1300,2.997319191462578e-06,-8.608480576744539e-07,0.9722240186053682,0.02939175983811892,1.302757267257659
1400,-1.2014950706602405e-06,-3.081181105669035e-07,0.9715233463843209,0.03168269150779669,1.321897262035629
1500,-3.0151881544361923e-06,-4.0824058683000834e-07,0.9682891473441344,0.03402579276556572,1.3549381917899646
1600,-2.911953155873518e-06,4.1120633458216615e-08,0.9676084170612826,0.037609227862584915,1.476743062225575
1700,1.433740171312463e-06,5.064976266462226e-08,0.9689514179130128,0.039322490241247725,1.8334654998933895
1800,-7.675186629867023e-07,-1.5173981504203144e-07,0.966820469260016,0.04231149822972236,1.9410145198369584
1900,-1.1446318588018075e-06,-5.089936923709608e-07,0.9626919045151344,0.04376225704257939,1.824750864418956
2000,3.4079946429143823e-06,8.348188006579275e-07,0.9624036232938602,0.04650172724787196,2.07118202602867
2100,-1.632885223007476e-06,-4.79841061065364e-07,0.9561498521954679,0.050660753390597196,1.9844947016821486
2200,1.7815423569858336e-06,2.305976593661314e-07,0.9590652130577535,0.05359906439573524,2.2627749327682976
2300,3.6843466982099924e-06,8.291136494107992e-07,0.9563961574663323,0.054926197245310726,2.3729972139181843
2400,2.5511503599073195e-06,1.1623623929631663e-06,0.9505630541548383,0.05551724477844458,2.3214701259455217
2500,2.7952423697185256e-06,1.2514951219534306e-06,0.9539340893071445,0.057595815662879184,2.4123956894734815
2600,6.508387278851669e-06,1.3424533621777031e-06,0.9466011207106053,0.06329410830525442,2.577196702726628
2700,7.037982678436277e-06,1.0600491401885434e-06,0.9483972516367782,0.06602366773048635,2.8262935839516037
2800,7.920476643190519e-06,7.507441616551767e-07,0.9427795448126649,0.06916841427509633,2.923825647223862
2900,4.5151795612841205e-06,2.129559521353615e-06,0.9460900386859237,0.07148705703661998,2.8669112432355814
3000,6.44318719552625e-06,8.55825179474784e-07,0.9429835413419668,0.07459910111129191,3.0469245680146972
3100,1.0677405827616512e-05,2.8285648551542345e-06,0.9425869893237964,0.07647835872925814,3.211791245664441
3200,1.3251182697179087e-05,3.0674917898640435e-06,0.9389286944042354,0.07613400143157627,3.23539975918549
3300,1.6410571323451256e-05,4.017894231441824e-06,0.9343233984626074,0.07751649314607553,3.32316636120142
3400,2.113890678479269e-05,3.006909932887381e-06,0.9349244400756807,0.07696698021561928,3.2829894993887696
3500,2.2619817569216586e-05,4.993406648297789e-06,0.9297223883985359,0.08238161962601916,3.648473550321958
3600,2.1993046241914612e-05,5.087998286447328e-06,0.9328282663406131,0.08219207232690033,3.6875099517216134
3700,2.510537275874822e-05,6.297334361041396e-06,0.9308546790679176,0.08616244105291482,3.599728720740456
3800,3.191898962384173e-05,7.190817821214392e-06,0.9277013669459179,0.08525756109897825,3.930851297677026
3900,3.52417650963837e-05,8.029786758605173e-06,0.9236224658782621,0.08776277281951224,3.9271991710915857
4000,3.981627161676482e-05,1.0616904689453288e-05,0.9258485601099019,0.08967818783602119,3.920561250116122
4100,4.494195533279775e-05,1.2782094839840234e-05,0.9189652481545398,0.09435632886697815,4.18853878026875
4200,5.034817711659648e-05,1.4229161546512716e-05,0.9195763249821709,0.09598623087163363,4.2553755837059075
4300,6.127432335885018e-05,1.501389690532746e-05,0.9200004463513876,0.09944506437571557,4.250163554506497
4400,6.450067740908909e-05,1.7285084803624018e-05,0.9161568453630438,0.09724818115754497,4.286773185306961
4500,7.579392583271943e-05,2.1252614105875763e-05,0.9153892879298956,0.09966068258317017,4.454693964206264
4600,8.460001829609501e-05,2.3027296344869096e-05,0.9098388786056582,0.10561117384917747,4.486699839730159
4700,9.342516734248754e-05,2.69771305729699e-05,0.9085314274529916,0.10218884584264712,4.737756733595596
4800,0.00010335559201229153,2.8623965831391518e-05,0.9084863696068654,0.10917205917646271,4.7320900052953405
4900,0.00011330054709010984,3.343523178906594e-05,0.9071956552179188,0.11018639690333935,4.814499154742741
5000,0.00012195728121736173,3.6299212856782655e-05,0.9047711063740529,0.11212208555946251,5.005480261449919
