miliseconds,C,M,X
0,0.010850815545760867,0.00994862621890298,0.00994511280588108
100,0.013689191629794099,0.00024906430092742806,-1.0705848657846353e-05
200,0.01588530126753028,0.00031780230774428297,2.9090388471885503e-05
300,0.018733033100878357,0.00039889735740518975,-9.479747589231418e-06
400,0.018591239591153903,0.0003774926810948946,-2.190192162615785e-05
500,0.024059751504303815,0.0004169789011570459,-5.504395075805805e-05
600,0.02638554751778137,0.0005348917928199838,-7.434415911276184e-06
700,0.028001637903395053,0.0006281962641776071,2.210034126384504e-05
800,0.031343060744814445,0.0005534646971282158,-4.127491022095545e-05
900,0.03106349157858007,0.000617588031288783,5.443140359483131e-05
1000,0.03402628416842833,0.0008134772029796435,6.516336480874323e-05
1100,0.03864954432557303,0.0008488786797409884,-9.016961832179163e-06
1200,0.04027443123441819,0.000874752015240755,-3.7234235434769936e-05
1300,0.04070772884110464,0.0009124628077674173,-5.341632409666977e-05
1400,0.04540148632682235,0.0009086548903826161,1.339151643890726e-05
1500,0.046611106301612866,0.0010481086442333356,-3.399682413895823e-05
1600,0.0497360619075368,0.0010437315112516014,4.384947158624817e-06
1700,0.05094136404268857,0.001192580733363165,1.1975895184134735e-05
1800,0.05413561495703271,0.0011450516628497018,2.7269624653033684e-05
1900,0.05695526098717869,0.0013214603396848206,-5.676218790400382e-05
2000,0.0580135336160743,0.001395307336729748,3.3729165454152476e-05
2100,0.061503917926117424,0.0013955513152379528,1.4972318154734876e-05
2200,0.06489216354407816,0.0014171315109458604,-4.1918696112812616e-05
2300,0.06537432463152464,0.001490636932758221,8.12429886427222e-05
2400,0.06812782323501984,0.0016119034483198617,-4.1223601217671495e-05
2500,0.07017081997962382,0.0015975603829992066,-2.7013201315486864e-05
2600,0.0735814110268732,0.0016448693007973803,6.58644449507439e-05
2700,0.07646705698695591,0.001743557994596985,5.823310281900236e-05
2800,0.08000174078723452,0.0018835975281375496,-6.037358548012993e-06
2900,0.08067876954605584,0.0019207186171262133,7.524718077564697e-05
3000,0.0839234170674217,0.0019491028741670355,5.762785365540187e-05
3100,0.08722403912540944,0.0019984359592343536,-4.4334190449464555e-05
3200,0.09000263409593877,0.002102404254375749,5.298467104749297e-05
3300,0.09028087216993762,0.0022473186265739883,8.523457205398338e-05
3400,0.09342572377166392,0.002240443538055309,-1.0445100951047142e-06
3500,0.0960364916534219,0.002408067219062192,1.152090786830833e-05
3600,0.09716862971525793,0.0024331620478767633,-2.847877645090646e-05
3700,0.10014881666906122,0.002449290469498354,8.400738039163659e-05
3800,0.10278024484933238,0.0025807042452950825,4.9319012139527766e-05
3900,0.1054152655011964,0.0025810744505451446,-8.703897464172701e-06
4000,0.10864892144803814,0.0027472192325322864,7.940195783145564e-05
4100,0.1111926458828254,0.0027836996695317813,6.959703558346194e-05
4200,0.11087918544143766,0.0028483975149312915,-2.6340115641157734e-05
4300,0.1141610494239559,0.0029970689409127937,6.443232134469181e-06
4400,0.11735069222839487,0.002969821752490647,-2.5086854911068048e-05
4500,0.1206115929752831,0.0030603313635043324,1.5011243306469833e-05
4600,0.12291108365757346,0.003188417508452929,-1.5039590554008137e-05
4700,0.12268205347395685,0.0033439178116915986,-4.326177992067658e-06
4800,0.12566254656953635,0.0034140459877065915,6.459122494615311e-05
4900,0.13001757235069078,0.003395253087659059,4.467367080610798e-05
5000,0.13282479543080045,0.003479985634643057,9.166180865243179e-05
