miliseconds,Arr,Ca2_buff,Ca2_free,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,Rec_wCa2_RK,cGMP
4000,31300000.0,42.82203278009509,0.6000030118930045,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14190.621882655772,4201222.4259449765,4.000005038805144
4100,31300000.0,42.82195583678217,0.600001082388226,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14162.739337766408,4201198.330773292,3.999983897806526
4200,31300000.0,42.822324400967226,0.5999999977832976,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14183.008548825468,4201223.991652443,4.000005389418267
4300,31300000.0,42.82152956165614,0.5999993215214127,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14199.7160850811,4201216.70536833,4.000008887439038
4400,31300000.0,42.8218791365978,0.5999983655273984,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14174.194374512104,4201205.5742253605,4.000024333184425
4500,31300000.0,42.82157040197983,0.6000027414124534,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14199.34590260885,4201193.105743243,4.00002052833204
4600,31300000.0,42.82216000490448,0.6000023616711763,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14179.632932080125,4201208.548807453,4.000020911651923
4700,31300000.0,42.82211071721432,0.5999984182965974,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14195.679086990309,4201221.423457015,3.999982620991688
4800,31300000.0,42.82232496265572,0.6000002802525591,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14187.622285224254,4201205.518082969,4.000018633688095
4900,31300000.0,42.8221602083493,0.6000031050049184,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14202.789801804915,4201205.000966416,4.000015657101476
5000,31300000.0,42.82168095127787,0.5999998095665608,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,0.0,0.0,0.0,0.0,13350000.0,0.0,0.0,3600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,14163.027205072885,4201194.910994156,3.999999766365253
