miliseconds,E4P,G6L,NADPH,P6G,R5P,Ru5P,S7P,X5P
0,0.028861077896530557,0.1115238765145368,0.16056991144977126,0.2503707443981495,0.1185256156212469,0.03292097202507269,0.08219720778983763,0.04087805753642716
100,0.027051810427452284,0.14605940594783212,0.20105285632257358,0.24447943895388388,0.10936121505662984,0.033261302711165,0.08253726695264633,0.04494733594875054
200,0.02514236046993453,0.1788688437389979,0.2212872810619381,0.23938499796713522,0.10232028854942882,0.03330868997289984,0.08396041341981986,0.046426600001339344
300,0.023409876506560335,0.20269136428959775,0.2320773666181378,0.23655887109595464,0.09802311481509063,0.033058066720363884,0.08402072874362951,0.04693225938831481
400,0.02216624903579645,0.230717675517765,0.23922096316851033,0.2351094778851532,0.0939817247533121,0.03275287646154833,0.0835920305391269,0.04685766651019425
500,0.021061496942805895,0.24567400320013696,0.24247882266485626,0.23296375419189613,0.09187017797564653,0.03255301448750194,0.08206347550651547,0.046944438813062074
600,0.01981451138202937,0.27250362036477344,0.24547889161028943,0.2309782414944184,0.09057571771495125,0.03211322488243864,0.08166210343519588,0.0466759076372768
700,0.01911084302374848,0.3051047695818912,0.24602845726753692,0.23046007617014552,0.08903796207644361,0.03194255140128254,0.08046791528914912,0.04654529284531821
800,0.01830850941485012,0.3057723412259903,0.2466968795775029,0.22895923866926116,0.08715100491838759,0.031759786237715956,0.0798145970167986,0.046343326784510086
900,0.01758927989404204,0.3261542499858797,0.24708639994321108,0.22755458251189625,0.08683385883796199,0.03153543059848089,0.07787927359705134,0.046133289339131786
1000,0.01725656018281394,0.3522979572125705,0.24748761799642593,0.22726589857177573,0.08563734637675059,0.03141550105409487,0.07747951789754914,0.04587286615635735
1100,0.016659268773372947,0.38182101251458345,0.24877415233042663,0.22683158305242357,0.08497785962329212,0.03103121357875497,0.07605332067222687,0.0455504128368241
1200,0.016185623997816874,0.39271446136914406,0.24776866080406493,0.22629980541794803,0.08443484424791695,0.030940332286226505,0.07428487979742104,0.04528303601566552
1300,0.015905700957013554,0.4126593253350901,0.2483653915042275,0.22593864634405222,0.08351008270517873,0.030795807084590236,0.0739741937728505,0.04487818817950854
1400,0.015675344633769045,0.42752327572209603,0.24843776838445336,0.22599614723493092,0.08244740690391746,0.030640761094328905,0.07284849097955393,0.04456151090322921
1500,0.01542323222536628,0.4505830271669661,0.2483090450258531,0.2253697061263626,0.08175693627732297,0.030421039273972102,0.07191634071833258,0.04438814427850825
1600,0.015298283520762115,0.46282309089993623,0.24879544224332828,0.22495304955256634,0.08156496771964744,0.030246574572610662,0.06987146697715818,0.044198500965431736
1700,0.015298108246235655,0.473607580758463,0.24861545882091649,0.22572333719721424,0.08101057111009351,0.03007481141602181,0.06904198822714208,0.04384291311758191
1800,0.015061032111463923,0.49209588852577923,0.2480312137927857,0.22515900722890556,0.08018173697801506,0.029940680761496197,0.06879373107286477,0.04374371435856353
1900,0.015122446835381258,0.5075024671842835,0.2479825523167827,0.22536094008890978,0.07981635103058955,0.029699739693289755,0.06756110636973355,0.043384933702239455
2000,0.015024145115597567,0.5389855211540605,0.24805352016306467,0.2256832504869246,0.07897113837834531,0.029445707677627744,0.06654695000407473,0.0431157328648813
2100,0.014821100158097908,0.535188885172775,0.24807297372494252,0.2258386157708006,0.07877414673341222,0.02940037620432596,0.06536698879960477,0.04305640933413509
2200,0.014795183793019532,0.5737538940976292,0.24752790808546904,0.22636835753072018,0.07860865989573385,0.029324839203348017,0.06455087551000795,0.04269482071106983
2300,0.01478533674797118,0.5876888542480688,0.24826812825932332,0.22681100625719067,0.07732442771849458,0.02898322460747243,0.0637452766580914,0.042529616647990626
2400,0.014619180421151269,0.5924625102764685,0.24830289439289457,0.2276619473507603,0.07745124105600924,0.028913514171681476,0.06346690254595773,0.04233621490435528
2500,0.014754163512594946,0.612048968783669,0.2483038297194448,0.22882683663647116,0.07683494990614219,0.028831936340818844,0.06224912767258583,0.04201631078068142
2600,0.014683064495609108,0.6258704608824317,0.24774731621285748,0.22957416458786792,0.07649204337262455,0.028597158431110502,0.061253633937150144,0.04169995683878191
2700,0.014776273364223052,0.6546998504683355,0.24739977679797737,0.2297176950233179,0.07527705869551526,0.028515194629533384,0.0607161134979926,0.041508894405366904
2800,0.014658444934965478,0.6635538218930573,0.24779147097743937,0.2302675862172506,0.07537399192469516,0.02826028874394516,0.05951400044371258,0.04133498662407231
2900,0.01483921415975974,0.6695531896862131,0.2472081040432514,0.23136619442550213,0.07495909644227401,0.0281106872585814,0.059637990163566496,0.04119693962944534
3000,0.014916862750267476,0.7005477043746426,0.24713477234220027,0.23243642344740947,0.07441779250509231,0.02804804370011556,0.05841536503349571,0.040871562191663484
3100,0.014942104175711304,0.7065775876304548,0.24819900449492824,0.23377531564851686,0.07407597731915587,0.027943227590574573,0.05742254324829099,0.04082733957300867
3200,0.014898311311254915,0.728606772271804,0.24764907322053223,0.23509500741792166,0.07349766843260824,0.02776612009669221,0.0566128675578131,0.040725283306391975
3300,0.014903670923261524,0.7529754307700212,0.24669997445429234,0.23547810685930443,0.07312510052017157,0.027788969251133666,0.05664524645059759,0.04035541713410064
3400,0.014740851715213417,0.759060456025505,0.24685307195726078,0.2376506670490038,0.07264624087164144,0.027517571891113556,0.05527286003706391,0.040294171461847036
3500,0.01504850496196399,0.7677450927129696,0.24716961920137961,0.23854785932701897,0.07246850577666318,0.027516843290768946,0.055145841239271395,0.040246737503252354
3600,0.015060308819817805,0.7822412404401609,0.24662916566819507,0.23925767846188442,0.07165921544093927,0.02729509703899943,0.05461104759372439,0.03989929653534186
3700,0.014872122092737085,0.8166252621881915,0.2468859673227121,0.24077089748195785,0.07118380792540703,0.027354302969735293,0.053661711446247234,0.03970707963133747
3800,0.015154957034163322,0.821119579252519,0.247443375670702,0.24207216559634165,0.07116275411826584,0.02726251943100754,0.05305089172444022,0.03954897258439117
3900,0.014930487087742257,0.8394169334864292,0.2475560948580801,0.2436902130905779,0.07096576819435305,0.027134467929072866,0.05261156323471731,0.03950478798039419
4000,0.01493034481368989,0.8507962804266888,0.24614728924528345,0.24558103652243585,0.07040181705005681,0.027006783343215764,0.05205155610514542,0.03942570473303654
4100,0.015211878983430866,0.8627614889770259,0.24649310962098897,0.247137968217581,0.0702487160412414,0.026891946745851436,0.05156729690912179,0.03912632184921739
4200,0.015219091596421494,0.8908440215359484,0.24693677259931113,0.24781375434355712,0.07020482608233235,0.02673777164338104,0.05184432387587186,0.03898593429609135
4300,0.015268451915933935,0.8925877754535917,0.24594600042305703,0.2501953830428142,0.06948276480530291,0.026646471279442842,0.0505581856642436,0.03885016849932754
4400,0.015213046793303701,0.9069107238927707,0.246863736173131,0.2509762013001432,0.06943453454397391,0.026564922734800298,0.05003013632526146,0.03876933277527466
4500,0.015226154117905524,0.9273069245264633,0.24589909271300933,0.2526543109261575,0.06915508565040368,0.026491338285784895,0.0506844115969895,0.03879915219388625
4600,0.015199828272514086,0.954472767837273,0.24607105415161662,0.2545383428041376,0.06921991645147164,0.02647350145799236,0.049381892450041376,0.038545290638379956
4700,0.015460699950955465,0.9724722574344803,0.24628928901737646,0.25693714195531464,0.06801668340013697,0.026438195186801634,0.04921300588285434,0.03846644397655602
4800,0.015303796679855573,0.984176344097042,0.24569305185262558,0.2585899349613274,0.0685125892408436,0.026268762882540042,0.04841591988752287,0.038233260492019895
4900,0.01532600672236322,0.982544500450646,0.24580535262557057,0.2599297459900018,0.06843855147016076,0.026175129483912672,0.04907379727445136,0.038195163803479225
5000,0.015321818075884454,1.0167818921811749,0.24532019758980325,0.2616408895665281,0.06744353462191228,0.026161528428833677,0.04867239788926879,0.03809210227985778
