milliseconds,C,B,T
0,1.0060252149104556,1.0014556988399423,1.0026719125358194
100,0.949695738879651,0.9999050395898897,0.9960606362523339
200,0.867055461827828,0.9919311035658653,0.9804736848170704
300,0.8276078354577335,0.9868060889231329,0.9817086175669733
400,0.7458223634837756,0.9838686185531605,0.9889881161165228
500,0.6721943297085455,0.9723726713179905,0.9837440716585147
600,0.6274022606827493,0.9818246734597859,0.9657121654494966
700,0.610176447233779,0.9680638498693304,0.9560384267819722
800,0.5762953612127016,0.9618426067024431,0.9516781921078558
900,0.5141409401596602,0.9576910267221559,0.9298126914261302
1000,0.4577791341054663,0.9488651829063133,0.9461568307086846
1100,0.4425297716829232,0.94991218238931,0.9352397574877549
1200,0.391475163898949,0.940829882103944,0.9219520171454922
1300,0.38107251124957314,0.9351551340136792,0.9082497893655861
1400,0.3560886053417,0.9321734134031097,0.8844068837301797
1500,0.33903716208406554,0.9240413824336078,0.889059260802626
1600,0.28218447592725077,0.9292693999716948,0.8822507193771478
1700,0.2745300475843603,0.917989895749309,0.8690174749244131
1800,0.2581295131136325,0.9027575140120309,0.8537155783185827
1900,0.2381969011136705,0.8991984317910571,0.8477833738973188
2000,0.20978752652936894,0.8839999756525806,0.8325915225166924
2100,0.18737206291526054,0.8871328437787269,0.8267396262487376
2200,0.15643459334337034,0.8711297464102284,0.8080656812570788
2300,0.16416696529526661,0.87248350040187,0.8037464948288765
2400,0.1467597067273461,0.864891762221753,0.8036329151099302
2500,0.13212158169698393,0.8621367773641894,0.7825526851210415
2600,0.09913939157060728,0.8527840722908849,0.7699131457484331
2700,0.13412789743578377,0.8404524351610181,0.7663016938473407
2800,0.10122712152785494,0.8399581863532769,0.7577465516874635
2900,0.08691135912257263,0.8352466996250953,0.7316903200653451
3000,0.08784354567951418,0.8207100188415812,0.7191772530834926
3100,0.07245199915442944,0.8144179193088985,0.7137007436248773
3200,0.05753996673771251,0.8104924834245665,0.7027191473105651
3300,0.09279687646891785,0.7915896028389651,0.701289139527195
3400,0.053002706756974494,0.7977631580770532,0.6906574281476612
3500,0.08039728248109358,0.7838904496533435,0.6774319768271988
3600,0.07051762332844963,0.7694225860351034,0.659548392573125
3700,0.06319169275060467,0.7678642110938629,0.6490195548913917
3800,0.025749857077651112,0.7697102204304698,0.6339639468244802
3900,0.054654411991139094,0.7452959029343977,0.6268533717009028
4000,0.039434998343831074,0.751155859133874,0.6315318963852798
4100,0.02563095358655309,0.7307492136528821,0.6118812279596826
4200,0.033696772096575026,0.7281678004232078,0.6063925007713038
4300,0.04038307176638113,0.725644904583062,0.5954150795966836
4400,0.03989574938146187,0.7207323869016353,0.5652731122088579
4500,0.039596052344025,0.7070772863058159,0.5571888754113681
4600,0.04832295481339105,0.715753939362063,0.5645299782616174
4700,0.002462635912426365,0.7026896175586409,0.5636969285174069
4800,0.04396121975007699,0.6839282386036154,0.5544205233456646
4900,0.03689266161980254,0.6875147271726614,0.5263777843979445
5000,0.01405675715069579,0.6735077145624188,0.5145141611672382
