milliseconds,C,B,T
0,0.980665098615517,0.9998294664842822,0.9942601973286332
100,0.9454579369031243,0.9930988296554605,0.9974381021589506
200,0.8617928819080275,0.9943556928807105,0.9801038011873259
300,0.8245745093714776,0.9874207532856273,0.9782519674913408
400,0.7782939398298098,0.9760017803286436,0.9711157451249621
500,0.6838193403313434,0.9893548967021845,0.9746759158345903
600,0.6354061529878837,0.9717091690673275,0.9785519609185594
700,0.5862633559760831,0.9630159248786031,0.963303917547206
800,0.5378210483128628,0.9703057245901195,0.950555311695405
900,0.49154158282304994,0.9656701934147883,0.9308540440082749
1000,0.4709144178383933,0.9571999650217449,0.9467499473117816
1100,0.4094325137674265,0.9589027682962707,0.9136737850496003
1200,0.41212763386371404,0.9358991967306208,0.9299893199366461
1300,0.3571362551658177,0.9357089776988267,0.9051334164227895
1400,0.3334875172600353,0.9415150072202145,0.8903662304972128
1500,0.32249354206609165,0.9175253267075989,0.876608355540899
1600,0.262719598275085,0.9255122785210833,0.883692076084699
1700,0.2714148985723893,0.9068353375012898,0.8662564291818567
1800,0.25606014671918137,0.9008193075215983,0.85939868668217
1900,0.21285971231058606,0.8926763749005421,0.8512438844619783
2000,0.20338610514636923,0.88546806526845,0.8197968010102229
2100,0.17668918974424883,0.8761110013668878,0.8303015691247286
2200,0.17435980112877864,0.8682626523670113,0.8261437893276019
2300,0.16276002412484394,0.8757423116317504,0.7957885463663712
2400,0.14563905666619056,0.8646280388654709,0.7929993145453262
2500,0.1511212246738479,0.858939403668113,0.7648787092814793
2600,0.15110609103068517,0.8550358344885535,0.7701034812716382
2700,0.12332839032892652,0.8389603003021592,0.7464942846972237
2800,0.12117858952270857,0.8302904047760103,0.7311053947532415
2900,0.07901934799631154,0.82972188086912,0.7489401692732196
3000,0.09190370593756973,0.8263041621818076,0.7347667411550828
3100,0.06320046547098615,0.8095889404027996,0.7010958195906736
3200,0.06946429234782386,0.80635656081877,0.7118499955273978
3300,0.07687616455396401,0.7882560854004229,0.6841694711451551
3400,0.08398801961846807,0.7911700100381801,0.6803029884105701
3500,0.05473355202492879,0.7869729110472268,0.6819409243475973
3600,0.052409424690172034,0.7755540898231054,0.651975433747481
3700,0.05452677599855297,0.7609999719410038,0.6433274316534067
3800,0.04831554161277254,0.7675384585869175,0.6398759095175065
3900,0.03164136959840984,0.7634622096909551,0.6200582826893818
4000,0.05669885539595355,0.7554184713382925,0.6215382140301313
4100,0.056325776395024195,0.7482114683463115,0.6020300285308935
4200,0.02522372904659798,0.7258862473753109,0.6063929455644702
4300,0.008948083317851338,0.7183580159884687,0.601558619698391
4400,0.04924347788894387,0.7187692265830152,0.5717548296700995
4500,0.027650274638826775,0.7034305933596461,0.5546212002070828
4600,0.038127904528128066,0.7010300310850031,0.5554656409389342
4700,0.04543613677366637,0.7088725085874612,0.5596227581559241
4800,0.030661833449036023,0.70054835577915,0.5549714097822681
4900,0.002334605524761387,0.6954415844397396,0.5320769363644756
5000,0.023241370384929128,0.6839356390494078,0.5378890993940544
