milliseconds,C,B,T
0,1.0270566451817948,1.0064090149141929,0.9928176445495196
100,0.9246568275443983,0.9985011378736216,0.9902826827551396
200,0.8754334376813387,0.99776604831113,0.9877200833504418
300,0.8085673734934085,0.9927602810553208,0.9797256442543649
400,0.7623182097656214,0.9944085247780968,0.9762906890389718
500,0.6993187821710353,0.9749752822998705,0.9782800445244786
600,0.656414585551936,0.9697261962014175,0.9661925302004533
700,0.6190307813866471,0.968780422962566,0.9527253425225681
800,0.5689609682930676,0.9687957608094474,0.9477283174598229
900,0.5393028678506063,0.9543074579273114,0.9471299378762031
1000,0.4681631934746125,0.9648419901655381,0.9384924636530892
1100,0.43808288667085926,0.95886727463413,0.939875140012502
1200,0.4148825752847918,0.9424100457308406,0.9158677583367505
1300,0.3495175343674675,0.9472503532637073,0.8947029865530941
1400,0.34323235039620326,0.9400144333638144,0.9100883328222971
1500,0.29885337850542837,0.9168452620220648,0.8985393703888549
1600,0.31533144250368683,0.9279545642781265,0.8659522046429639
1700,0.2707831413507083,0.9063092007521371,0.855017917185018
1800,0.22621370324686058,0.9157895013639833,0.8587770625668971
1900,0.2480306046160925,0.8984288040028809,0.8348473272819515
2000,0.18826721719993614,0.897836085219463,0.8318089076067764
2100,0.17202965281390498,0.8765943538064382,0.8359944294569631
2200,0.2007059103810859,0.8770844074526303,0.8014758924784188
2300,0.1523554612632827,0.873273710222151,0.7888729932057649
2400,0.16042668571746818,0.867975391149162,0.7940438294390922
2500,0.1246053791710918,0.8473012759178392,0.7674446320144187
2600,0.1252917873007207,0.8575264522109984,0.772996298151763
2700,0.12052920419455838,0.8488417131254034,0.7616378393640695
2800,0.11339524491261488,0.8248620699088692,0.752994861790022
2900,0.0915269937230377,0.8274902099568135,0.7424770769619089
3000,0.08387647114697666,0.8220717278587334,0.7229313020150264
3100,0.06291493253618574,0.8062790247354333,0.7240788659488328
3200,0.09041764043343958,0.803344762189147,0.7167557719182166
3300,0.08223097795896704,0.7896241838679222,0.6865274714665691
3400,0.07743991741647506,0.7913251599643353,0.6854459287241133
3500,0.03758519408199329,0.7792877280973552,0.6767595241587624
3600,0.035312520912633164,0.7708008516712525,0.6673429903475746
3700,0.05031017610781194,0.7773442531976751,0.6545769876143267
3800,0.0686484610521686,0.7707454615655969,0.6468950167682461
3900,0.04826663837593031,0.7471737888791175,0.6359491088615583
4000,0.029758745984327574,0.746376985366958,0.6140757638410217
4100,0.05250064494043874,0.7483705449387773,0.6186591567314055
4200,0.03617220424530382,0.7239601115242265,0.5944957309162819
4300,0.020364188020044006,0.730119606175031,0.5993324671215559
4400,0.02863347018514083,0.7283179648307638,0.5881383217046581
4500,0.04500906958856717,0.7229108925491333,0.5663628954292723
4600,0.024783376017659425,0.7070316905144481,0.57528988754575
4700,0.04649249423525641,0.6965111849083042,0.5429870239537096
4800,-0.0008491800395298531,0.7017721826715558,0.542229184307564
4900,0.05043127294063441,0.685964720192869,0.5305523535720793
5000,0.019077685864914287,0.6895678992974998,0.5107024583825197
