miliseconds,NT,NI,BT,BI
0,1.0000421533585335,0.049781953177736774,-29.423841364100387,69.29387297720355
100,1.000524932462514,0.2669645328149481,695.6680869314749,1711.2106061421691
200,1.0013295210679345,0.4204169836940216,1014.2537650940999,3128.8319370193944
300,1.0015448657394919,0.6393390382204228,1145.4022820574821,4236.792316894644
400,1.0019756860686782,0.7710437372629546,1796.4076877503103,5173.316372061405
500,1.0028958471996317,0.8887264899197229,2106.406347119968,5994.3653597334815
600,1.0033239479332396,1.0788799100026165,2731.8500400259913,6671.8495374082295
700,1.004174419846234,1.28821538532928,3001.68639485226,7157.877647122983
800,1.0048657652927615,1.4834970946058823,3358.992049129182,7491.795756598105
900,1.0048091979187417,1.6330282373128613,3761.2814757049305,7747.614537257898
1000,1.0057468118420598,1.6830596413516314,4294.363931147478,8088.08537465712
1100,1.0062279363672113,1.903335124807667,4700.887034877331,8365.246125578493
1200,1.0069111819767214,1.9410176274707616,4877.836757294789,8348.104634740337
1300,1.0077335571417243,2.145970913095256,5526.9766090299245,8661.17219995362
1400,1.0082463699115554,2.1954911265099533,5916.019915463158,8606.906348909422
1500,1.0086116560118565,2.3586240194612698,6414.9025858530695,8782.745461092874
1600,1.0089620007381523,2.4148178782390675,6931.030104280297,8801.876461939823
1700,1.010190302723116,2.5622647474560503,6973.703861555425,8840.838004659721
1800,1.0100589806707956,2.6374625521514377,7384.688616667349,8927.542318707227
1900,1.011081986085311,2.7224164858346174,7972.936725059449,8904.260233264078
2000,1.0116307018990263,2.897016289479153,8310.300031718227,9074.189777468273
2100,1.012534807684085,3.0136960250497893,8493.685931900764,9106.507884477569
2200,1.0124873953556963,3.07079106462866,9153.75126679873,9071.510594957112
2300,1.0138097819960372,3.117395848011082,9395.205006612026,9027.14727828354
2400,1.014082120411573,3.1801124228595503,9535.77548563095,9103.656377853013
2500,1.0141987732318691,3.371487095973915,10098.461015648934,9120.279250107427
2600,1.0153459461516632,3.438178716167182,10292.371487575088,9140.646811959572
2700,1.0159594305180655,3.4069686200271767,10625.218085285924,9200.059262455541
2800,1.0166605917285145,3.5687563149125174,11063.88022088793,9042.418803216658
2900,1.0173148060612403,3.6229206245653125,11120.806988420169,9030.587425755648
3000,1.0171823020486763,3.70432909939536,11899.15824284495,9128.36905210265
3100,1.0182941788289763,3.75380249361623,12075.862552101673,9024.11035329137
3200,1.0187779303212485,3.7486458195729,12365.337704385545,9093.364463909626
3300,1.0190948989955688,3.859126680612896,12834.085115991258,9051.076722165199
3400,1.0199067616353776,3.92831295313848,12946.815928616548,9133.50420804217
3500,1.0207016587838935,3.966415556861982,13264.438719926857,9210.936540292212
3600,1.021075330191487,4.074090378556298,13358.57275945543,9124.748892339401
3700,1.0213453583056438,4.116145410784032,14112.234417542219,9086.241571359475
3800,1.0219878054516813,4.053773713688788,14000.143087167102,9213.748988245636
3900,1.0227091497510534,4.101706320079392,14565.980454983011,9187.735731024346
4000,1.0229692636972363,4.209607123365785,14731.053905212802,9054.59360173754
4100,1.024105161094843,4.219379673744877,15296.943158706063,9096.007128902287
4200,1.0247015362485867,4.31572794258143,15216.115097634032,9219.360789214026
4300,1.0252846648079075,4.308679976703936,15603.784453044389,9195.077433638888
4400,1.025676203698016,4.4107966866139865,16025.959732188758,9229.818296823216
4500,1.0262729592285962,4.392237419611819,16444.204118626396,9227.875319657816
4600,1.026524727792833,4.444459002388573,16485.619284102533,9074.117686265508
4700,1.0276219689739226,4.429143550246067,16785.44111664456,9222.529985466486
4800,1.0285134144455657,4.483412594833976,17210.873893584085,9137.078952521899
4900,1.0291150122673614,4.571895045733716,17071.619190688954,9224.63005714611
5000,1.0292014077051443,4.581602077329053,17402.987861078,9044.460700055566
