miliseconds,NT,NI,BT,BI
0,1.0003803087040726,-0.03104402902099518,160.96374823852184,-96.15716894651143
100,1.0009229915421778,0.20109585855296694,684.6667464900445,1697.0731875027836
200,1.0009838513676261,0.354866360123218,780.7181456716139,3138.1321426447175
300,1.0013446627713596,0.5736344210039933,1339.2665716208103,4323.922304336893
400,1.002132965749458,0.7372085242953481,2003.6112242520367,5343.107058812986
500,1.002818046165531,0.8839596562285936,2100.449491562878,5951.352577523888
600,1.0035161258150704,1.073775919378001,2728.929894795274,6513.319720907919
700,1.0043906719870261,1.2389938355216588,2990.853171825427,7106.660682813209
800,1.0048481225679025,1.3694941563069307,3545.3965823482667,7414.263412911029
900,1.004836855450027,1.5463677567294862,3933.4082916596844,7716.571056802965
1000,1.005548479806467,1.6875752363181251,4277.1303835872595,7985.847202778128
1100,1.0067295976919366,1.8595133916104163,4565.164410201445,8361.178989617065
1200,1.0069687376656442,2.026288188190943,4923.346095777918,8517.3158764599
1300,1.0078255878955138,2.07370794596235,5393.069356100299,8478.413792560526
1400,1.0080813701923241,2.217297952222331,5659.044561016256,8726.17411353647
1500,1.0087528101913303,2.3212390607913105,6331.347886180062,8719.831103105656
1600,1.0091048842136674,2.4516212641883146,6653.860029586325,8827.061931339396
1700,1.0097369987358729,2.5500223017724295,6874.787458068196,8918.124485941125
1800,1.0103783629737664,2.658164220778341,7657.822601882411,8910.999987124722
1900,1.0110747503136952,2.811968176258367,7980.558787492649,8950.599852890191
2000,1.01188031777,2.938736908847991,8340.493924496259,8968.590528840647
2100,1.0124338295742408,2.9558248714137805,8631.711534694288,8960.848294210324
2200,1.0130397584781163,3.11178422713612,8734.732335827222,8975.643313754319
2300,1.0133519891436704,3.15250190634726,9008.969785579555,9103.114127872204
2400,1.0138590313226175,3.2126476734314378,9541.853566199832,9163.805777672298
2500,1.0144488497943067,3.3367194222581187,10099.103115514015,9119.513591508963
2600,1.0152435811143308,3.450624500039959,10464.738371740306,9023.69672633856
2700,1.0159033260377182,3.4152797379020194,10513.557630075202,9119.138494061226
2800,1.0161555897737953,3.4907216552474845,10994.694269168946,9055.333422288304
2900,1.016768183499265,3.625986935112702,11419.201139748962,9177.208681880807
3000,1.017312331471417,3.656347389437884,11858.286405864665,9053.042962779398
3100,1.0182226893258122,3.6696670824962596,12216.786745935962,9043.830508548404
3200,1.018978444377508,3.794537425239249,12276.147051164024,9093.20702196191
3300,1.018918406555153,3.8197289930095453,12495.778358063531,9180.929754589872
3400,1.0199932582845677,3.886962924657068,12922.503473435963,9101.908708309971
3500,1.020684421447523,3.990885895073696,13454.38558053715,9174.717361808309
3600,1.0211079541433081,4.009203704921457,13379.510348374975,9127.659265657952
3700,1.0215467500647255,4.063255257464528,14039.375920708053,9165.354046642065
3800,1.0218899157856092,4.0530959894218705,14284.023708765688,9216.165456683551
3900,1.02315853320291,4.198942968952623,14495.041008486953,9046.164166910958
4000,1.0229721247782602,4.18909889114511,14827.409232829867,9091.378136096213
4100,1.0236181261799937,4.30328459597257,15165.793413621155,9107.045287569243
4200,1.0248292537641737,4.285559305935907,15146.44738021177,9150.999231728889
4300,1.025191809875991,4.363208827844511,15379.206620352585,9057.415315319127
4400,1.025880245623492,4.388828259540795,15720.229217200653,9149.168193330424
4500,1.0260806168688619,4.3922971178304255,16348.188674536597,9145.89291051402
4600,1.02724781550365,4.409597037119883,16216.114709012032,9111.460775900336
4700,1.0271825668214574,4.474605246186038,16898.98633863539,9050.074525852157
4800,1.0280793416086664,4.5680066800457695,16917.037556724157,9182.96129779297
4900,1.0290557078983378,4.564083778653773,17222.587589798528,9231.334933672108
5000,1.0290896474409053,4.636466655815358,17548.920574727435,9173.507256230327
