miliseconds,C,M,X
0,0.00026865037485193123,-6.159455137769393e-05,1.7834042412180178e-06
100,0.004274370866367836,0.00011913640222396202,1.675364845840737e-06
200,0.00727737996897807,0.0005179351845921868,3.147886355385514e-06
300,0.018470924006014647,0.0007587921051259678,1.4369027684623846e-05
400,0.022596515818409192,0.0006488512963283679,1.5157611673044784e-05
500,0.026527293498670498,0.0008816326318355143,2.3409021295989243e-05
600,0.03310373604583251,0.0011691079302841975,2.6857068871284557e-05
700,0.0333469084977106,0.0013579728247537935,2.547363239275882e-05
800,0.04181066484349167,0.0015147259611890955,3.1470115744513083e-05
900,0.04184148061343324,0.002179284128848568,3.54745084404289e-05
1000,0.05191858766020844,0.0023208296358234056,4.3981547439041436e-05
1100,0.05346916539076375,0.002430889694806135,4.829376180008433e-05
1200,0.057609089912034527,0.0025530144276270346,5.267524399197282e-05
1300,0.06521998272469064,0.0029581016904933898,5.258971454125324e-05
1400,0.07176413660197202,0.003068003138720594,6.41548636062486e-05
1500,0.078022278653074,0.003579316608834903,6.917688646646274e-05
1600,0.08102528440769342,0.003455169296417928,7.051405508985775e-05
1700,0.08275453540166061,0.0037473519881622594,7.667159146869195e-05
1800,0.08837426675146311,0.004374297054333001,8.329529786885767e-05
1900,0.0916319769458747,0.004299743542912625,8.4386721097388e-05
2000,0.09870323781092727,0.004716365921752159,9.624164335884385e-05
2100,0.10579799294483994,0.005381656020790883,9.665403429298929e-05
2200,0.1100127643610445,0.005229848106074366,0.0001085498331809801
2300,0.11312321245328116,0.005769137723993098,0.00011301110340996904
2400,0.11719124244204045,0.006171082213940601,0.00012045679081409849
2500,0.12448000785925555,0.006198329988197997,0.0001311641281253565
2600,0.13181446591918716,0.006784925273728155,0.00013384879909958357
2700,0.13184452354433968,0.007307627473379758,0.0001408265033732298
2800,0.13797485536034726,0.007389929004990729,0.0001469352058348198
2900,0.1455653894630095,0.007890738446143459,0.00015011644782855462
3000,0.1445908347967129,0.008160411696730896,0.000164623853622123
3100,0.15283365002707522,0.008648561792888965,0.00017156652379708687
3200,0.15835415846574585,0.008926581811226885,0.00017700507904376615
3300,0.1630119774933513,0.009261098354326537,0.0001841619999939575
3400,0.1643001011236594,0.009681506129778233,0.00019582106954095692
3500,0.17290291645212919,0.010089307770868612,0.0002051281833871671
3600,0.17973802145756906,0.010416060299159867,0.0002078173489146341
3700,0.18390731658127754,0.0111582696129406,0.00022636018512954306
3800,0.1850813368832338,0.011739275400720185,0.00022984183548559382
3900,0.18861850675390956,0.011753583229432001,0.00023955186252519386
4000,0.1958146692549583,0.012283770188042598,0.0002542688810185227
4100,0.20218472446385385,0.012829126959154804,0.00026133607427568736
4200,0.2027882317483778,0.013346180275915475,0.00027250376504438917
4300,0.20831450580548025,0.014125087952931851,0.00028363256895709115
4400,0.21663595613624037,0.014521006451030393,0.0002978412166747267
4500,0.2217694709919883,0.014830411912288342,0.0003092065573968892
4600,0.2250750215008392,0.015688806905537207,0.00031277643014417263
4700,0.23083338237744844,0.016115751161501303,0.0003275478524247868
4800,0.23598616889077936,0.016611874937105017,0.00034304020535078615
4900,0.23886747227087715,0.01770732948894859,0.0003526254646270085
5000,0.24707383957903678,0.018092504256366052,0.0003713346773034708
