miliseconds,C,M,X
0,0.293779823184214,0.012500837208431786,0.0002715680101195777
100,0.3156989384811544,-0.005193008004068625,-0.0002574744460668871
200,0.3293245578227995,0.0027258981418745287,-0.0002642926014124525
300,0.34989377192117804,0.00038096740928918963,3.929531289862741e-05
400,0.3651351876907056,-0.004622254717359434,-0.0003949194364333145
500,0.3852613454491714,0.013294826366501596,-0.00024060024248652464
600,0.3919927474457091,0.013641039625022933,-0.00037044173705859515
700,0.4105337759159979,-0.003689162272327679,0.00038315462603339534
800,0.4341480809240944,0.010037828221182517,0.000285265141465925
900,0.4343338529980347,0.008190897090279883,-0.00013624475757394356
1000,0.44991598271322364,0.014393331298088698,-0.00018412291513156848
1100,0.4714520812127845,0.02809931429545315,0.0004345620518855847
1200,0.487641013429984,0.023427030393691026,-0.0003727612333365153
1300,0.491414542835468,0.03470982804655015,0.0002694835348931655
1400,0.5005221298080117,0.027905318983878692,0.0002592947588939052
1500,0.516723430143687,0.04655998196275021,-6.788924861972137e-05
1600,0.5326592917007451,0.0402510560323361,3.481520817386008e-05
1700,0.5395754870604459,0.06130451761893048,0.0003043625704674781
1800,0.5480569456798522,0.06028076115474313,0.0003941813478037665
1900,0.5681992594152117,0.07387560593898278,0.00011847517393354528
2000,0.5685673307138444,0.07300127929604047,8.66527649869786e-05
2100,0.5887552645124842,0.08978859490604833,-4.721802565863366e-05
2200,0.6021219358035909,0.11280907177355202,0.00032660977234405075
2300,0.6040626364421211,0.13422689683813271,0.00018427033857442614
2400,0.6227478616290846,0.13066030898813596,0.0005753651155036119
2500,0.631311897234068,0.1514128095296495,4.484791647284725e-05
2600,0.6380586984812289,0.1713048174636168,5.6592011210083266e-05
2700,0.6414976424559241,0.18395601684057503,0.00038411879048460797
2800,0.6518800924943307,0.21342225402542925,0.0003849422048575859
2900,0.6664610352209149,0.23317483794591254,0.0002696073566484561
3000,0.6726234525952438,0.25411641565174486,0.0006259662213967271
3100,0.6751290917411208,0.27522684069746656,0.0008160675023499962
3200,0.6859829972687169,0.2981292140138187,0.0012095790559522417
3300,0.6981553255907534,0.31958879744408775,0.00046660672913535875
3400,0.6960415552046539,0.338082106605487,0.0014105035931321404
3500,0.7098647549345155,0.37461298251127184,0.0013706400293768948
3600,0.719977860653768,0.4118725518734252,0.0008827810395471054
3700,0.7285833273330715,0.42977824960484934,0.0018443522420478853
3800,0.7346229577956761,0.4618703853004773,0.0022421654944501626
3900,0.7335446773187306,0.4826473114871737,0.0023681774229774412
4000,0.7350178604416676,0.5105120128898029,0.002859922911845393
4100,0.7515571221652814,0.55687996295973,0.0033282886017135514
4200,0.7586958411171542,0.5732534209619544,0.004508563885919239
4300,0.756209963738875,0.6134037774457123,0.005639025424150924
4400,0.7690861005901753,0.6474163193400229,0.007589033284184112
4500,0.7707184521923903,0.6704564471070138,0.010083398123595122
4600,0.7759504940032715,0.699599364913823,0.013247356940583734
4700,0.7758328617250533,0.7370161624024999,0.01890286088483055
4800,0.7811035574803917,0.777252217045887,0.027093762580036672
4900,0.7968058431840869,0.7849903652893392,0.03740042527200183
5000,0.8005321557477844,0.8250273396207681,0.049957279786137836
