miliseconds,The_FOD_in_the_circulation__X1,The_FOD_in_the_metabolizing_tissues__X4,The_cumulative_FOD_excreted_in_the_non_urinary_pool__X3,The_FOD_in_the_gallbladder___intestinal_lumen__X5,The_cumulative_FOD_excreted_in_the_urine__X2
0,1.0050942070630928,-0.005987902324208471,0.0017643437381992325,0.0004933338672653644,-0.0030482512502416825
100,0.07076600081573943,0.6726627277026417,0.0023902958889496857,0.05849598211045482,0.19696881740735464
200,0.009229374642803868,0.4765496192745441,0.012064697245250448,0.10933424556717673,0.40221822551104786
300,-0.0018598880558678898,0.31167935608044717,0.02924060023377992,0.12325792979721481,0.5387223257235599
400,4.4996198658844204e-05,0.19886007742954243,0.042616105536948994,0.12603635209506361,0.6334142595199709
500,0.00480354039738254,0.13130330099606613,0.055320889411126915,0.11409523043746805,0.6954947616011281
600,0.0008596964115607402,0.09359289138882916,0.06929026697840153,0.1042057806974309,0.7312584727926295
700,0.006605616566139158,0.07367923248348292,0.08112241170253062,0.09006577173154977,0.7546243702325081
800,0.0017600222233682644,0.04770556776407515,0.09275450305255653,0.0755088468317194,0.7815899729556255
900,-0.006223314733769937,0.03378365759894998,0.09963921714797684,0.06512289540931337,0.8032730110003344
1000,-0.006009844281228014,0.024052593648798165,0.10719737042885913,0.05414988319077117,0.8142480976685512
1100,-0.006626637875544168,0.024521603920518786,0.11179944070691143,0.045587128260549045,0.8153236429533272
1200,-0.006624296305285101,0.02090776590218085,0.1182621564536345,0.03646283702935304,0.8210317195334115
1300,-0.00045390567951370106,0.013014939168715994,0.1229324291686914,0.030611796186044937,0.8317414707468747
1400,0.006522753969384064,0.015455967860403914,0.12727671566572643,0.024674971770215208,0.8430028562491727
1500,0.0020763692201739843,0.006152622947431231,0.12814532563188485,0.02247659774451221,0.8411917038971417
1600,0.0012010779026937976,0.008301317836205269,0.12948106930590908,0.016714751817475816,0.8357122448763875
1700,-0.0062573146836728735,0.00824951695346308,0.1351941697072848,0.014687020394090174,0.844497587632761
1800,-0.004460344071011369,0.009496656105026152,0.13429401119531417,0.012296505478714855,0.8545538526532498
1900,-0.004868473937613825,-0.0015727286308891081,0.13796922412923507,0.011715757066974091,0.856528742561463
2000,-0.0003737235488630675,-0.0007890992304954787,0.1383606999293662,0.009948952952680641,0.8483077655543391
2100,-0.007002740286788961,0.0025795184661652035,0.13689293573571756,0.007773449858707935,0.8518056430111911
2200,0.0009729935912653443,7.706057890794968e-05,0.13811283075265954,0.006747907823807275,0.8506904573098397
2300,0.0011309893054979314,-0.0003763387069697314,0.14015286733969384,0.004406780475118139,0.8500695440255188
2400,-0.004931498771823448,0.003259297697381312,0.14095367113721527,0.002468640038691062,0.8481989865725547
2500,0.005411711024893605,0.003103757110450761,0.1422140172785702,0.0032360604566843434,0.8588718459922196
2600,-0.002508335744289464,0.004682025574443064,0.14001096748030323,0.004475869290926774,0.8545302412900366
2700,-0.005483732468565362,-0.0034369267210956752,0.1399083461258015,0.0015878606661308284,0.8614753646408566
2800,0.006075033310325662,-0.0023119168367368957,0.1411981683356317,0.0008359444825151352,0.8500307480659482
2900,-0.004329113676298144,-0.002791635760510416,0.1420787767297913,-0.00021524902741018028,0.8500948404293993
3000,0.006995856938952535,-0.0004923698638264535,0.1418053728275334,0.0019793818882649973,0.8593933499483543
3100,0.003855775878106119,-5.220810925641109e-05,0.14134516273609388,-0.0007153599564983174,0.8510792123232874
3200,-0.003040082548448159,-0.0020479140932423046,0.14136796389414338,0.0017275658194075272,0.8621682733800762
3300,-0.006304868123459359,-0.0002621561794391386,0.14383815561969276,0.001442817552143223,0.8516635074722809
3400,-0.0010591047888838059,-0.003014830314578921,0.1412142828556515,0.002321359977015961,0.8526016339390871
3500,-0.006440411523449096,0.005345505881116902,0.14423973355089795,-0.0004773907717451002,0.8581760370810431
3600,-0.0036335585048789007,-0.0046282568848678264,0.14408134636126982,0.002181324417691535,0.8620639422694281
3700,0.00282050635029459,-0.0039824074327622335,0.14144457365060809,0.00024152408434139727,0.8550267808602919
3800,0.006696781115919965,-0.0054082562877306,0.14368227801591696,0.0017271044869846047,0.8515762748599945
3900,0.0012230934817888252,0.003886405583959148,0.1416602083700416,-0.0005725611757087882,0.8534869875624708
4000,-0.0017115623709982712,0.002815267461921138,0.144714606953838,-0.0014118776631303676,0.8553973147280524
4100,-0.0027992653750610174,0.00036342028742081484,0.14129896051335672,0.001639299691632439,0.8548493088608288
4200,0.003514926015083254,-0.005485177126190893,0.1425682228131302,-0.0005863427977068315,0.85360160324217
4300,-0.0034338997986082718,0.005781068321978811,0.14246676406680836,-0.0016894461762646668,0.8624623193980705
4400,-0.004391024316259251,-0.002965580712310016,0.14223098562708145,-0.0005682514016630732,0.857221648219211
4500,-0.00141464316345254,0.004364254727173312,0.14420246161299746,1.9508499182826107e-05,0.8555448690419063
4600,-0.006494092833507836,-0.003083174796417224,0.1413311126642177,-0.00023684062924683342,0.8487980196906715
4700,0.0053236604866763295,-0.003972090166081441,0.14132474792822133,-0.0001533391572292536,0.8532502153393342
4800,0.0054131724390792755,-0.001605467122416866,0.14328850208156246,0.0008519998801425659,0.8573529731844003
4900,0.006672279695731137,-0.005426583691902256,0.14391935074297077,0.0014717032785048548,0.8647426770775033
5000,-0.0014951626816990771,-0.0009547641012102829,0.14152899541355193,-0.0012320266538243846,0.8501002879476209
