miliseconds,The_FOD_in_the_circulation__X1,The_FOD_in_the_metabolizing_tissues__X4,The_cumulative_FOD_excreted_in_the_non_urinary_pool__X3,The_FOD_in_the_gallbladder___intestinal_lumen__X5,The_cumulative_FOD_excreted_in_the_urine__X2
0,1.0027736155343998,-0.0003805811224826999,-0.0009453880068312003,-0.0004094934132358485,0.007208038763022522
100,0.07357524859748615,0.6736241354614207,0.0028479665039977003,0.05756016767305305,0.2009140853575429
200,0.006086895728015355,0.4677084212060717,0.01189944324232813,0.1065752262407232,0.39530499238708056
300,0.004813387269889383,0.3066180473727536,0.02893864482034516,0.12670361790425844,0.5416985000375719
400,0.0003683658981527253,0.19775369731159104,0.04397131704211534,0.12669127830697072,0.6224884032116631
500,-0.003976274646106394,0.1378645551433804,0.05898691663117164,0.11444564415921145,0.6824488247909504
600,-0.001651157111184523,0.09251155643407037,0.07138246448878843,0.10238487153290572,0.7262596265122349
700,0.004698058114582024,0.07091242053732484,0.08074678440690415,0.09012358154307086,0.7664223717670966
800,0.0008015002372988837,0.04877266341811209,0.09281513870753362,0.07761410764247874,0.7743123335098296
900,-0.00238178058070621,0.03605405873637278,0.09912754477059282,0.06633285034555496,0.7973772209699691
1000,-0.006994410914509292,0.02858442356887039,0.10647298847096777,0.053594700204958524,0.8053293736695306
1100,-0.002184808205215005,0.02094053584563675,0.11526030667905056,0.044769694881721014,0.8260547486875637
1200,-0.003123793390264434,0.020681608913532466,0.1204758923677263,0.03701584706574134,0.8182843371409816
1300,0.00032775360289363125,0.011754606720568288,0.12096178340363138,0.03214369433643558,0.8320827467984105
1400,-0.0008129702794566384,0.008335119722725007,0.1250522006460791,0.025189796229483054,0.8334673725404677
1500,-0.00546587288257985,0.0048386036784958545,0.1310297677598283,0.02084758782589332,0.8321424050633395
1600,-0.0030537799614604104,0.013615007409022514,0.133099336147061,0.019625221942849057,0.8363527663993144
1700,-0.0012211137187308554,0.0072513150724791975,0.131621088133964,0.01578812089104727,0.8449055396033859
1800,-0.00682361992787228,-0.0006092641559261982,0.13595024918803894,0.013665482614580417,0.8402682225577773
1900,-0.0007979721213322325,-0.0014966315668771312,0.13547525729377996,0.011146654399551145,0.8451962001387945
2000,-0.00582180632906469,0.009511100238894461,0.13602042772871095,0.007022471903027547,0.8479105660387
2100,-0.0016096818576576872,0.0014657071239233452,0.13774014992132552,0.0073090595138038,0.8511888670022327
2200,0.001888004349427484,0.005416722881676958,0.14015187097759477,0.006656062237247583,0.8604299277160724
2300,-0.005638162041280783,0.002285955959794532,0.1395660916017844,0.005977733471099523,0.8582889359162679
2400,-0.001025014971840145,-0.004476576508840346,0.1397916322133144,0.004948648401957111,0.8591500262110804
2500,0.006670162671612195,-0.00294622984202084,0.14256152863626292,0.0018384843508903986,0.8516475909828511
2600,-0.005909176635445852,-0.0045255746793567714,0.1419013328707775,0.0037261510917067286,0.8496660634609199
2700,0.003330221825715036,0.0034884010309826257,0.14255306645547,0.0037479568548275926,0.8474153912451635
2800,0.006682442349209172,0.0029134267387541267,0.14230300848141356,0.0015328575603163524,0.8638572579384207
2900,-0.0008756685133892388,0.0006780941316097113,0.13996694400750007,-0.00015502891892688595,0.8524561278916706
3000,0.002898841553799644,-0.0036846934345377736,0.14176898182170541,0.0011150332021283738,0.8492459590134241
3100,-0.0025031012935292935,0.0047420998955075315,0.14271866470866165,-0.0007646226261134048,0.8592817565362585
3200,0.00403415945707454,-0.0007557949668459273,0.14128393339685424,-0.00025273877902134187,0.8531620314271045
3300,0.004062691508321293,0.0007243922001149085,0.14105772774332,-0.000866436539202419,0.8594468599159315
3400,-0.0037904372068322378,0.0020073960784585433,0.14082074126901534,0.0023855287762026764,0.8638428886967443
3500,-0.00420631199755399,0.003854272081093956,0.1424136620055439,-0.0006837266721479258,0.8591151358515199
3600,0.00410739243756107,-0.004692496616354472,0.14333497532746317,0.0014367338452788607,0.8531005268796454
3700,-0.005151370269933892,-0.005297022338132707,0.14139606582356418,-0.0005492318226237565,0.8630252686814726
3800,0.0039934231049249405,0.0022906165685055786,0.14411556466403033,-0.001006940839659595,0.8642899617124286
3900,0.006139497910078946,0.004210641279868803,0.14090649275284828,-0.0003944320176385341,0.8512431036406077
4000,0.0010752956970594052,-0.0018365159071582651,0.14321613891562313,0.00041579669891447107,0.8585079604059992
4100,-0.0003244485359181432,-0.0024018908567944204,0.1432418763324212,-0.0006078889115263316,0.8629682327326078
4200,-0.0015816977815823025,-0.003932196407862624,0.14152809062653204,-0.0010985194821589365,0.8644478024223989
4300,-0.001622328886615855,0.001147154027018513,0.14470171558298203,0.00024730936067741494,0.8645447348081343
4400,-0.004350600156334965,0.0031678188504779964,0.14325750994554337,-0.0009099018764574049,0.8504832917606023
4500,-0.0018517780149477005,0.004561486093195043,0.14264767553215266,0.0015122773568454696,0.8576931317721085
4600,-0.0020136361339512716,0.0012213084741067586,0.14212444157158938,-0.0010174555435237555,0.8613658472363478
4700,0.0014942155378234805,-0.004969917903124268,0.1447942608117656,-0.0014257031557609145,0.8650813580082835
4800,0.0039338247579261704,-0.0010997517642947572,0.14129439052162757,-0.0010551756698731977,0.8626890070146179
4900,-0.0022777610549491794,0.0017798834261117352,0.14134141820197085,0.0009714280989724872,0.8524464657673542
5000,0.003264492965189498,0.004322863659413604,0.14174568021703407,0.00036347374631333227,0.8652672652062754
