miliseconds,The_FOD_in_the_circulation__X1,The_FOD_in_the_metabolizing_tissues__X4,The_cumulative_FOD_excreted_in_the_non_urinary_pool__X3,The_FOD_in_the_gallbladder___intestinal_lumen__X5,The_cumulative_FOD_excreted_in_the_urine__X2
0,0.9964305590337119,-0.0016443850059980412,0.00020782742550652184,8.134897698318957e-05,-0.006987367114297574
100,0.06897937445384768,0.6711657284436808,0.003123489177635742,0.06028060829496196,0.20238926785709738
200,0.008808269395643685,0.47034905574482133,0.014020900341343404,0.10927248964858995,0.40046924598787315
300,-0.0006670413100201066,0.3087467964373661,0.025780597162791956,0.12328839540286843,0.5349788491043896
400,-0.0018037336293216964,0.19913962052636544,0.04373686556250521,0.12372412121629259,0.6333485381363027
500,-0.0041309325031940744,0.13784928608742178,0.055463392142583695,0.11494612145225253,0.6923150307877703
600,0.00030516750467259344,0.09894199898280247,0.07102463594062988,0.10481358387129092,0.728108385439865
700,0.0015737763417772925,0.06809566994629432,0.08166856116768341,0.08992188386024806,0.7673115193372196
800,0.0001992284331286811,0.0477113508180873,0.09165648183384005,0.07631386555876847,0.7842808803146127
900,0.005554081748900391,0.04194154176156144,0.10126738100178787,0.06618666246797933,0.7986905231648074
1000,-0.002244190700675692,0.030270361332178468,0.1061784136759238,0.05312724292602337,0.8041378340675199
1100,0.005147114599671604,0.022654778933353808,0.11471661974325696,0.045321506352975424,0.8220838521372755
1200,0.0006493122491648063,0.012881449351183571,0.1186387330063258,0.03882300675659612,0.8318751013778655
1300,0.003741840795594226,0.014500710584222148,0.12357914802429358,0.03051202007404308,0.8281200349369329
1400,0.0019828395828705406,0.014590018050655294,0.12444479632899227,0.02685490871679898,0.8285748928465554
1500,-0.0014550189716587593,0.009881638119872483,0.127392450713671,0.022142766920210687,0.834033140312329
1600,-0.0039799126232326655,0.00903456766607263,0.12946172901954026,0.017729461378578514,0.8441461442982818
1700,-0.0017672215298565976,0.002119678811698316,0.13388508364351964,0.013819631748265204,0.8422894393297687
1800,0.0036612008646904996,-0.00019965580569981586,0.1361202273291002,0.01171674993060801,0.8429433220490002
1900,-0.0041774851064479935,0.0014636255890838673,0.1380649989246051,0.010968535233025292,0.8454259219493735
2000,-0.0031086866532115892,-0.00238553680608727,0.13941710552349276,0.01030317935510317,0.8509860095647993
2100,0.006204903867534406,0.006918732595476571,0.1374957423848502,0.008319397966898262,0.8585695322924706
2200,-0.002809062265625712,-0.0035423499590841994,0.13989359826893,0.0073992724011483985,0.8472082442567539
2300,-0.004177888941825923,0.004380162197914943,0.13973154096337836,0.0036949821681468197,0.8597532479740102
2400,-0.006462566819346902,-0.0010127619898570113,0.140831258997019,0.0021223453830933638,0.8562048291644389
2500,-0.0017002150383737993,0.005404779768509132,0.13956407911133883,0.004563432221282319,0.8568381197890224
2600,0.005661767980278776,-0.003692196081293491,0.14262238237515418,0.002369931045986931,0.8631191758839192
2700,0.0034236267676269073,0.000239381349182266,0.14278266738681472,0.0016398759428676367,0.8568465683092705
2800,-0.006537879804355782,0.0008788237862017156,0.14262779978463536,0.00041819167273337687,0.8527533772336909
2900,-0.00589839063585206,0.005302465250187966,0.14130461662541302,0.0013141910837935107,0.863758763656825
3000,-0.00411807209224279,0.0014408260763599922,0.1427212952104564,0.0015445503400192137,0.8626213408742677
3100,0.004794498254584635,0.0019183646929925528,0.14359360243662558,0.001422065452518288,0.8553627746023453
3200,-0.0035152786960115177,-0.004575072574732859,0.14117672016305596,9.197399930932222e-05,0.8574867106867589
3300,-0.004153766251933007,-6.762693767121519e-05,0.1418999043090079,0.0012466742512447686,0.8487380085827015
3400,-0.006780571322698102,3.14778360723533e-05,0.1444599934030747,-0.0008541556641411157,0.8532491841639458
3500,-0.005778461695988209,0.006251307521831696,0.1433530127116378,0.001609796584026338,0.8512910421199491
3600,0.006129427649784733,-0.0028796998988674894,0.14247008216982987,-0.0004967528920650258,0.8492018434579333
3700,-0.004971501634300598,-0.004758346149390234,0.14208602549064264,0.0009715825823816834,0.8539496018473548
3800,0.004157487191278383,-0.0002374774270494258,0.14299877812805525,0.002110942716825181,0.8627345957075181
3900,-0.0013762849013786167,-0.0013574176426055158,0.14462573761392705,0.00043419760669479834,0.8505638178745717
4000,0.004428766498567379,0.0009567805169069745,0.14471857704469496,7.424436891232743e-05,0.8544694520162888
4100,0.002981722860126672,0.0020349382758196627,0.1437704526223415,0.0012502890650679564,0.8549364706737098
4200,-0.0032009215951934776,0.0014175797335002451,0.14375845928068856,0.0006486888619206723,0.8621702912650325
4300,0.0031572514453836634,0.004421940677374352,0.1414149077986244,-0.0007829387817870231,0.8640139282505155
4400,0.0038007200771339746,-0.0034146472228768535,0.14286907575443097,-0.0010269776199502733,0.8500707353030265
4500,0.004729888256775847,0.005941360276079679,0.14309798807778612,0.0005358380644881315,0.849742375921136
4600,-0.006639522990479963,0.0020671686944387316,0.14347804423211546,-0.0013625204310880263,0.8645364892220736
4700,0.00427027868062779,-0.001544676538758006,0.14262272207214738,0.0013362077499574313,0.8570426085366173
4800,0.006188479246541393,0.001873759899343407,0.1424695250355602,-0.0009692860569530345,0.8626316470618256
4900,-0.004868772377024478,0.005279617461007569,0.14329029816781555,0.001731220006685175,0.8635281039156683
5000,0.003686870875237773,-0.003863768025019963,0.14445707181700426,0.0003305736793598167,0.8544928737826162
