milliseconds,M,P
0,0.9930799311206631,1.0085142631289223
100,1.0015626160925566,0.9830109341547372
200,0.9906039366834406,0.9704545810656473
300,0.9807320254236372,0.974542807923175
400,0.9765949592167422,0.966774075830386
500,0.9763908880385386,0.9451394835283567
600,0.9716907273121128,0.9351115310518018
700,0.9597315241603761,0.9370594475983759
800,0.9525496832606661,0.9157007628370006
900,0.9608149273898458,0.900976225984763
1000,0.9459555939798364,0.8952899441579977
1100,0.9411542485734227,0.8780205435467787
1200,0.946634019698713,0.8532939850267403
1300,0.9336634419310075,0.8521500173989086
1400,0.9351258880292347,0.8408658451760851
1500,0.9250406573509966,0.8043068552291791
1600,0.9323686675038109,0.8070067726746623
1700,0.9242763183294282,0.7809417557496
1800,0.9298903600142017,0.7686946165801485
1900,0.9276039006479204,0.7630117274759007
2000,0.9236502298677043,0.7239461180068502
2100,0.9204750225251249,0.7191930414512805
2200,0.9207368071347191,0.6916208782131292
2300,0.9153867020799156,0.6794172377450022
2400,0.9097842157665843,0.6698450807681511
2500,0.9215737081055615,0.6330976978640689
2600,0.9209088754243508,0.6304473847332934
2700,0.918293038572998,0.5960519288931683
2800,0.9291392973032345,0.5813745662854002
2900,0.9313564855664496,0.5745275744229232
3000,0.9221057887408216,0.5509265107348033
3100,0.9281132528409463,0.517961530626446
3200,0.9370503619226153,0.5024188432393898
3300,0.9483703681916813,0.46677002226900904
3400,0.9555908494256792,0.46373674854002006
3500,0.9720276179718651,0.4320372390782814
3600,0.9700994618149441,0.4086476927867533
3700,0.9953057134301315,0.36580470626223394
3800,1.0041487017426238,0.34973796413045216
3900,1.029673734157966,0.33210351073853794
4000,1.0409992845734102,0.28449536321025315
4100,1.07292273026642,0.2519034724674973
4200,1.10236908670685,0.22996879968942452
4300,1.1478840544841549,0.2102630083932798
4400,1.2003800498425787,0.1860426536403592
4500,1.2426040279721458,0.15294666472155183
4600,1.311667584393444,0.09417309741585052
4700,1.3904566906394213,0.07920028164839804
4800,1.475370528167239,0.05806829999981304
4900,1.55141842107623,0.010376457691336126
5000,1.636657661301786,0.017116418363741157
