miliseconds,P,Nstar,D,C_A
0,0.9945890645319073,-0.0019290718776683762,0.008660539616807203,0.12627715062125733
100,1.0028054676300964,0.002830686770226488,-0.0017388314377603535,0.12661601172952838
200,1.010116928352073,0.005197400062456496,0.005522193262130191,0.12467990192801269
300,1.0103781064639155,0.009932877746447487,-0.01056659784949866,0.12603754916332185
400,1.013626814041321,0.012381166399192525,0.005680682951949411,0.12443499875002009
500,1.0113464446295346,0.01678701092458513,0.001302379936918754,0.12651104197620588
600,1.0137608409655787,0.0209994532641458,0.003928020164372535,0.12371230949270239
700,1.0117336809706607,0.020948646219266995,-0.005241113441583305,0.12589427461691527
800,1.0167004266520117,0.027436169453752747,0.006138373357726052,0.12426185126080229
900,1.0093998662403536,0.029668952223202146,-0.0007095820507135659,0.1255843552428029
1000,1.0157923726981957,0.03040268129452749,0.0002501380298662901,0.12432105815976906
1100,1.0143752168231834,0.03575196504766227,-0.00986120476629738,0.12524475312664085
1200,1.0107528542151272,0.039697049806988786,0.008248520043285155,0.1259464335278703
1300,1.0095564253033842,0.043051226888661524,0.011126683492116016,0.12683097540984176
1400,1.0005068458669963,0.043543140176782916,0.013541385295496875,0.1280283630713857
1500,1.0030960767491197,0.047882757316354996,0.005423218744379099,0.1276977687880696
1600,1.0027293654444618,0.05097516617331297,0.006625455765413613,0.1280287047418886
1700,0.9971170552431412,0.05250870011693569,0.008098729390752075,0.12868316183986697
1800,0.984407154188568,0.05577947279852151,0.018281898714539,0.13302940245889808
1900,0.9877344293561455,0.05862117490678589,0.029739531684282998,0.13194246529168666
2000,0.9766721683516983,0.060696377414278246,0.023701937105134588,0.13630927739175
2100,0.9672956647914752,0.06464648406192548,0.04283122820055729,0.13639812400820334
2200,0.9625685518589723,0.06903015643196422,0.0660402025371768,0.14096764367842113
2300,0.9594401719559792,0.0695361613073445,0.06754395035771386,0.14150003007498343
2400,0.9472104802321681,0.0737172659350916,0.08457123174889462,0.1460835784630803
2500,0.9389371374737719,0.07711427325365293,0.10842272077621104,0.14973570555189875
2600,0.938828507910154,0.07884145455043831,0.12669067250485047,0.15182064842907683
2700,0.9235072379854424,0.08334270391689602,0.1421671810618348,0.15454828584317803
2800,0.9172692228661848,0.08359412750391881,0.1499583859250933,0.15920915569302097
2900,0.9062484473622829,0.08622164178264276,0.1739013725343876,0.16069243743081546
3000,0.8982501953204636,0.08973452621476105,0.191449552323548,0.1629539405808942
3100,0.8909896136661732,0.09251091063830263,0.2314001413316886,0.16547955794646269
3200,0.875043692098437,0.09401703634657511,0.25512907039843236,0.16957981124197044
3300,0.8726247112483234,0.09594589318900992,0.2739728810817821,0.17472422877919855
3400,0.8567743659726905,0.09956607068006842,0.3057916444722956,0.176123365527443
3500,0.8497122511181123,0.09972365368060813,0.32327334996380125,0.17886804243288135
3600,0.8340407024584859,0.10416286453189533,0.3372984654247535,0.1822741359098587
3700,0.8255110795274153,0.10536655009618534,0.3748779913188659,0.18470547449474836
3800,0.8097283295745601,0.10679716082140822,0.40702073302599856,0.19047728080406381
3900,0.7978564366314671,0.11213273743594246,0.419265291577425,0.19262561935030198
4000,0.7866507114508591,0.1120426736703171,0.46415909039338155,0.19446282367248344
4100,0.7826526602712219,0.11484687387538417,0.4844426910327984,0.19718505682582138
4200,0.7596866756549899,0.11741734913904393,0.5188726747485304,0.20060278466145828
4300,0.7577307894783767,0.1184909861763833,0.5410734068887403,0.203426769373479
4400,0.7452840698059778,0.1215486747000631,0.560816272735422,0.20677357168508415
4500,0.7231866218167481,0.12297215554573475,0.6014134015085382,0.20970540327660395
4600,0.7098182152344972,0.12400723275952778,0.6101368256841773,0.21162554626476993
4700,0.7055073584216326,0.12643042254136153,0.6401589799601969,0.21592508954536477
4800,0.6885680664015142,0.12964948602717516,0.677370578422676,0.21953551213712824
4900,0.6792112144245782,0.13042179470769025,0.7173504562592599,0.22043608218296423
5000,0.66544844015735,0.13228280635816655,0.7426320725196807,0.22347298680877872
