miliseconds,P,Nstar,D,C_A
0,1.0055624821520166,0.0005768780146422137,0.0019534628455391426,0.12353374163030967
100,0.9985721725819854,0.0014936696762719872,0.001346339364213552,0.12365769258383559
200,1.0022681681497596,0.007445604463277118,-0.0017597039851196573,0.12375720564195172
300,1.0090692773829173,0.00790799520287075,0.007895524348180269,0.12625113944616115
400,1.0116228076713942,0.01122327396005594,0.010094603007906343,0.1238246414839904
500,1.0080388834473624,0.01604161348288478,-0.01130540721972857,0.12486772788551828
600,1.017510383218793,0.020755136244409673,-0.0001457503373644948,0.12401829483402779
700,1.0083479592849265,0.021628926275455485,0.009134105006732394,0.12410019892710819
800,1.0106690476052707,0.024960931598251804,0.012019808559247641,0.12551558054165446
900,1.0173418275143995,0.028667268036485925,0.0004647909017491024,0.12377329190682645
1000,1.013651025256843,0.03235602472505288,-0.004704682593178421,0.12619802517207063
1100,1.0131053804764865,0.034715043867064664,-0.008572221796966263,0.12484597284881571
1200,1.0137681422014893,0.038772699315098545,0.011165755214455845,0.12466138416465121
1300,1.009973938468494,0.039878715449163146,-0.0014070508810211809,0.12798263683782576
1400,1.0015583237340813,0.046116338872676896,0.010322131681504894,0.12529039446459994
1500,1.0050254776994751,0.046515710248886316,0.015278211392440802,0.12654589891677018
1600,1.0014678475772905,0.050813395478751126,0.009404086947529672,0.12962183900963317
1700,0.9922441455298403,0.05429896959071772,0.007907782257908298,0.13125320486568942
1800,0.9921322616791604,0.056504998796697674,0.01840207183382016,0.1303034977811284
1900,0.9873802597240342,0.059761416142849494,0.03583187598579056,0.13200182891245374
2000,0.9800499212106635,0.06309126302965064,0.03831960155815217,0.13651715699041067
2100,0.9746713922566768,0.06445088282355321,0.05620243305072875,0.13823803976974633
2200,0.9599448443332962,0.06794451864347056,0.05933668801847043,0.14178176268268503
2300,0.9613205770956519,0.06935324018548722,0.0697138847468521,0.14333989365732924
2400,0.9465441105568582,0.07532035294790101,0.08005141372393076,0.14653204786548094
2500,0.9397398075622311,0.07729710065069974,0.10595425337004968,0.14766093965589547
2600,0.9357568800572647,0.07959413049870083,0.11371368793053284,0.15007037291015543
2700,0.9204113873131022,0.0799730280865405,0.1487558004199734,0.15410216173869512
2800,0.9135994127175819,0.08510146468137092,0.14767623968151836,0.15929990258522073
2900,0.9117322702313958,0.0856442694686864,0.18756569285586414,0.16011553116203806
3000,0.8938837335712349,0.09064290520684952,0.20592363183869858,0.16397383899805462
3100,0.8861594152120545,0.0909422154796063,0.221703619598569,0.16647089316862487
3200,0.876904659756469,0.0953502366449311,0.24156472708414609,0.16969910216321082
3300,0.871536143170031,0.09826247252164498,0.27298730181776487,0.173254885645843
3400,0.8613147458749608,0.09795529608169166,0.30086721094216085,0.17660829905302666
3500,0.8438632052862055,0.10058130450997002,0.3325902992546397,0.17904109048433914
3600,0.8362885422529375,0.10412383944234906,0.346996642235399,0.18099873299145394
3700,0.8238522088459135,0.10586859287420913,0.37478533621201726,0.187295712242982
3800,0.8078466249373457,0.10699673383948943,0.4122396161969297,0.1886420750997829
3900,0.7978319104732015,0.11063391701305489,0.43423907823554253,0.19144795073475
4000,0.7874022507414639,0.11439460521202682,0.44671006609748404,0.19559996942239966
4100,0.7751467905327383,0.11465791888497674,0.4823882711864542,0.19857564519394885
4200,0.7637733044626012,0.11798507895814114,0.5093118087158014,0.1994477090220387
4300,0.7517473442894693,0.11798852423861075,0.5422990697592883,0.20312725971967538
4400,0.7425380214638442,0.12057538642491136,0.5734790882061965,0.20606453602139985
4500,0.7297363600291455,0.12348500643857908,0.5910661587519759,0.20847332306865482
4600,0.7142458522639302,0.12390417597406178,0.6230782642964161,0.21208124143915852
4700,0.7053560392476766,0.12459568304942593,0.6542003073521658,0.2142756267646215
4800,0.6889710327274864,0.1283737011851339,0.6755415667639291,0.21812148933152847
4900,0.6791563652620957,0.12892986420899696,0.6964931385670614,0.2207508999993856
5000,0.6666094310958375,0.13064355429512106,0.731849476399789,0.2251409186915863
