milliseconds,T,I,C
0,0.5006798675338958,0.009990310901219589,1.2086859002919158e-10
100,0.5008322898056661,0.009977558627486338,9.976559025618782e-09
200,0.5003183246965269,0.009946141754869303,9.905253193433003e-09
300,0.5012725585267785,0.00988856914780981,9.803096836643547e-09
400,0.5012947329563057,0.00990366992995737,9.925438831306548e-09
500,0.5029968177960035,0.009823860602292261,9.728443870546213e-09
600,0.5031428150182982,0.00982842940083578,9.768731391127355e-09
700,0.503837944616204,0.009819208720557583,9.751328943534519e-09
800,0.5036223230735105,0.009769077873720474,9.870112315477396e-09
900,0.5038631658215355,0.009761626227257108,9.886344412608018e-09
1000,0.5042961273915737,0.009712337433251481,9.876289439469508e-09
1100,0.5050226236156383,0.009658162308670318,9.604402124202501e-09
1200,0.5060052355406532,0.009640880851218779,9.83640663849219e-09
1300,0.507216334693705,0.009615836159967186,9.676453709070349e-09
1400,0.5067571734564369,0.00958496735758799,9.552070622185619e-09
1500,0.5074920041135303,0.009582994928636016,9.663448524614259e-09
1600,0.5087860071747178,0.009501693632863904,9.702494962527094e-09
1700,0.5088943874158489,0.009540721536731899,9.650628441747685e-09
1800,0.508396014030915,0.00947102217622742,9.727331603075792e-09
1900,0.5102071410650404,0.009428394503513063,9.49441588571896e-09
2000,0.5101480527778389,0.009408270389420268,9.642991260981395e-09
2100,0.5109784606237211,0.009366602560293633,9.510365964954021e-09
2200,0.5113542913749256,0.009342785074595095,9.498226996679948e-09
2300,0.5116093450366735,0.009329256843358034,9.44978417605281e-09
2400,0.5120350928118877,0.009344765071042925,9.6092663103669e-09
2500,0.5120539573346793,0.009263629366651578,9.475058388139154e-09
2600,0.513681276326002,0.00924199149660305,9.436155573765748e-09
2700,0.5131365386360316,0.00924517712450966,9.410073112149582e-09
2800,0.5139422021921677,0.009233324612025407,9.34381231799092e-09
2900,0.5149055004748087,0.009160980960390691,9.352454502265935e-09
3000,0.5155114029847587,0.009175148297880121,9.295116827265073e-09
3100,0.5155778365657292,0.009123309546158415,9.392077088468004e-09
3200,0.5163674891745393,0.009073958521875031,9.302566778616117e-09
3300,0.5161662050388736,0.009024470034717012,9.42070479758904e-09
3400,0.5180187216103203,0.009000658338237348,9.297324571904273e-09
3500,0.517947433704625,0.008969835897825422,9.268124822335816e-09
3600,0.5190556832157813,0.009009290578338509,9.32950522367192e-09
3700,0.5195530654069735,0.00893565341357063,9.238987023476324e-09
3800,0.519701439633899,0.008907093799135027,9.228030947341879e-09
3900,0.5205776842688351,0.008860062072724238,9.32628969777453e-09
4000,0.5204410199754584,0.008839973332073765,9.117698216678213e-09
4100,0.5214326065111516,0.00884541897860689,9.044092155931049e-09
4200,0.5211104996083593,0.008802846427966065,9.040629266912364e-09
4300,0.522426327831564,0.008813608068555882,9.18853779372744e-09
4400,0.5220739323987104,0.008742483482163912,9.11320490323867e-09
4500,0.5233066033018904,0.008703037885433782,9.00565836928285e-09
4600,0.5241097566304916,0.008676448477088202,9.178902858617244e-09
4700,0.5234497322932847,0.00868907163955806,8.99952102484429e-09
4800,0.5239504475657792,0.008650340049540113,8.922037732218763e-09
4900,0.5251181077244869,0.008664367663272077,8.922784630029302e-09
5000,0.5260436902277627,0.00859535406406699,8.941045359865445e-09
