milliseconds,T,I,C
0,0.5003522610231239,0.009984709731652249,-1.0586088713487383e-10
100,0.5009699817270943,0.0099395078016316,9.862013115828253e-09
200,0.5012981896357322,0.009930665059740688,1.0021864166773869e-08
300,0.5017573743638546,0.009928817834223055,9.967745541289266e-09
400,0.5027632048939036,0.009910164914254584,9.787351672085945e-09
500,0.5024026115859487,0.009890150923951258,9.882931107287343e-09
600,0.5026233092011904,0.009789912306506611,9.881619374867222e-09
700,0.5038512114466749,0.009799896711246404,9.787012660748984e-09
800,0.5040978059288715,0.009744176643558,9.91533175250288e-09
900,0.5052631882454444,0.009696527571569392,9.862104597009905e-09
1000,0.5053966221568656,0.00970082973411977,9.840123975289224e-09
1100,0.5055026060436506,0.009692087563044696,9.610316614344946e-09
1200,0.5055504416521778,0.009615044356612071,9.633194271953283e-09
1300,0.5063921025666525,0.009629396684749825,9.593184667666593e-09
1400,0.5077831565928105,0.009613916074429772,9.678005446738162e-09
1500,0.5074758489198681,0.009530407023862741,9.550024137122035e-09
1600,0.5078644461188273,0.009493757267707572,9.664702311020528e-09
1700,0.5092101748452905,0.009523292636248033,9.617505092906842e-09
1800,0.5092196780871964,0.009443489294852092,9.609561676276808e-09
1900,0.5096691877070196,0.009440490782611362,9.501815155774589e-09
2000,0.5105846458379019,0.009447333929421764,9.627105362590695e-09
2100,0.5102343702358679,0.009407625531924377,9.495177186521003e-09
2200,0.511221125899548,0.009384506012771974,9.5481490738054e-09
2300,0.51177008814389,0.009307607889906538,9.551407271136872e-09
2400,0.5123328773273632,0.009299659474648078,9.593877550750506e-09
2500,0.5124247491367301,0.009310835140746552,9.538113753376458e-09
2600,0.5127360313463749,0.009236633827314948,9.379821710040262e-09
2700,0.5130245985090441,0.009227762550290208,9.443661553588381e-09
2800,0.5146448329513753,0.009155698871925182,9.537090327520319e-09
2900,0.5143376076653365,0.009202158543062786,9.287684929563345e-09
3000,0.5152387201144565,0.009139273697623579,9.248027416731806e-09
3100,0.5150662952665633,0.009106344728006602,9.437460150326651e-09
3200,0.5167993708890795,0.009063694837670899,9.382284263402319e-09
3300,0.5161312850680523,0.00902187214711993,9.230717311563286e-09
3400,0.5169142280567864,0.008998586438690911,9.323615233976015e-09
3500,0.5181054851708388,0.008977885737783695,9.17558268503206e-09
3600,0.5176098837364475,0.008965440906937574,9.173979115653564e-09
3700,0.5188928434034857,0.00895397717704454,9.236594402718446e-09
3800,0.5200070687267635,0.008950235482061702,9.210046013723778e-09
3900,0.520175717854996,0.008867203533303338,9.257319874549233e-09
4000,0.5208905098238927,0.00887093240840988,9.211474975326089e-09
4100,0.5209640847899532,0.008818516700795647,9.132881509091246e-09
4200,0.5219630930277562,0.008839007937602792,9.21967917942515e-09
4300,0.5223833595104103,0.008777293036494492,9.138856461672584e-09
4400,0.5225338106572489,0.008766336880925898,9.081848005848621e-09
4500,0.5235947230188984,0.008738400177387232,9.149214574336738e-09
4600,0.5228556150106202,0.008741388627628197,9.13512945496071e-09
4700,0.523839778282143,0.008669932461894757,9.014211611639824e-09
4800,0.5245655270808216,0.00869458967191655,9.114746450307323e-09
4900,0.5255968255751928,0.008643863414904125,8.955729328928255e-09
5000,0.5259365329991923,0.008633573879981891,8.917080693659135e-09
