milliseconds,T,I,C
0,0.4998092629821899,0.009981276050656202,1.0202484213974656e-10
100,0.5000653430402907,0.00998935430697228,9.853238985174494e-09
200,0.5008274643683405,0.009915186009300123,1.0046143010470423e-08
300,0.5015560841201241,0.009879850169333836,9.790864524290579e-09
400,0.5021203571925772,0.009878368382368696,9.866989049796215e-09
500,0.5028081898667535,0.009859868357381563,9.722461433386003e-09
600,0.5029048490071237,0.009790698400901951,9.753053862363198e-09
700,0.5028196696278247,0.009833758963543021,9.77975487926747e-09
800,0.5039893171395445,0.009775920253570825,9.768739702884827e-09
900,0.5045238888337086,0.009715097051103789,9.812696489343203e-09
1000,0.505191023225281,0.009701297292858282,9.70453574237631e-09
1100,0.5048003454111573,0.00970002411976115,9.801305607074243e-09
1200,0.506164364889818,0.009611171269878241,9.632173446797026e-09
1300,0.505891414780922,0.009657396180306567,9.627709551677523e-09
1400,0.5071606701025988,0.009563142156375675,9.646023700848856e-09
1500,0.507376601033396,0.00951970001270574,9.72159934535632e-09
1600,0.5086387960894484,0.009567870119925409,9.510338865088535e-09
1700,0.5078994153104563,0.00950000114147466,9.615167394051262e-09
1800,0.5090388103176402,0.009453146148561615,9.635481920499539e-09
1900,0.5089781441068483,0.009470494687281191,9.712032330041028e-09
2000,0.5093602463544608,0.009427062444953165,9.580190510555632e-09
2100,0.5110836913690432,0.00937573807556491,9.610533330941367e-09
2200,0.5107943564939034,0.009366706013985992,9.556974973877527e-09
2300,0.512129619780046,0.009302297375209963,9.478644515667056e-09
2400,0.5123341349387336,0.0092733489362659,9.499460226203474e-09
2500,0.5125578178613739,0.009252819185761933,9.593032121502187e-09
2600,0.5125928471826499,0.00927477812645306,9.438275668841309e-09
2700,0.5130131865674802,0.00923229595202738,9.357701579399248e-09
2800,0.5148791876397258,0.00920520703452403,9.51051149812971e-09
2900,0.51489715525343,0.009166706536959347,9.51064096654942e-09
3000,0.5154870490450736,0.009101126133085119,9.507154196172369e-09
3100,0.5153115330064699,0.009137376890782842,9.484198284297567e-09
3200,0.5164245795851095,0.009065442718597992,9.449959412441699e-09
3300,0.5169860662766016,0.009029576086016167,9.36610372327529e-09
3400,0.5172315685162915,0.00905088539078724,9.18220113063034e-09
3500,0.5182473542052238,0.008978990259754361,9.263773038753946e-09
3600,0.5182162589341541,0.00898616347187674,9.264079095249146e-09
3700,0.5187929966262814,0.008914825354035528,9.287720388819654e-09
3800,0.5191602920901447,0.008937094591454305,9.095411133942301e-09
3900,0.520426965852941,0.008877642171727002,9.199966084200176e-09
4000,0.5197155201372982,0.008857433780696498,9.199214910984405e-09
4100,0.5205246971907381,0.008828497565097054,9.150953927885812e-09
4200,0.5220070446877342,0.008803764755551656,9.048944108154217e-09
4300,0.5220908058814976,0.008761853670204389,9.232518957608702e-09
4400,0.5221637460479376,0.00872996811290231,9.195097431149298e-09
4500,0.5223657590568519,0.008741525550340166,9.23143439231955e-09
4600,0.5233041514304554,0.00870082841863003,9.188664132806995e-09
4700,0.5238880310221642,0.008658606021928401,8.929283798237905e-09
4800,0.523834649820861,0.008676777626750985,9.049555103539114e-09
4900,0.5256932631988332,0.00863758733319994,9.01181951826659e-09
5000,0.525138002090138,0.008633493660546847,9.119468816185467e-09
