miliseconds,n,c,a,m
0,0.00076439057489481,-7.835962879349685e-06,-5.7902866466956095e-05,0.0007380136783387811
100,-0.0006327738404646295,8.59505730159182e-05,9.3254228100702e-05,-0.0010197297251820767
200,0.0006566535713742119,8.840346753398736e-05,7.373358701666816e-05,-0.0006803626213734494
300,-0.000919522343008357,0.000451766271600836,5.822161064709729e-05,0.0010264120351422827
400,0.0009464038000507685,0.0011041010485641893,-4.496306899690601e-05,0.0003149961409821891
500,0.00013705227011130726,0.0012325018958833987,6.302827043377575e-05,0.0006726142475081436
600,-0.0001545830967461287,0.002543940342124536,8.11853429631062e-05,0.0013366697684611293
700,0.001499596687258912,0.004918405038933661,8.644973874199463e-05,0.0006807681388505724
800,0.002509370679564778,0.005947659828148194,-5.080626433936232e-05,0.001992932684481607
900,0.0015144303150982454,0.007844774992251047,0.00012000575777880238,0.001063810305856202
1000,0.0034861109452633847,0.010766028524885141,2.224014928284609e-05,0.0037798564501579945
1100,0.003410655402956039,0.013419877738327675,0.00014489261364634493,0.0027892015807449715
1200,0.006466138893100835,0.015968439842168752,0.00019574676300288674,0.0063078657162547415
1300,0.005934346859389599,0.018748769129547167,0.00015207868617381052,0.00743634762383738
1400,0.008606331660445677,0.021896743531881886,0.00019585428634324824,0.01036746691516249
1500,0.01086890368562984,0.0235248059071102,0.0004046765114508165,0.012294270348808825
1600,0.014218775555783032,0.02685422269009557,0.0002997668272960159,0.015413722100272613
1700,0.017100868726494065,0.02856165457531346,0.00040396019905728755,0.015946614117416866
1800,0.020038941344692952,0.0302390563914135,0.0007084107556763923,0.01927457796114998
1900,0.02188941895236259,0.03220199646456262,0.0007808196906605918,0.02389422079858578
2000,0.024083687924856132,0.03357215081224557,0.0010127056238553962,0.02764118510486538
2100,0.02704506026007608,0.03390367301602999,0.0011286001613079726,0.02934557137199415
2200,0.030382255528001726,0.03347580047063468,0.0013291292777556371,0.03315340885027701
2300,0.035364521328922455,0.03346088308479213,0.0014115091259348591,0.03665639503854714
2400,0.03608561082939619,0.03225616343190339,0.0015555139532998183,0.04017480014643781
2500,0.03980766740593151,0.03207369484663889,0.0017944270634725882,0.04397638267862135
2600,0.0429278483767846,0.03016183679415291,0.0020598711560966304,0.046019153889696206
2700,0.04438349457753457,0.028233980326712756,0.0023243008045715505,0.0474025368913696
2800,0.04659720942592138,0.026343624422174788,0.002490601085200683,0.05260830342584563
2900,0.04872851384430857,0.02400375044967925,0.002765386169999851,0.053795096993505556
3000,0.05211236231007701,0.022140935737815587,0.002891147077130777,0.05599194853384739
3100,0.05228716549115548,0.01999883064496338,0.003111510511496526,0.05701030672101663
3200,0.055109656230140795,0.018775725580872378,0.003313945525305124,0.060053458338703194
3300,0.054726585374196425,0.016410274479383754,0.003523501769424245,0.06092179237806308
3400,0.055423426414382325,0.015531645778765023,0.0038652540681754924,0.06364075580390992
3500,0.05864577845692099,0.013818641632066553,0.003962680450546888,0.06371895125033952
3600,0.05799584120017189,0.012325097447999225,0.0041834252994322856,0.067345382764604
3700,0.05837905759379135,0.011296041124144198,0.004360345442935627,0.06617322758539507
3800,0.05938480618811879,0.011234704066759684,0.004550785871582653,0.068749262326855
3900,0.06052964679787155,0.009947458461970635,0.004611580426732465,0.06805721579368046
4000,0.05938468701386814,0.009280417398373202,0.004702247691992571,0.07068896644097362
4100,0.05957116818805952,0.008694622370538497,0.004764998867023222,0.07078460214019622
4200,0.059717737182440056,0.008061551362281165,0.005051211053153742,0.07261084291172394
4300,0.06218492842664894,0.007127863459231458,0.004996306715344778,0.07125574629203839
4400,0.06071137272975753,0.0066363655062835316,0.005113939332657867,0.07319850882347646
4500,0.0611818224072746,0.007008562049269468,0.005269917925337303,0.07412015955948034
4600,0.06020926270148137,0.006494877815691196,0.005284144511170492,0.07448215126486761
4700,0.06207187757753092,0.005906875700932722,0.005460619543464529,0.07406978341809478
4800,0.06164562798742456,0.005185305621572616,0.005463955092057979,0.07599044249663264
4900,0.06024131741718118,0.0050733724915162735,0.005553785029040854,0.07620624919033928
5000,0.06158558426026635,0.005443144367176896,0.0055244472409706705,0.07505858846803072
