miliseconds,n,c,a,m
0,-0.0006114164670281544,-0.0004021294081015034,-9.607819255746571e-05,-0.0009483961604690868
100,-6.093903281101122e-06,-0.0001524568550291482,1.936394323565963e-05,0.001115171869472424
200,-0.0008958185985763388,-6.596906500059654e-05,-8.49995501263816e-05,0.0006350477302223614
300,-0.0007781840436669532,0.0001797201311261581,9.272664580463989e-05,-5.932556247656384e-05
400,0.0008588728651217548,0.0009746882281423578,-7.08465970627218e-06,-0.0009727800494024499
500,0.0013819424636367025,0.001876154953869605,-5.463139657294342e-07,0.0014536364706329583
600,0.0003795973311641919,0.003275818742178961,7.481814394629767e-05,-0.0007961383735695906
700,0.002027680857599344,0.004690209591001531,8.154446257951857e-05,0.0012872919970579873
800,0.0017170531851173677,0.005665436142139617,-6.921372304480169e-05,0.00148652036555267
900,0.0027274512935403237,0.00873494229512557,-1.3287630359389696e-06,0.002100094818277041
1000,0.0035931792738274192,0.010483129405591554,8.407879998999964e-05,0.003780519412150866
1100,0.0045436891954962364,0.013182188662982848,8.151126645787534e-05,0.0038037760295050113
1200,0.004787769653939568,0.01569737041901056,5.4723898345544964e-05,0.005531786136384126
1300,0.007143128223957722,0.01907762259820644,8.29288969075528e-05,0.0061267473564900815
1400,0.008587793988468857,0.02108130610175699,0.00019231725016367743,0.009929521810424356
1500,0.010805196261504736,0.023736469989520396,0.0003825485042537566,0.011679003534583877
1600,0.014884472754952607,0.02681231692670778,0.0004029394005790007,0.015247039220857468
1700,0.015640733756170224,0.02867946335698525,0.0004925316013538625,0.0175210754545248
1800,0.020312983557244927,0.031017234157915477,0.0005650144410510764,0.01843944356358388
1900,0.02105010791354374,0.03192891679973793,0.00082620778956749,0.02365874160627668
2000,0.02385973598738153,0.03306176876918179,0.0008881987492645553,0.024793621796681535
2100,0.02919949593767006,0.03357787989246904,0.0011454803359117055,0.029537639028096484
2200,0.030050257462880415,0.03348736093173978,0.001350710297880052,0.03348501046764367
2300,0.033099796270584785,0.033881551156074864,0.0014981985185371044,0.03595502885290952
2400,0.038469066375752065,0.0332477655176682,0.0015830852187297155,0.039274937033681866
2500,0.04030912396321622,0.03122462411893928,0.0017669193230372077,0.04370515920139569
2600,0.042966639960214506,0.030134171868490406,0.0020018731669145563,0.04654115873037269
2700,0.04536625587648471,0.028264352248753122,0.002365898262554843,0.047513827854535076
2800,0.047891175434972566,0.026712743749545725,0.002519389393726748,0.049897603882532206
2900,0.04868714707776786,0.024027488081320783,0.0026954493015952617,0.05339500982870887
3000,0.050642301307600536,0.021999493908313576,0.0029098156875203484,0.05641303910611328
3100,0.05219452076805515,0.02019542836254715,0.003096618784211001,0.05909352343580526
3200,0.05378721000740124,0.018905175000167817,0.0033622659022709556,0.06040378007638788
3300,0.05444087320810918,0.01636931813254788,0.0035429796178744217,0.06278564854267994
3400,0.05716629063003331,0.015024205604877572,0.003838368881845042,0.06469449489545939
3500,0.05740895190743919,0.013719779382539094,0.003984705357816342,0.06471788549189654
3600,0.05766113074782393,0.013282757544676602,0.004241708003256497,0.06525199507525865
3700,0.05944618179443478,0.011326436932950934,0.004328026391048429,0.068278897239944
3800,0.059310026918768584,0.010613359627629331,0.004541844900069515,0.06830466346335134
3900,0.06048128442088243,0.009836661651331407,0.004670168696324039,0.07044780146069637
4000,0.059800071035838405,0.009394468944724368,0.004721517451745782,0.06861335205782003
4100,0.061377076143233414,0.008780940317864252,0.0048860408683050055,0.07214986327362986
4200,0.05994850456122427,0.007502414482014358,0.005029453396647436,0.07020451472100529
4300,0.060355386956665674,0.007237748574475636,0.005044190506744082,0.0708842616340269
4400,0.060066608882986566,0.00667775321478028,0.005125501694910267,0.07160750563476609
4500,0.06155595914630112,0.006147126169869569,0.005278590181696832,0.07389519231942451
4600,0.060379217862250305,0.006810629546334433,0.005353841577011311,0.07531282433169798
4700,0.06244021951531986,0.006494016269800896,0.005346079422030709,0.07599860244001864
4800,0.060324076646622544,0.005976384501827871,0.005517063382826074,0.07471059276053785
4900,0.061178250126003,0.00588091328679916,0.005445363981011036,0.07447312444256787
5000,0.06145833707616335,0.00470114056596126,0.005502222049510924,0.07549286250376393
