milliseconds,C,B,T
0,1.1427800276037232,208.02457706806985,10.0
100,1.1410979423050818,208.07938269744088,10.0
200,1.1397883828946516,208.07175821311455,10.0
300,1.1395845380071865,208.09686153508804,10.0
400,1.1378747677921022,208.13821029055993,10.0
500,1.1342930821810886,208.18406226358806,10.0
600,1.1335056172617346,208.25989710216385,10.0
700,1.1297405827789535,208.25875789230295,10.0
800,1.1267649502417936,208.32626479893648,10.0
900,1.1271987129293592,208.36293943872414,10.0
1000,1.1242896925285608,208.3801028061247,10.0
1100,1.1230618426505108,208.42926963238537,10.0
1200,1.1216487695465722,208.4764150729979,10.0
1300,1.118416761670561,208.4936513273721,10.0
1400,1.116675956760963,208.5432240382536,10.0
1500,1.1159291289611148,208.53651960105353,10.0
1600,1.1161850653890433,208.59114752839528,10.0
1700,1.1128412566293782,208.6060554680949,10.0
1800,1.1132579689759414,208.63704984401429,10.0
1900,1.1112389694194784,208.62861535447254,10.0
2000,1.1102389925171152,208.7093561159456,10.0
2100,1.1069329444657363,208.67679423829432,10.0
2200,1.1069322281571097,208.69926628746614,10.0
2300,1.1039625146076912,208.77265490073148,10.0
2400,1.103703193575379,208.7860102970778,10.0
2500,1.1044364227012151,208.81271219555148,10.0
2600,1.1030608146998422,208.81577128175502,10.0
2700,1.1018495750093955,208.84414296665545,10.0
2800,1.0984260297262645,208.85428018833815,10.0
2900,1.0983787134284713,208.8815261737087,10.0
3000,1.0954316101139885,208.92290615520727,10.0
3100,1.097074676151344,208.9432283630465,10.0
3200,1.0930055808723924,208.97784080543562,10.0
3300,1.0938217566691937,208.9673745916967,10.0
3400,1.090092203324848,209.00137430251357,10.0
3500,1.091281952913312,209.0182695590954,10.0
3600,1.0896432133612224,209.0606032462839,10.0
3700,1.0900490232109303,209.07658770125997,10.0
3800,1.0882290314295557,209.10069898140137,10.0
3900,1.0882103769449905,209.08028926800353,10.0
4000,1.0867813776429536,209.0984386557673,10.0
4100,1.0834449031550284,209.09860984976297,10.0
4200,1.0822698696299469,209.11146045899193,10.0
4300,1.0826884281857696,209.1107245467013,10.0
4400,1.0805903888455857,209.133062166207,10.0
4500,1.0794332651650806,209.20937113703494,10.0
4600,1.0797602274110425,209.17405163850276,10.0
4700,1.0782028100459768,209.17165410569928,10.0
4800,1.0783604204169623,209.21346517102702,10.0
4900,1.0786123994345804,209.2067545707474,10.0
5000,1.078100172021147,209.21531948272025,10.0
