milliseconds,C,B,T
0,1.1437996976707199,208.03533265096738,10.0
100,1.1401930763582107,208.03123355476868,10.0
200,1.1385259415005038,208.07807781727934,10.0
300,1.1370114007940826,208.10570550848118,10.0
400,1.1373602592426837,208.139107658374,10.0
500,1.1357864096077654,208.2200825710644,10.0
600,1.1334580518668573,208.27172796987904,10.0
700,1.128805839863304,208.2526750928708,10.0
800,1.130417788856784,208.30015872478057,10.0
900,1.1259647771258674,208.37575491770343,10.0
1000,1.126479785202944,208.38992176785672,10.0
1100,1.1223313597454805,208.43120141023348,10.0
1200,1.1210650378742588,208.47165123799175,10.0
1300,1.1206611519089846,208.50296396923326,10.0
1400,1.1196413041794742,208.48577708543925,10.0
1500,1.1176681587016308,208.5488893523434,10.0
1600,1.1141429275485442,208.58191702053801,10.0
1700,1.1155429670548906,208.58462313612446,10.0
1800,1.1125843562021596,208.61159305037356,10.0
1900,1.1102977942188934,208.64974684930672,10.0
2000,1.108801979846247,208.6999497990912,10.0
2100,1.1086581742627122,208.71157505766226,10.0
2200,1.1050309120892627,208.71876352673618,10.0
2300,1.1057641839210068,208.7712482935325,10.0
2400,1.1051490536158874,208.76580522535005,10.0
2500,1.1012939483728128,208.80648756104185,10.0
2600,1.0999016956550727,208.84132457697004,10.0
2700,1.1005968156815915,208.83248323395628,10.0
2800,1.0969375205310985,208.8638460430252,10.0
2900,1.0981243368727571,208.8917807853254,10.0
3000,1.0962501269848877,208.94796273509422,10.0
3100,1.0963825624277799,208.9163760737834,10.0
3200,1.0933323976961349,208.94327177743733,10.0
3300,1.0934832951795672,208.98355049330965,10.0
3400,1.0920555796245566,208.97801603783768,10.0
3500,1.0896001365849355,208.99284222343246,10.0
3600,1.090988299328721,209.01345799355826,10.0
3700,1.0884143299726783,209.05990082089963,10.0
3800,1.0871043824872781,209.05787113120675,10.0
3900,1.0874596929458795,209.08793807091152,10.0
4000,1.0865435830165902,209.1082196520045,10.0
4100,1.083975030987985,209.08520071542804,10.0
4200,1.0855125639757137,209.15401566934892,10.0
4300,1.0811708789318926,209.13190066822733,10.0
4400,1.083188653681036,209.17536305107646,10.0
4500,1.080683019776635,209.20457342058285,10.0
4600,1.081014667512547,209.2059359014489,10.0
4700,1.0778935940043786,209.22464798795812,10.0
4800,1.0803624910649923,209.18405227597657,10.0
4900,1.0772623661544523,209.21584759811046,10.0
5000,1.0786492163830816,209.25910618229463,10.0
