milliseconds,C,B,T
0,1.1436185420217229,208.0020459976704,10.0
100,1.1411696828984663,208.0717133595285,10.0
200,1.141108309574321,208.11028859344464,10.0
300,1.1394595942849406,208.12443777656955,10.0
400,1.135058766770612,208.16434364401277,10.0
500,1.1347782930019399,208.198095854915,10.0
600,1.1315534558854126,208.22387960201908,10.0
700,1.131993750996828,208.31437614879158,10.0
800,1.1290927467889806,208.31225779059523,10.0
900,1.127137188014051,208.35454518509732,10.0
1000,1.1235454614938953,208.3500943679852,10.0
1100,1.1224251789791064,208.3960654500852,10.0
1200,1.1200292258909026,208.44742439698712,10.0
1300,1.1191725145127411,208.50357653438581,10.0
1400,1.1178579561769066,208.48006448534383,10.0
1500,1.115124472567391,208.56381969932053,10.0
1600,1.1139724368739001,208.58342143291992,10.0
1700,1.114626966743725,208.5963475936269,10.0
1800,1.114233621225867,208.60818897213892,10.0
1900,1.1104601243824122,208.68804916370883,10.0
2000,1.1113980311647562,208.71048908890165,10.0
2100,1.1076361044893845,208.70542427349488,10.0
2200,1.105927194377841,208.7166108805929,10.0
2300,1.1062235145812362,208.73480680262767,10.0
2400,1.1057511303022727,208.77385309119128,10.0
2500,1.1034070771815174,208.81972531711884,10.0
2600,1.1029312931109954,208.84994460209467,10.0
2700,1.0982119582268055,208.85449709326664,10.0
2800,1.0992431979863881,208.86453479340855,10.0
2900,1.0985422093372066,208.92049893265082,10.0
3000,1.0954345823433844,208.88147521084795,10.0
3100,1.0970908515563993,208.9541667410511,10.0
3200,1.0936480899170644,208.9221250882825,10.0
3300,1.0913437365062695,208.95133375182172,10.0
3400,1.0937237174492602,208.96378805942754,10.0
3500,1.0896574452192667,208.99431102109372,10.0
3600,1.089485408150329,209.03126944728163,10.0
3700,1.0905757980307706,209.0668822267992,10.0
3800,1.0892807135869553,209.09576673942604,10.0
3900,1.0860158778064848,209.09810353509647,10.0
4000,1.0862916378102292,209.12293137426832,10.0
4100,1.0842840333707051,209.12204787753234,10.0
4200,1.0835034069634364,209.09650160130627,10.0
4300,1.0821934304429663,209.15256860046816,10.0
4400,1.0822023594825305,209.15349906379402,10.0
4500,1.0816532411017312,209.15242834790646,10.0
4600,1.081147114848215,209.21774378222005,10.0
4700,1.0813519552517938,209.18605974006908,10.0
4800,1.0778533394974912,209.2204161227679,10.0
4900,1.078821426826133,209.20037075771765,10.0
5000,1.0766861778560666,209.27127574982703,10.0
