miliseconds,ATP,ADP,AMP,GLC,F6P,FBP,GAP,NAD,NADH,DPG,PEP,PYR,ACA,EtOH,P
0,4.500413190824123,0.10284866639065054,5.803787115847732e-06,0.019983615204181168,0.6710299111107911,0.01634116757599427,0.002821697797679637,3.618714353570357,0.6166770057052838,0.2884659271428513,0.0019530919104599395,0.0028110220296755357,0.07245555877372531,0.326816215418346,-0.000501683880236299
100,4.471835250609934,0.12717147059930764,0.0011342665884062687,0.05982822246795219,0.6716354621580071,0.005868750113157226,0.003420379656599167,3.607430108628218,0.6286668966498409,0.30600031499331404,0.0022343037107867524,0.003116516221588381,0.06871865882232046,0.3296003483741297,0.0036601290686390305
200,4.470890566921981,0.13547493542234118,0.0002125257077099144,0.078421873250015,0.6706900119116662,0.016982327214935897,0.0016667281706969949,3.645671924382638,0.6010249831860692,0.30195165701860943,0.0020369436209099075,0.0061746822275811665,0.06874136502572195,0.3402768825128146,0.007017433323036822
300,4.438121177256695,0.1552129340933998,0.0067857788091503675,0.11268420966088648,0.7065768757863043,-0.0011373632312061763,0.0009003207973347458,3.6286601379090593,0.6105652565828363,0.2810821811701378,0.0023122656276491956,0.006604024754634319,0.06709663972073311,0.35003427586059005,0.009900155610060664
400,4.433875437692077,0.16733215573572663,0.002794886080452317,0.15362733229923153,0.7257429942063437,0.015761831201349653,0.0012764524264213765,3.63810419847008,0.5977120271204133,0.28335209114778476,0.0022736340326348172,0.004859470643970719,0.06740895398132285,0.37885619604594556,0.013906567766696255
500,4.396522732838364,0.1989387670132276,0.007667593207214986,0.1674825516929772,0.741939644315769,0.020060446949698683,0.004488005262678473,3.621802593471887,0.6086777658783208,0.2994411370392622,0.002400635513268642,0.005421358891549526,0.06927401891820731,0.37459336038047686,0.017204882510983874
600,4.3704340949525715,0.22261141024542622,0.008230316351966575,0.18240161495261178,0.749424828814426,0.016879449360875567,0.004268020950073936,3.627230254560239,0.6148072128155576,0.29255872750166156,0.0025260622084530113,0.006977335541269549,0.06392353330940331,0.3444077517469324,0.020435073418270087
700,4.334322429224267,0.2585065073300414,0.011989651344403184,0.20534205723125454,0.7484030853897141,0.033791151625015475,0.006543823426221651,3.6368917230333104,0.5912104785515423,0.28672112019490464,0.002626334613494677,0.00866242190498506,0.07436437960375242,0.3701068301256021,0.025486162981577402
800,4.269756187187063,0.3013569914178202,0.02331336889317012,0.23459489941720846,0.7366133500224376,0.08094668324624767,0.01227651107148525,3.626646602676589,0.5927583836048906,0.27166667702019376,0.0032098852678613707,0.008261734088489257,0.0764301911121915,0.36227380955216976,0.028260041783246558
900,4.193405226710983,0.3667966679109416,0.03346859715634777,0.251841741723699,0.7207340035753482,0.14861656006212362,0.01955483792667147,3.6143564193128976,0.6075073223807228,0.2824997767139416,0.003459278012519316,0.01024119707302175,0.07876653344697106,0.39285205922638045,0.03192720257291316
1000,4.1087500105321455,0.4462486365948242,0.04129121449355538,0.28197104536988393,0.669334725872183,0.2148486619817873,0.029628382276353747,3.6283309991792856,0.6360060752611142,0.2888989061927725,0.003794809422231585,0.013352170078037675,0.07259964227835136,0.38271432680435147,0.03579116242374511
1100,4.02453919073807,0.5160913174514341,0.06670146849754782,0.29126599499531336,0.5766711376506436,0.29432429243888136,0.03888980912497926,3.606793519118625,0.6472980594492707,0.31017335336839197,0.004384186412720808,0.017513891388091167,0.08357651982023172,0.3990325190898983,0.03848598355221714
1200,3.9187544166777464,0.5967666165233356,0.087864241514429,0.3046282274314451,0.4934758124076034,0.39490085136640546,0.05289643895786019,3.574771607705181,0.6857108801737789,0.32968907855323815,0.005540555888839864,0.020188876654967627,0.08783732722277983,0.4027331922400694,0.04057469591688115
1300,3.824774352081508,0.6784756439124799,0.11098188395661453,0.33499910096080276,0.41629764449534956,0.4945446671960163,0.06210020630013322,3.515525494219973,0.6999545640938485,0.3472432218458266,0.006208208832606417,0.02507125885572423,0.10089691130757793,0.3712574386064102,0.04314420521303471
1400,3.7203768142263205,0.7440866443555373,0.13847820307865802,0.34065127055292616,0.32480354215177976,0.5691936910131733,0.07270299464747977,3.5008437097092338,0.7394075886569287,0.36706732295073463,0.007021754556496284,0.032194073506459885,0.10504346746191422,0.39187792554219314,0.04561942434524318
1500,3.6441260375900124,0.7905659402472944,0.16618760706724797,0.350488415966523,0.24148920271644037,0.6643428166521718,0.08135008134777609,3.4197516835819464,0.8119454291368239,0.38507488809859447,0.008077408812229929,0.03955391041432771,0.11637347904134793,0.4035206587441011,0.046031636009205235
1600,3.573030727524759,0.8243097154299116,0.18958586887874704,0.3818910404513937,0.16886765785911723,0.744829426597128,0.08944995469435399,3.401781231511562,0.8656687752787948,0.41764478375519465,0.00951265074791775,0.045299156135601024,0.12751415456917986,0.4344317138207496,0.04831083160613969
1700,3.538599440453108,0.858452828930132,0.20452091442644504,0.3831303601723522,0.11102434145084669,0.814407316880564,0.09532278168426406,3.356859369710816,0.8916328931533127,0.4506413629984885,0.010568601858825256,0.05045381773981922,0.14312956619917894,0.4429195551976682,0.0483747858515637
1800,3.527665971623772,0.8643625775052323,0.21486763424000574,0.4001797688124118,0.08432529407035669,0.8325979182081682,0.09644726058823225,3.291426931236395,0.9382737672411524,0.4920993186703704,0.011180655221864679,0.05697110838444373,0.16366063725457142,0.4225907074332365,0.04883834890306093
1900,3.5043223563217607,0.88338302711207,0.2153252624748167,0.43261605038103135,0.062169955302748055,0.864893230394756,0.09953434207461759,3.2172768024981804,1.0056777698892527,0.5017597900070425,0.01181553282002358,0.06648492775247404,0.1839203365767768,0.43947113483598566,0.048519573600271745
2000,3.49583370752575,0.8681335113377019,0.21572430749471316,0.4376417425216943,0.0708572184230679,0.8576243986061156,0.10001408588916112,3.169385472791054,1.043954457515605,0.5236003628666374,0.012600359650271842,0.07206361136957952,0.20160281402748614,0.45644265693734515,0.048834909317581915
2100,3.518682440962694,0.8718494189547441,0.21576316875570414,0.4431093804887916,0.05228507120980834,0.8557365707691026,0.10342735830105727,3.154770003360995,1.090079342781447,0.5680932509111815,0.01284502614539781,0.07785323918418356,0.21125112274810764,0.5089359883447332,0.04888225681461642
2200,3.5322151335703893,0.8639911173972674,0.2082788747374748,0.45910881708669193,0.06953992088932842,0.8530065464431916,0.09988155045761161,3.076881265565275,1.1564567156127117,0.5873686601657044,0.013543462855440603,0.08056799076760161,0.2308576160937451,0.5284823283932932,0.05038524125730135
