miliseconds,ATP,ADP,AMP,GLC,F6P,FBP,GAP,NAD,NADH,DPG,PEP,PYR,ACA,EtOH,P
0,4.504249925516889,0.11618550488039814,-0.00035462871383528565,0.009943458266104703,0.6485109510250304,0.01764944877718356,0.0028653380936388634,3.6049413858322596,0.6328044814940372,0.30931164329984595,0.0020921161384775547,0.0033971593065447374,0.07247585240100848,0.3428105215846108,-0.00034634011917896037
100,4.4923359805497105,0.1267959701619046,0.0017342403912495561,0.05106651342227084,0.6658235017990379,-0.0017948187745954166,0.0006345423824413417,3.6270210214910734,0.6027184595637244,0.2971651933966309,0.0020020020774418608,0.002249937757144887,0.07480928006061793,0.347301366120333,0.004006067616677355
200,4.460981071764097,0.13907596909693723,0.0014145287531242261,0.089568893591814,0.6842845123747969,0.02243341635209986,0.00036293775831457175,3.6190357379565716,0.607478860193932,0.29445401453763625,0.002077164407425585,0.0034426172831415556,0.0745466452658895,0.35461837030162724,0.006727336136548331
300,4.434960337511568,0.16059746941604866,0.0013022015520179845,0.11864266688911211,0.7108222951641658,-0.0006181502703415855,0.00013429792917734815,3.6200066687386006,0.6124506030781457,0.2968896826433855,0.0022851169982929702,0.00606249386929235,0.06906008080498928,0.35004261375953694,0.010503216780016051
400,4.416340707579501,0.17994346806674366,0.003221238033563029,0.14029535465395798,0.7069131538045557,0.027286698645238437,0.0017360543970340388,3.6479973698101804,0.5970295270602776,0.2847672029462622,0.0023420705075449305,0.006783502471053789,0.06738044129053763,0.3533108544182817,0.013462566325268316
500,4.397671489323674,0.19076471200966238,0.010853963101887354,0.16097845937725747,0.7352942089767965,0.03523230870337474,0.0016262722353970582,3.6388149199744455,0.5881847651893901,0.3001452903854125,0.0023721985711220384,0.006367461235566504,0.07015151842444567,0.37473942133153926,0.017191478591861178
600,4.372346593006358,0.23568192163740226,0.014286480019961282,0.19571407569542829,0.748970964559416,0.016779736486351296,0.0041124996461706295,3.6188623821161596,0.6166592470214568,0.27192121813452796,0.0025518770203111748,0.009005312208994915,0.07262537290761761,0.3702100661394129,0.021036704121948767
700,4.322894465343143,0.26189751159485936,0.0167609084756134,0.21354060218461618,0.76871676246652,0.04638929524702271,0.005567958472963385,3.6423176834741207,0.6145445980407398,0.284291117704269,0.002767285924530908,0.007720538287341235,0.06579887868036846,0.37801543839746327,0.024644026179865754
800,4.276431332547422,0.314239306685527,0.023650598802835057,0.23854370234305328,0.7417984862416166,0.07469155365114419,0.013600738271659987,3.6426076750175858,0.6105378314885086,0.2845911844282164,0.0033712732392284324,0.0091555226129618,0.06798179980628619,0.3788626675574412,0.02909152695363068
900,4.207156000381777,0.38234792629746206,0.028304046520604288,0.2614252765199689,0.7192757275788213,0.1465549016531562,0.019637062233974985,3.634240781814042,0.6050709080710844,0.27748534219382875,0.0034929871432425007,0.012964190046450653,0.07614598783856893,0.38949001371522746,0.032517431116852756
1000,4.111164100204355,0.4578501471695348,0.044856851975247386,0.27328157485241433,0.6657950052898658,0.22048117145125742,0.028032172905950323,3.602918907304859,0.6149470286605481,0.2928766850030431,0.003816895779775945,0.012338078716901839,0.07389769075595878,0.39520026993867413,0.03613617227456296
1100,4.017556977026025,0.5348130613371372,0.06552122702296326,0.29777717727613245,0.5799053961540881,0.2880997464468871,0.04059680764402371,3.602876781649668,0.6364926416634386,0.3055581235415642,0.004475175374539146,0.019018200311056714,0.0829411237762668,0.38120314782433723,0.038674813450620085
1200,3.9150058414101854,0.611293922702055,0.08751865333060165,0.3087028651562399,0.49880986663123755,0.39043181884715766,0.051374240173845925,3.5673268310839448,0.6577569851564743,0.32574403715352407,0.005165243006790446,0.02109065098499115,0.09238202261869102,0.3860467253040861,0.04104661175933397
1300,3.813289602010213,0.6746817417910206,0.10934032738754622,0.3248949808406093,0.41873451745142276,0.49940721366979607,0.06211772766754786,3.531230756042675,0.7083408453184945,0.3322957814677296,0.0061023788698756935,0.025253817048281637,0.09663940312714829,0.3869561682870835,0.04359707088713142
1400,3.7357476947470105,0.728124680735313,0.13910565470586234,0.3373403262123468,0.330623856309974,0.5917715338305671,0.07277552999608196,3.484173993498315,0.7550533431245894,0.3666489275524395,0.00716803432627836,0.03326581851645621,0.11129321867443963,0.42042318132704753,0.04548033876334053
1500,3.646122292871468,0.7950509454258754,0.16179400528545806,0.36947716164394784,0.2273289182251927,0.6852650411112229,0.08374781585706084,3.4264206284461984,0.8131591272233403,0.40276697773105913,0.008226525366415218,0.03927362262620145,0.11534626090402746,0.4045851337526204,0.04603089784035056
1600,3.5732901464146387,0.8267656058761932,0.19091885913822043,0.384628143707765,0.154390239791566,0.7604654093163665,0.09017547533862848,3.405427942404798,0.8544231426383071,0.41737839572017815,0.009134426219585469,0.042291687338877754,0.13303928757591546,0.43010899677371284,0.04795315243352505
1700,3.531272095620522,0.8611194102480347,0.20463176828929971,0.39953127060023036,0.11583939759727493,0.8076771376012444,0.09554304898322331,3.3327809340571286,0.8999825319412419,0.4661029356939963,0.010319035407864219,0.05336359890793697,0.1469883579761661,0.42553263422695364,0.04753096932286584
1800,3.50177603990126,0.8696103398780418,0.21490227028231682,0.40923056254697093,0.07411790422720958,0.8243573508380799,0.09697945618974728,3.2960012920558506,0.945287448000887,0.4922345980681031,0.011147845773737163,0.05630835001474311,0.1644282825037404,0.4642531566818373,0.04805002738306758
1900,3.5200295196711435,0.8744926165997157,0.2173997878736538,0.42879685948285357,0.07432139808429815,0.840196395064852,0.0999046262653722,3.247700420862479,1.0202218988200757,0.5182275466747365,0.011857830538412741,0.06414792045766446,0.18316381608258198,0.43842429279521206,0.04865108487149498
2000,3.5032248881027184,0.8744887487201337,0.21655300696450916,0.42978556331778917,0.05105861355977779,0.8449536265404476,0.09910406071726134,3.1708337519680265,1.0614479102383487,0.5387087953000779,0.012786774782201821,0.0711151953114827,0.19982321758795515,0.49953878405600877,0.04897422833255144
2100,3.528030958889719,0.8595586450358027,0.21816258915590153,0.4527060645777098,0.05349508168810082,0.8571391144161601,0.1023013030808067,3.149653983746662,1.1046869527265835,0.5574618331471433,0.01298543921312648,0.07801728493024632,0.20873702004855565,0.5213529530933453,0.04957031087839643
