milliseconds,T,I,C
0,0.5002927972032505,0.00998847500208482,-2.1431723393394834e-11
100,0.5006879560560548,0.009957697809260138,9.877976918744975e-09
200,0.500932664221045,0.009933404724172189,9.896927705746552e-09
300,0.5012395941879225,0.009925509636590855,9.938045792477586e-09
400,0.5016893059526428,0.009885183926773322,9.840818554810735e-09
500,0.5027441353343337,0.009860340195600163,9.889306087705874e-09
600,0.5027542462279222,0.009842135207877231,9.857674173134836e-09
700,0.5036671923747966,0.00977782410589296,9.760821802818497e-09
800,0.504117366942645,0.009762338850079221,9.738331163279198e-09
900,0.5046281153460845,0.00972459854189949,9.809903651028159e-09
1000,0.5047793915893799,0.009720012102804737,9.739717628048857e-09
1100,0.5054032476516045,0.00967271116239238,9.746331686064354e-09
1200,0.5056725278359344,0.00963937683138084,9.661641795195713e-09
1300,0.5062952644125024,0.009606113996230731,9.727745210536252e-09
1400,0.5070279751787248,0.009585640688881708,9.63676067268579e-09
1500,0.507646848948753,0.009573625552843062,9.68190142413698e-09
1600,0.5078548715731306,0.009548386901331479,9.610916563982431e-09
1700,0.5085379710034825,0.009509070202391974,9.591057161558144e-09
1800,0.5090563349264082,0.009454686352853174,9.544528071429242e-09
1900,0.5095469980075804,0.009449722868803245,9.619860072477499e-09
2000,0.509934669680109,0.009413828929393854,9.516950804141489e-09
2100,0.5109097754627723,0.009387976868725676,9.59736643065695e-09
2200,0.5107835779190246,0.00937864714426903,9.52815181255307e-09
2300,0.5113252750021661,0.009327039848668736,9.442503019037291e-09
2400,0.5117635356900081,0.009303828180542414,9.494432420704383e-09
2500,0.512857959807011,0.009290150901459017,9.517246764822956e-09
2600,0.512907182256773,0.009260559810120373,9.466810360678417e-09
2700,0.5135150725843189,0.009225183465381493,9.487067870195492e-09
2800,0.5139874299152143,0.009214928062417686,9.46206363847809e-09
2900,0.5149152112285864,0.009148251879208891,9.345553434636007e-09
3000,0.5152644575156391,0.00914204257528795,9.43705323698604e-09
3100,0.5158909743641529,0.009107947272582845,9.403868233271946e-09
3200,0.516618708343079,0.009067547778660305,9.275551430671135e-09
3300,0.5170752666077595,0.0090404260834431,9.369468681019414e-09
3400,0.516912353695664,0.009011843172659361,9.253375014442614e-09
3500,0.5174338695486493,0.009005694726761668,9.303973228454015e-09
3600,0.5182800678395783,0.008989029946567256,9.27157574484509e-09
3700,0.5189214972662617,0.008957515977915026,9.246941948355392e-09
3800,0.5189870733345767,0.008905453616036604,9.22535680079933e-09
3900,0.5197260503331211,0.008896168447603225,9.17915391045756e-09
4000,0.5204516139969547,0.008877569276517283,9.145339023659674e-09
4100,0.520559906749285,0.008844599487461165,9.165996840503358e-09
4200,0.5217456741862085,0.008812371727761906,9.211701140855598e-09
4300,0.521878829750609,0.008799592455963436,9.069944144289889e-09
4400,0.5222466952221246,0.008764076260851737,9.073145268016416e-09
4500,0.5231094954284395,0.008722438087425368,9.155859684105355e-09
4600,0.5235889359798169,0.008719631631928498,9.12091888437491e-09
4700,0.5237673152567387,0.008680892153559624,9.04385578879762e-09
4800,0.524850761922904,0.008645002686515486,9.10451428216397e-09
4900,0.5249562829923337,0.00863231230338434,9.008749166717372e-09
5000,0.525978176425472,0.008590096164599678,8.947026213862755e-09
